ReplicateName	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine 5'-diphosphate (ADP) [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Aminoadipate [[M+Na]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]	D-(+)-Turanose [[M+Na]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	Isomaltose [[M+Na]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Valine [[M+H]]	Maltose [[M+Na]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	Nicotinamide [[M+H]]	O-acetyl-L-serine [[M+H]]	Palatinose [[M+Na]]	Pidolic Acid [[M+H]]	Spermine [[M+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	gamma-Glutamylcysteine [[M+H]]	Experimental group
Inj00090-Positive-D12.d.DeMP	1008.7868620037808	688.2561436672968	181.89626654064273	163.64139854952023	26.547022684310022	3011.6122400756144	1008.7868620037808	14212.48936672968	1008.7868620037808	63.90949905482042	235.09271313568036	2080.5	2080.5	2067.7181001890362	6532.534026465029	14976.453686200379	356.9099716446125	11.798676748582231	2080.5	1929.0836483931948	260.5541115311909	1733.4222589792062	2080.5	122.90288279773158	1188.7166824196597	174.0304820415879	2080.5	8728.071124763706	151110.56923440454	2080.5	20.647684310018906	2080.5	44.245037807183365	Growth with low glutamate supplementation and spermine treatment.
Inj00091-Positive-E3.d.DeMP	1813.5285714285715	540.2	449.4714285714286	82.38571428571429	937.5285714285715	4553.114285714286	1813.5285714285715	19701.657142857144	1813.5285714285715	790.4857142857144	1687.3428571428572	709.1428571428572	709.1428571428572	846.8000000000001	13304.77142857143	26697.14285714286	1047.0285714285715	52.142857142857146	709.1428571428572	4296.571428571428	1343.2	2354.7714285714287	709.1428571428572	3545.714285714286	1207.6285714285716	128.27142857142857	709.1428571428572	15337.300000000001	144981.1285714286	709.1428571428572	73.0	709.1428571428572	735.2142857142858	Growth with high glutamate supplementation, no spermine treatment.
Inj00097-Positive-G2.d.DeMP	783.5381145732765	724.7161964436176	491.6909053915075	192.302424654654	151.57955825719787	4116.780141920613	783.5381145732765	18468.574038401868	783.5381145732765	316.7334053135478	621.4007761389604	1989.3874362312833	2019.5525224516214	5232.1342049176055	12640.67938063259	28009.03668273923	659.8612610698912	60.33017244067577	1989.3874362312833	8766.728182785697	98.79065737160657	2306.1208415448314	1941.8774254342513	358.96452602202083	1151.5521664613987	793.9214583088412	2070.8331690261957	10570.600338761902	38892.599791037144	2064.04602462662	88.23287719448831	2100.2441280910252	646.2869722707392	Baseline growth with no supplementation or treatment.
Inj00098-Positive-H9.d.DeMP	1045.5	919.9469977761305	368.13380281690144	691.3165307635286	310.62616109964574	4984.919199406968	1045.5	20806.147516679022	1045.5	306.13232023721275	790.5189028910304	545.6130467012601	545.6130467012601	4431.555967383247	923.0470719051149	28462.555596738326	282.8817642698295	116.25277983691623	545.6130467012601	1451.6097108969607	231.33554135755105	1280.330615270571	537.8628613787992	536.3128243143069	1378.7579688658266	343.33320978502593	545.6130467012601	886.6212008895478	413.08487768717566	545.6130467012601	116.25277983691623	545.6130467012601	611.4896219421794	Growth with alanine supplementation, no spermine treatment.
Inj00099-Positive-E9.d.DeMP	708.1118314424635	334.94813614262563	319.7743111831443	101.15883306320909	166.7729482058552	3737.256888168558	708.1118314424635	7354.8091572123185	708.1118314424635	34.84359805510535	16.29781199351702	2080.5	2080.5	1655.0709076175042	3930.020664505673	12018.793354943275	312.9809954565284	92.16693679092383	2080.5	946.3970826580228	306.28646677471636	1113.3091572123178	2046.2183954619127	157.92017828200974	1198.7321717990276	459.7106969205835	2080.5	5143.364667747164	59417.32658022691	2051.276337115073	92.16693679092383	2072.0700972447326	293.9226094003242	Growth with low glutamate supplementation and spermine treatment.
Inj00100-Positive-C9.d.DeMP	1045.5	688.4702797202797	549.5576923076923	52.39685314685315	231.520979020979	4797.967657342657	1045.5	15195.696678321678	1045.5	217.50786713286712	198.62062937062936	42.6486013986014	42.6486013986014	2470.5725524475524	6672.069055944055	38732.241258741255	293.0568181818182	161.45541958041957	42.6486013986014	2350.5472027972028	455.12150349650346	1509.7604895104894	42.6486013986014	597.0804195804195	455.7307692307692	371.6520979020979	42.6486013986014	5644.237762237762	79071.72552447552	42.6486013986014	188.87237762237763	42.6486013986014	1138.7176573426573	Growth with spermine treatment, no supplementation.
Inj00102-Positive-E1.d.DeMP	810.6419446415898	580.2955997161107	503.51348474095107	87.1181689141235	219.99928760031315	3345.9283179559975	810.6419446415898	25637.84350603265	795.876153300213	403.1061036195884	302.6987224982257	2080.5	2080.5	4048.779985805536	14839.620298083748	32446.34989354152	220.01029098651526	47.250532292405964	2080.5	1185.6930447125621	138.79843860894252	3409.421220723918	2027.3431511710435	155.04080908445707	2589.919801277502	1346.64017033357	2080.5	17323.226401703338	220990.7395315827	2080.5	47.250532292405964	2080.5	776.680624556423	Growth with low glutamate supplementation and spermine treatment.
Inj00111-Positive-A4.d.DeMP	522.4700180342651	465.2515779981966	51.59039675383229	31.89224526600541	196.04350766456267	2980.9869251577998	522.4700180342651	9834.06762849414	522.4700180342651	718.5135256988278	1795.3458070333636	2080.5	2080.5	3022.259242560866	10280.559062218215	15635.642245266006	341.4953438092887	114.43688007213707	2080.5	1571.1620829576195	697.8773669972949	1584.2941839495043	2080.5	1896.6505861136159	481.1977006311993	709.1334535617674	2080.5	12505.512173128946	103391.84513074842	2080.5	188.53944995491435	2080.5	10.318079350766457	Growth with high glutamate supplementation, no spermine treatment.
Inj00113-Positive-A12.d.DeMP	818.6214344406619	632.5267050123254	432.26728489259295	229.56567672262	50.30907383495715	2653.6815353914776	818.6214344406619	12660.302852447468	808.3642446296512	78.19543805739998	153.36940955511207	2196.50393238643	2203.3420589271036	1472.1509566850568	2825.1231365183703	21101.97006690926	61.05470125601595	52.26282427514966	2196.50393238643	954.8955276440895	61.54313886606408	620.3157647611221	2128.61110458974	364.3744570959032	546.5616856438548	89.8725202488555	2224.8333137692216	2963.8394177720384	84735.62190397934	2241.4401925108577	52.26282427514966	2245.836131001291	831.3208123019133	Growth with spermine treatment, no supplementation.
Inj00119-Positive-D7.d.DeMP	1569.1589654849874	1508.189598727902	688.8468805537368	577.604527172388	451.38724160508843	3491.298475353101	1569.1589654849874	23691.412356187448	1569.1589654849874	560.4903189598729	1026.852492750912	931.6547095687962	931.6547095687962	8896.179356468057	12161.784211018614	33246.48872883734	191.4652043775138	145.24376922919322	931.6547095687962	6284.123328032925	1266.451407726125	2352.1339912075578	931.6547095687962	2415.2426339912076	831.1087363202695	719.8663829389207	931.6547095687962	12379.990365728183	57177.5	931.6547095687962	162.30085183876187	931.6547095687962	1226.8748012346834	Growth with low glutamate supplementation, no spermine treatment.
Inj00120-Positive-F5.d.DeMP	1347.740407096454	443.63759143924136	606.5596724333076	362.82931766095606	41.30418954779144	3017.5005141858746	1347.740407096454	10656.480903330192	1347.740407096454	559.901236092284	1286.5490151738	1600.919791176435	1600.919791176435	3715.847274503163	8071.909486997094	16826.102993931778	28.301018764227468	162.15718859503306	1600.919791176435	2090.4509265576667	245.53046008964913	2037.6733510243778	1573.3836648112406	726.6477790815161	894.9241068688145	852.8550249219899	1600.919791176435	8456.65036371078	20951.932594316724	1600.919791176435	162.15718859503306	1600.919791176435	954.5857139934021	Growth with low glutamate supplementation, no spermine treatment.
Inj00121-Positive-B8.d.DeMP	1935.1300863131935	464.32860665844635	180.4297163995068	21.377928483353884	27.36374845869297	2562.7860665844637	2105.2983970406904	11610.78051787916	2087.340937114673	637.9173859432799	1139.871146732429	2080.5	2080.5	3908.740443896424	10029.668927250308	16499.48520345253	329.382476980963	150.41819719380968	2080.5	1887.2435265104807	1239.0647348951911	1856.4593094944512	2030.0480887792849	1029.561035758323	1038.1122071516645	1630.7083847102342	2080.5	12530.031442663378	54746.30949445129	2020.6418002466091	177.09491249711235	2080.5	139.38409371146733	Growth with high glutamate supplementation, no spermine treatment.
Inj00122-Positive-E7.d.DeMP	1144.8592125933137	1109.0151545910185	381.3807771444226	144.78838979447096	279.5836524179038	4756.506496904594	1144.8592125933137	16386.469556329346	1072.4542154286771	555.5828990355781	583.5412642773684	311.1264234599237	311.1264234599237	3573.6525828288472	9822.70565494902	43688.88853667772	565.6192352762207	53.76608700344304	311.1264234599237	3795.1688612830326	678.1695774034282	1061.7009980279886	243.73959441560842	1048.7971371471622	2846.0182053822514	413.6404293464884	311.1264234599237	9095.78815866247	56893.122623563286	311.1264234599237	45.88039424293806	311.1264234599237	667.4163600027396	Growth with spermine treatment, no supplementation.
Inj00123-Positive-H7.d.DeMP	400.0714946070878	648.8338983050847	69.88428351309707	1163.6387520164437	245.55670261941447	2176.671032357473	400.0714946070878	10468.537442218798	400.0714946070878	12.822804314329737	328.9049306625578	2080.5	2095.246224961479	739.2346687211094	1000.1787365177196	16197.766409861324	375.06702619414483	369.29676425269645	2080.5	1428.460400616333	55.138058551617874	1538.7365177195686	1989.458089368259	236.9554860487649	570.6147919876734	504.5773497688752	2095.246224961479	1109.1725731895224	112866.96471494607	2095.246224961479	369.29676425269645	2095.246224961479	152.5913713405239	Growth with alanine supplementation and spermine treatment.
Inj00124-Positive-E10.d.DeMP	1330.7959561551877	704.9201559380937	90.70663771262234	438.98702729228324	609.03028178475	6861.3092384047895	1330.7959561551877	14738.53281919095	1330.7959561551877	275.01072528188644	84.22759216172075	2057.7448669663468	2057.7448669663468	1443.5313487408755	13434.948854349548	22605.389927095668	156.79290233181862	76.45273750063883	2057.7448669663468	1193.440190476074	37.57846419522925	3124.1957646447495	2057.7448669663468	584.6683832891396	1291.921682849778	3676.2104455815656	2057.7448669663468	17266.656393152753	167453.5238812721	2057.7448669663468	76.45273750063883	2057.7448669663468	63.49464639883564	Growth with high glutamate supplementation and spermine treatment.
Inj00130-Positive-F11.d.DeMP	613.3366449029072	1580.9609169857547	520.63773169812	385.0909726440326	523.177427950306	5558.125247908954	613.3366449029072	31332.23266321808	548.5743904721654	685.7179880902069	2685.728786686643	1573.3418282291968	1573.3418282291968	8232.425401460761	17544.22171010055	51899.962761546005	234.92190332720048	102.85769821353102	1573.3418282291968	7551.786805874925	257.77916959687406	2874.9361574744967	1573.3418282291968	646.3526961813246	2208.2658912756847	599.3683155158844	1573.3418282291968	14533.411803134106	68821.958889861	1573.3418282291968	102.85769821353102	1573.3418282291968	496.51061730235347	Baseline growth with no supplementation or treatment.
Inj00131-Positive-G7.d.DeMP	351.4931605471562	262.62131029517633	310.05291576673864	248.14218862490998	149.43934727059354	2110.956083513319	351.4931605471562	7020.876169906407	351.4931605471562	30.955363570914322	63.90784737221021	2153.3948884089273	2164.8783297336213	1083.4377249820013	4918.407847372209	11707.618070554354	279.5968322534197	10.984161267098631	2153.3948884089273	248.14218862490998	221.7204422388713	1005.0507559395247	2080.4999999999995	31.953923686105107	576.6684665226782	552.7030237580993	2164.8783297336213	6231.514398848091	59659.47336213102	2158.387688984881	21.968322534197263	2164.8783297336213	378.95356371490277	Growth with low glutamate supplementation and spermine treatment.
Inj00133-Positive-D6.d.DeMP	1650.3725490196077	830.1960784313725	239.0392156862745	286.27450980392155	254.51478385064615	3767.372549019608	1650.3725490196077	16712.70588235294	1650.3725490196077	84.45098039215686	415.1937814575294	128.8235294117647	128.8235294117647	1202.3529411764705	11023.0	22974.960784313724	60.11764705882353	73.0	128.8235294117647	2670.9411764705883	221.8627450980392	2759.6862745098038	128.8235294117647	1019.1372549019608	1906.5882352941176	1683.2941176470588	128.8235294117647	14183.470588235294	148673.80392156861	128.8235294117647	73.0	128.8235294117647	299.156862745098	Growth with high glutamate supplementation and spermine treatment.
Inj00134-Positive-C6.d.DeMP	1045.5	1482.2866666666666	1790.1283333333333	386.1479313620364	557.6	10688.495	1045.5	25848.245	1045.5	102.22666666666666	162.63333333333333	1808.715	1808.715	4410.848333333333	10540.963333333333	56283.91166666667	276.4766666666667	172.75128571077232	1808.715	4171.545	513.4566666666667	1608.9083333333333	1808.715	802.7116666666667	1159.3433333333332	715.5866666666667	1808.715	11363.423333333334	183643.23666666666	1808.715	184.34834289231432	1808.715	2549.858333333333	Growth with spermine treatment, no supplementation.
Inj00141-Positive-C7.d.DeMP	459.94079900641685	449.6050507141378	316.1016352722003	75.36483129786792	521.955288760091	1819.9530117987993	459.94079900641685	5884.055371558683	459.94079900641685	222.21858828399914	791.9767128958807	2080.5	2080.5	2232.0909749534258	5360.377458083212	10993.360277375283	366.86970958566786	157.3301917027935	2080.5	1802.2961084661558	438.40799006416887	1013.3339888221899	2080.5	1136.0709997930035	750.2030635479197	623.1594907886565	2080.5	6951.221382736493	16802.912129993787	2045.616849513558	187.47897404523314	2067.580314634651	324.2841026702546	Growth with high glutamate supplementation, no spermine treatment.
Inj00142-Positive-B4.d.DeMP	984.537170263789	134.70863309352518	76.50119904076739	991.189448441247	317.9860635018889	4834.543165467626	984.537170263789	6534.200239808154	803.2625899280577	212.65536264749687	341.36519430334994	2080.5	2080.5	2905.382494004796	13154.880095923261	15888.966426858515	169.63309352517987	267.6961574824585	2080.5	924.6666666666667	217.7857941762988	3936.4856115107914	2080.5	61.53357314148681	1235.66067146283	1268.92206235012	2080.5	17073.071942446044	254394.75899280576	2080.5	250.43255860115377	2080.5	116.75380843953558	Growth with high glutamate supplementation and spermine treatment.
Inj00143-Positive-A3.d.DeMP	1591.3373635193304	636.1150674754051	603.5745277200626	337.2143999269163	154.30514013017253	2229.5518206563706	1591.3373635193304	13325.875877228165	1591.3373635193304	1121.0740793130904	1546.200485794178	1546.200485794178	1546.200485794178	3500.732260776363	12812.575104958409	22626.17207827122	123.86399003646503	94.47253477357502	1546.200485794178	3060.910126663831	276.0697405050026	1461.1752044979603	1546.200485794178	1749.841282972773	1110.5771310049151	2645.2309736601005	1546.200485794178	13730.008387092903	64163.64622855052	1546.200485794178	94.47253477357502	1546.200485794178	901.6878596722327	Growth with low glutamate supplementation, no spermine treatment.
Inj00144-Positive-E8.d.DeMP	1507.5821375556657	706.5202869866403	1415.073725878278	157.56927263730827	297.25337898002607	7528.761504205839	1507.5821375556657	17996.4440870856	1507.5821375556657	558.100197921821	1091.8025729836716	2054.5	2054.5	4760.625185551708	3912.800841167739	24889.845620979715	155.53612073231074	11.182335477486394	2054.5	819.360217714003	23.38124690747155	2394.036368134587	2020.952993567541	563.1830776843148	1497.416378030678	995.3652168778916	2054.5	3853.8394359228105	107659.459673429	2054.5	11.182335477486394	2054.5	1924.3782780801585	Growth with alanine supplementation, no spermine treatment.
Inj00145-Positive-A6.d.DeMP	183.80281690140845	100.0	261.2676056338028	605.6813640015482	228.87047179402026	3048.5915492957747	183.80281690140845	6392.957746478874	183.80281690140845	66.85964037434898	214.73748243260005	3271.8309859154933	3271.8309859154933	910.5633802816902	6527.4647887323945	8623.94366197183	16.19718309859155	14.788732394366198	3271.8309859154933	150.0	57.74647887323944	939.4366197183099	3258.450704225352	235.9154929577465	345.77464788732397	1065.4929577464789	3271.8309859154933	8758.450704225352	148561.97183098592	3213.380281690141	14.788732394366198	3264.084507042254	157.04225352112678	Growth with low glutamate supplementation and spermine treatment.
Inj00146-Positive-E11.d.DeMP	1142.9024390243903	936.6936585365854	268.4604878048781	28.207804878048783	187.7278048780488	4889.677073170732	1142.9024390243903	16768.08097560976	1142.9024390243903	461.0517073170732	1370.510243902439	640.0253658536586	640.0253658536586	3988.0000000000005	10107.148292682927	22315.291707317076	321.95804878048784	165.6481734144649	640.0253658536586	2191.4546341463415	45.71609756097561	3274.0507317073175	640.0253658536586	1025.2078048780488	1012.5629268292683	1061.1970731707318	640.0253658536586	11052.596097560976	112066.69073170732	640.0253658536586	163.3113365875206	640.0253658536586	288.88682926829273	Growth with low glutamate supplementation, no spermine treatment.
Inj00152-Positive-F12.d.DeMP	1045.5	340.27453416149064	163.64347826086956	701.3291925465838	124.6807453416149	2535.175155279503	1045.5	12188.84161490683	1045.5	167.79603836532223	100.00434782608696	1793.5844720496893	2063.7260869565216	1518.2478260869564	11830.384472049689	17316.337267080744	113.75958302586464	55.84658385093167	1972.8130434782609	1672.8	398.71863354037265	2855.9683229813663	1789.6881987577638	275.3366459627329	1677.9950310559004	1497.467701863354	2063.7260869565216	14677.26149068323	166413.72857142857	2063.7260869565216	55.84658385093167	2063.7260869565216	205.20372670807453	Growth with high glutamate supplementation and spermine treatment.
