ReplicateName	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Alpha-D-Glucose [[M+Na]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Biotin [[M+H]]	Choline [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]/Isomaltose [[M+Na]]	D-(+)-Turanose [[M+Na]]	D-Fructose [[M+Na]]/D-Galactose [[M+Na]]/Galactose [[M+Na]]	D-Glucose [[M+Na]]	D-Mannose [[M+Na]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	Inositol [[M+Na]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Threonine [[M+NH4]]	L-Tryptophan [[M-H2O+H]]	L-Valine [[M+H]]	Maltose [[M+Na]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N1-Acetylspermine [[M+Na]]	N2-Acetyl-L-ornithine [[M+H]]	Nicotinamide [[M+H]]	Palatinose [[M+Na]]	Pidolic Acid [[M+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	Xanthurenic acid [[M+H]]	d-Desthiobiotin [[M+H]]	gamma-Glutamylcysteine [[M+H]]	Experimental group
Inj00039-Positive-G6.d.DeMP	10699.254514446135	10853.432487991438	1203.8076804497728	207.31275538860052	727.336767854964	1508.679379550656	3887.5496945349755	7712.382925254912	58822.81668652182	9918.782964747874	54.00584384072787	2797.851135748676	10175.746253990048	33.97141789981269	1513.9057515352424	6000.746100302811	623.6803901606637	623.6803901606637	15.679115953759704	54.00584384072787	4.355309987155473	682.0415439885471	3212.476646525877	31091.68693630549	2598.377938336955	672.459862016805	54.00584384072787	46912.78599564646	2155.0073816445283	382.39621687225053	29.616107912657217	513.0555164869147	1094.924930770886	623.6803901606637	1570.5247813682636	12.194867964035325	923.3257172769603	1499.968759576345	623.6803901606637	3367.525682068612	623.6803901606637	599.290654232593	623.6803901606637	37.455665889537066	1707.2815149649455	1204.6787424472038	Growth with physiological level of arginine supplementation.
Inj00047-Positive-C11.d.DeMP	2759.5673076923076	943.298076923077	391.3846153846154	284.36538461538464	642.1153846153846	504.5192307692308	2054.769230769231	3699.8076923076924	8879.538461538463	2759.5673076923076	400.195310769959	131.48076923076923	2187.778846153846	139.125	12.230769230769232	29.048076923076923	26.754807692307693	131.0469841048556	119.50332890300511	389.31740935118813	82.68444731087727	1184.8557692307693	4705.788461538462	8445.346153846154	223.21153846153848	103.96153846153847	382.00405548892815	226223.3653846154	3085.2115384615386	24.461538461538463	27.51923076923077	1166.5096153846155	1593.0576923076924	134.90070865538263	795.0	238.5	5587.932692307692	1842.2596153846155	115.27131075895767	4993.211538461539	134.80952632305457	103.96153846153847	117.6099281152802	151.88725807128947	2374.298076923077	298.125	Growth with supraphysiological level of arginine and lithium chloride treatment.
Inj00049-Positive-E5.d.DeMP	2368.6606458017677	2386.499931000275	1807.7142334487132	17.83928519850704	63.42856959469169	291.94584394770953	664.0178379444286	3404.330258715093	13528.124608867836	2263.6070774105597	484.6339145594412	276.5089205768591	1875.1070886430732	86.22321179278401	98.1160685917887	247.7678499792644	42.76073902252654	90.72805775899076	36.66964179693113	493.55355715869473	132.79464652469284	1824.5624472473032	2712.5624215729868	23636.061816621906	855.2946181284208	55.49999839535523	502.47319975794824	71341.28365162948	1291.3660340919262	2.477678499792644	141.72321018813923	10126.767564352494	821.5981905312408	84.52910935599695	870.1606891271766	141.72321018813923	2129.8124384217567	966.2946149191313	100.94155710953527	2599.580281982442	126.86444765542184	55.49999839535523	89.79147280340601	39.64285599668231	1582.7410256675412	2270.5445772099793	Growth with alanine supplementation and lithium chloride treatment as a negative control.
Inj00050-Positive-G5.d.DeMP	7609.562624254473	10068.677932405566	599.0	194.10934393638172	1248.0159045725648	157.19284294234592	2602.0178926441354	12864.805168986084	58490.02783300199	6951.019880715706	102.41351888667992	3658.306163021869	7401.163021868788	1724.3578528827038	2810.417495029821	7844.161033797217	217.331013916501	223.88071570576543	34.53479125248509	102.41351888667992	43.24937649098956	3274.8508946322067	864.5606361829026	52110.61829025845	8.93141153081511	270.32405566600397	102.41351888667992	269783.407554672	3872.6600397614316	73.83300198807157	210.7813121272366	13.099403578528827	1986.3459244532803	210.7813121272366	1375.4373757455269	2.9771371769383697	6836.697813121273	1780.3280318091452	210.7813121272366	2659.178926441352	210.7813121272366	278.6600397614314	210.7813121272366	363.2107355864811	22.62624254473161	441.8071570576541	Growth with supraphysiological level of arginine supplementation.
Inj00052-Positive-D8.d.DeMP	1734.3995901639346	1396.8483606557377	599.0	63.82786885245902	1.2274590163934427	310.4000328863477	1280.2397540983607	4769.9057377049185	10719.399590163935	1638.657786885246	187.80122950819674	9.819672131147541	3524.034836065574	33.14139344262295	9.819672131147541	126.83754784034657	21.480532786885245	116.01303209634256	150.97745901639345	187.80122950819674	85.92213114754098	27.00409836065574	3228.217213114754	9897.002049180328	203.7581967213115	45.415983606557376	187.80122950819674	389329.1331967213	3184.0286885245905	29.459016393442624	110.47131147540983	43002.79918032787	1679.1639344262296	102.47489881355165	617.4118852459017	91.82538870220256	9558.223360655738	765.9344262295082	103.68862561967319	3984.331967213115	117.43930577235795	45.415983606557376	112.76054528361594	232.61720009032243	25.776639344262296	916.9118852459017	Growth with supraphysiological level of arginine and lithium chloride treatment.
Inj00060-Positive-H2.d.DeMP	12984.75	4896.0	934.875	30.375	3991.5	1156.5	2814.75	9493.875	31809.375	11727.0	148.80150891368928	3884.625	6941.25	367.875	1444.5	6031.125	681.75	681.75	73.00807654662768	155.83418452691137	33.66413135175806	2660.625	2725.875	32292.0	2165.625	190.125	152.61895022113976	27564.75	1998.0	432.0	81.0	2.25	1059.75	681.75	769.5	182.25	88.875	2391.75	681.75	3647.25	681.75	190.125	681.75	222.75	1555.875	542.25	Growth with physiological level of arginine supplementation.
Inj00062-Positive-A11.d.DeMP	3440.3198887343533	1008.6924299622492	393.17941585535465	138.08086628253525	1271.9822173653884	91.27379296642162	1082.4135704351281	2913.7403139280746	9348.542718060799	3130.2230280151	547.6427577985297	9.36141466322273	2872.7841247764754	104.72274950084531	9.36141466322273	11.116679912576991	45.64315714230693	101.68585305090451	255.0985495728194	547.6427577985297	72.55096363997616	961.8853566461355	262.11961057023643	11293.376614345321	208.29147625670575	47.97725014901649	547.6427577985297	11779.0	22.233359825153983	9.36141466322273	180.20723226703754	8053.156964037354	603.8112457778661	93.03979447243182	908.0572223326049	43.296542817405125	541.8365188142534	626.04460560302	135.45264850451736	283.1827935624876	157.40677587961042	77.23167097158752	123.37380815541675	88.43011762248405	2155.4657262070336	196.58970792767732	Growth with alanine supplementation and lithium chloride treatment as a negative control.
Inj00063-Positive-H4.d.DeMP	9955.24446494465	4150.6918819188195	426.4206642066421	26.65129151291513	2014.6402214022141	356.3376383763838	2183.4317343173434	9254.90774907749	30023.173431734318	9115.728782287824	166.81734317343174	2662.167896678967	2665.129151291513	1104.5479704797049	2440.0738007380073	5994.566420664207	1139.0959409594097	1139.0959409594097	55.276752767527675	166.81734317343174	37.2891585564623	1960.3505535055351	4458.662361623617	28789.317343173432	1324.6678966789668	1023.6070110701107	166.81734317343174	32544.18819188192	2338.4040590405907	22.702952029520297	273.42250922509226	47.38007380073801	1070.0	1139.0959409594097	1197.3339483394834	26.65129151291513	871.5959409594096	1766.8819188191883	1139.0959409594097	4741.955719557196	1139.0959409594097	998.929889298893	1139.0959409594097	522.1678966789668	2285.1014760147605	709.7140221402215	Growth with physiological level of arginine supplementation.
Inj00064-Positive-A6.d.DeMP	1912.1491735059533	921.2278349323778	304.9533001965091	159.90590683158018	359.43451624089704	145.04739336492892	546.2272569645128	1350.002080684314	6909.208761992833	1785.8518090394175	495.2837822217085	11.320772165067623	3082.787770199977	26.886833892035604	5.660386082533812	72.9698044160361	12.382094555542713	105.24877350265847	192.45312680614958	495.2837822217085	67.21708473008901	643.8689168882211	1555.8986244364814	6121.0	149.2926829268293	183.96254768234888	495.2837822217085	74675.35094208762	481.132817015374	30.424575193619237	167.68893769506417	10814.875158941164	1277.1246098716913	65.46342594523803	1029.4827187608369	11.320772165067623	1577.1250722459831	1100.2375447925097	97.42488272393109	1367.6907871922322	92.13558720251949	178.30216159981507	89.46924181956072	37.11593908848279	99.0567564443417	133.01907293954457	Growth with supraphysiological level of arginine and lithium chloride treatment.
Inj00073-Positive-D6.d.DeMP	5916.186195599151	7691.679956228823	627.9790307057443	343.049493071761	985.9129026091313	474.1737827789424	4433.418551991456	4268.2728249548445	50000.88117509789	5321.519822278475	337.37925351685584	3204.3941284657676	7794.453048161478	868.2554318448497	1237.529782858047	6530.698407361995	1928.5902286121109	1928.5902286121109	206.25496380967448	337.37925351685584	93.55895265593482	1530.2558998800248	2493.4878442695353	33783.99604806919	1422.521348336827	17.719498609078563	337.37925351685584	16974.5708875529	2766.3681228493456	70.87799443631425	43.94435655051484	2.83511977745257	1158.855209033738	1928.5902286121109	1493.3993427731414	27.64241783016256	149.55256826062308	2049.7915990982083	1928.5902286121109	2693.3637885799417	1891.0248915608643	36.14777716252027	1928.5902286121109	1.417559888726285	199.16716436604307	675.4672869780749	Growth with alanine supplementation as a negative control.
Inj00074-Positive-C12.d.DeMP	502.3866113129216	5144.674623767514	424.30306175402177	126.70160871821483	489.1271406331084	601.0960041515308	1764.9828749351323	2429.4296834457705	25499.435391800725	344.7462376751427	371.26517903476906	334.433316035288	5857.739491437467	10.312921639854697	11.786196159833938	13.996107939802801	358.00570835495586	358.00570835495586	181.2127659574468	371.26517903476906	63.350804359107414	2839.0	157.64037363777894	22236.132330046705	649.7140633108459	400.7306694343539	371.26517903476906	17923.85781006746	248.98339387649193	32.41203943954333	135.54125583809028	68941.88116242865	953.2086144265697	358.00570835495586	2560.551115723923	33.68231469086096	738.1105345096004	1558.7244421380383	358.00570835495586	260.7695900363259	358.00570835495586	377.15827711468603	358.00570835495586	1.4732745199792423	2346.926310326933	583.4167099117799	Growth with alanine supplementation and lithium chloride treatment as a negative control.
Inj00075-Positive-E10.d.DeMP	10180.03376016821	11102.181056502086	573.7586699708107	278.5140713580436	446.80349256732086	493.058479683321	5931.46398613049	9087.628745300972	69624.58124486274	8777.621916757565	18.698824578808583	3596.079211103503	13044.890515374093	777.47744301362	1121.9294747285148	9434.049074339951	1374.855680873452	1374.855680873452	18.698824578808583	18.698824578808583	11.809783944510684	2027.3462438076674	1406.3484380588138	40858.90000202084	2853.0469712613726	165.33697522314958	18.698824578808583	27827.78756791534	3312.6443964352466	489.1218850351508	86.60508225974502	1.9682973240851138	1518.5413855316654	1374.855680873452	2616.851292371159	37.39764915761717	312.9592745295331	1786.2298216072409	1374.855680873452	1782.2932269590706	1319.743355799069	165.33697522314958	1357.141004956686	508.80485827600194	1821.659173440773	358.23011298349076	Growth with alanine supplementation as a negative control.
Inj00076-Positive-A8.d.DeMP	10282.860606654433	8010.712338472323	1372.3219662567788	330.92067667331185	2192.2409131848794	710.4806129101551	4790.967067007842	5065.4314602591985	45337.869820656706	9241.459317070965	24.3196297817657	2465.8367482297435	5370.295390737761	239.72206499169044	2082.802579166934	5457.151211386924	1597.2785417381115	1597.2785417381115	49.08690658932272	24.3196297817657	30.4208706876721	2319.050411332658	2864.5049650094024	30451.650719596622	705.2692636712053	449.91315096266544	24.3196297817657	39043.42849821185	1487.8402077201658	748.6971739957869	63.40474907388914	30.399537227207123	1124.7828774066636	1597.2785417381115	885.9293706214647	2.1713955162290803	627.0990250869584	2043.7174598748102	1597.2785417381115	3140.7064746737415	1585.1187268472286	451.6502673756487	1597.2785417381115	27.793862607732226	1045.744080615925	1392.2988050060862	Baseline growth without any supplementation or treatment.
Inj00077-Positive-H3.d.DeMP	6543.424500225462	1805.0058740417855	585.3471576732301	395.0536900646325	1403.2752202014128	63.43115586953254	1451.1267939275515	3385.220634300316	12727.405783856906	6373.161923944085	482.63282786225454	143.55472117841575	6611.306965278822	172.48823087329023	8.90261836765369	10.571859311588756	55.641364797835564	55.641364797835564	163.4865077797166	480.90271866049073	71.83644117945411	994.8676025852999	549.7366842026154	9970.932571772133	1421.0804569367203	309.3659882759657	422.99890344591853	39024.62761460995	437.34112731098753	26.70785510296107	3.3384818878701337	1343.1825462197505	692.1785780850744	55.641364797835564	1359.8749556591013	2.782068239891778	951.4673380429881	1702.6257628137682	55.641364797835564	827.9435081917932	48.964401022095295	213.66284082368855	55.641364797835564	97.51052900850885	1959.6888681797686	316.042952051706	Growth with supraphysiological level of arginine and lithium chloride treatment.
Inj00086-Positive-D1.d.DeMP	2100.173112127908	764.633257455374	1363.4247527371256	52.428794568702706	478.4461457398309	541.554072938643	152.6331262482896	6077.440151866993	5339.224166262285	2100.173112127908	454.96412631701713	430.0144806802775	1188.777233279948	230.41731558636027	11.741009711406893	13.942449032295686	64.12940148250127	112.2089044622252	462.30225738664643	454.96412631701713	447.62599524738783	981.8419371164015	5036.893166193558	14558.852042144548	11.007196604443962	115.94247090014308	284.71948550161716	13841.182823534802	694.1871991869326	3.669065534814654	39.625907775998265	49175.75155001385	1137.4103157925429	110.26877276098054	289.12236414339475	16.14388835318448	27.884898064591372	1065.4966313101756	151.5411782587031	5101.468719606295	176.704830946061	115.94247090014308	136.777978873907	121.08840548856006	3576.6050833373247	403.597208829612	Growth with alanine supplementation and lithium chloride treatment as a negative control.
Inj00087-Positive-B4.d.DeMP	4742.685929013254	8653.430887976501	490.65845241103875	317.42386139065087	1479.2366873956476	760.2821853755486	3211.5825975995263	3804.9370051663636	43514.03966540857	6381.6718799845885	369.47068341895863	2912.8307280553845	7435.602086431978	677.3783708761275	1700.188590912669	4679.408623311196	2463.6655908588095	2463.6655908588095	138.25985130103368	358.03585242624933	72.78772442626843	3147.267959017107	396.2611602981328	38096.05003127991	1418.0340474543127	81.94929754856672	360.00136911121524	15306.883982615831	2521.7562321590594	288.3785407405259	33.194652171571335	2.0746657607232084	1096.4608545422154	2437.7322688497698	854.7622934179618	42.53064809482577	681.5277023975739	1432.5567077793753	2463.6655908588095	1567.4099822263838	2439.806934610493	114.10661683977645	2463.6655908588095	814.3063110838592	1592.3059713550622	561.1970882756278	Growth with alanine supplementation as a negative control.
Inj00088-Positive-H7.d.DeMP	1549.8280736827073	1012.2905897472511	301.02099100385544	23.221619306011707	840.2785948879051	263.5727623025146	84.28587748107954	6023.0	6338.642010566899	1487.9037555333427	1554.128373554191	136.74953591318007	1161.9410252748821	103.20719691560758	6.880479794373839	116.361584434915	34.30087969917168	94.4087631250872	510.87562473225756	1547.247893759817	282.9597315436241	1321.0521205197772	2202.6135941739253	10305.238612023417	850.5993145794658	96.32671712123376	1526.6064543766956	9208.662144795087	646.7651006711409	60.204198200771096	32.68227902327574	64893.24518063686	1170.4686067724806	90.25778353573133	442.0708267885192	75.48665444007526	181.47265457661	911.6635727545337	130.47441746010168	2072.744538055119	149.1115439207916	122.12851635013564	118.74195586744594	111.33692841032206	1356.314579465943	559.8990432671711	Growth with alanine supplementation and lithium chloride treatment as a negative control.
Inj00089-Positive-F6.d.DeMP	626.6129032258065	888.5483870967743	605.1612903225807	20.322580645161292	233.09412285645286	180.65812762851112	217.90322580645162	5804.354838709678	5091.935483870968	618.7096774193549	2322.4193548387098	9.03225806451613	1344.6774193548388	2.8225806451612905	9.03225806451613	144.6237782029067	39.516129032258064	39.516129032258064	1919.3548387096776	2322.4193548387098	1483.5483870967741	382.741935483871	4898.870967741936	9172.258064516129	631.1290322580645	135.48387096774195	1987.0967741935485	18791.612903225807	432.4193548387097	2.8225806451612905	190.80645161290323	212139.51612903227	633.3870967741935	39.516129032258064	746.2903225806452	84.67741935483872	210.0	331.93548387096774	39.516129032258064	4801.774193548387	39.516129032258064	143.38709677419357	39.516129032258064	105.0	405.3225806451613	326.2903225806452	Growth with lithium chloride treatment without arginine supplementation.
Inj00090-Positive-G7.d.DeMP	268.37062452261245	795.2814477611482	566.2325264652922	3.440649032341185	194.55162414077535	2.94912774200673	754.9767019537229	5398.869853033654	5347.75163883887	261.4893264579301	951.5852180875049	81.07780088802829	697.960232274926	26.54214967806057	7.86434064535128	150.90115193285547	17.203245161705926	102.34242658979267	488.57216259244825	951.5852180875049	224.1337083925115	33.42344774274294	1884.4926271423005	4874.908157537125	49.1521290334455	426.64048001030693	951.5852180875049	343291.24872313207	1549.2751071342022	51.11821419478332	28.50823483939839	52264.44184384327	1128.5328826079087	64.67681007184686	1151.1428619632936	37.444216617639306	6761.366869840763	636.0285496927847	83.25657087134772	2172.524103278291	83.10212427056636	356.84445678281435	81.14498126790575	224.33566385525626	1062.6690297030916	260.5062838772611	Growth with supraphysiological level of arginine and lithium chloride treatment.
