,Molecule List Name,Precursor Name,Precursor Formula,Precursor Adduct,Precursor Charge,Product m/z,Product Charge,CCS
62,DarkChem-31661259,Glutamic acid,C5H9NO4,[M+H]+,1,148.0604,1,130.8
63,DarkChem-31661259,Glutamic acid,C5H9NO4,[M-H]-,-1,146.0459,-1,125.1
64,AllCCS-32859911,Glutamic acid,C5H9NO4,[M+H]+,1,148.0604,1,133.8
65,AllCCS-32859911,Glutamic acid,C5H9NO4,[M-H]-,-1,146.0459,-1,126.6
66,DeepCCS-30932474,Glutamic acid,C5H9NO4,[M+H]+,1,148.0604,1,127.8
67,DeepCCS-30932474,Glutamic acid,C5H9NO4,[M-H]-,-1,146.0459,-1,123.9
68,DeepCCS-30932474,Glutamic acid,C5H9NO4,[M-2H]-,-2,73.0229,-2,161.4
69,DeepCCS-30932474,Glutamic acid,C5H9NO4,[M+Na]+,1,170.0424,1,136.8
71,AllCCS-32859911,Glutamic acid,C5H9NO4,[M+H-H2O]+,1,130.0499,1,129.8
72,AllCCS-32859911,Glutamic acid,C5H9NO4,[M+NH4]+,1,165.087,1,137.6
73,AllCCS-32859911,Glutamic acid,C5H9NO4,[M+Na]+,1,170.0424,1,138.6
75,AllCCS-32859911,Glutamic acid,C5H9NO4,[M+Na-2H]-,-1,168.0278,-1,128.8
76,AllCCS-32859911,Glutamic acid,C5H9NO4,[M+HCOO]-,-1,192.0514,-1,131.2
77,DarkChem-31661259,Glutamine,C5H10N2O3,[M+H]+,1,147.0764,1,130.6
78,DarkChem-31661259,Glutamine,C5H10N2O3,[M-H]-,-1,145.0619,-1,125.0
79,AllCCS-32859911,Glutamine,C5H10N2O3,[M+H]+,1,147.0764,1,134.2
80,AllCCS-32859911,Glutamine,C5H10N2O3,[M-H]-,-1,145.0619,-1,127.5
81,DeepCCS-30932474,Glutamine,C5H10N2O3,[M+H]+,1,147.0764,1,128.9
82,DeepCCS-30932474,Glutamine,C5H10N2O3,[M-H]-,-1,145.0619,-1,125.1
83,DeepCCS-30932474,Glutamine,C5H10N2O3,[M-2H]-,-2,72.5309,-2,162.6
84,DeepCCS-30932474,Glutamine,C5H10N2O3,[M+Na]+,1,169.0584,1,138.0
86,AllCCS-32859911,Glutamine,C5H10N2O3,[M+H-H2O]+,1,129.0659,1,130.2
87,AllCCS-32859911,Glutamine,C5H10N2O3,[M+NH4]+,1,164.103,1,137.9
88,AllCCS-32859911,Glutamine,C5H10N2O3,[M+Na]+,1,169.0584,1,139.0
90,AllCCS-32859911,Glutamine,C5H10N2O3,[M+Na-2H]-,-1,167.0438,-1,129.8
91,AllCCS-32859911,Glutamine,C5H10N2O3,[M+HCOO]-,-1,191.0673,-1,132.2
92,DarkChem-31661259,Glycine,C2H5NO2,[M+H]+,1,76.0393,1,112.3
94,DarkChem-31661259,Glycine,C2H5NO2,[M-H]-,-1,74.0248,-1,105.2
96,AllCCS-32859911,Glycine,C2H5NO2,[M+H]+,1,76.0393,1,122.9
97,AllCCS-32859911,Glycine,C2H5NO2,[M-H]-,-1,74.0248,-1,126.8
98,DeepCCS-30932474,Glycine,C2H5NO2,[M+H]+,1,76.0393,1,128.1
99,DeepCCS-30932474,Glycine,C2H5NO2,[M-H]-,-1,74.0248,-1,125.4
100,DeepCCS-30932474,Glycine,C2H5NO2,[M-2H]-,-2,37.0124,-2,161.9
101,DeepCCS-30932474,Glycine,C2H5NO2,[M+Na]+,1,98.0212,1,136.3
103,AllCCS-32859911,Glycine,C2H5NO2,[M+H-H2O]+,1,58.0287,1,118.5
104,AllCCS-32859911,Glycine,C2H5NO2,[M+NH4]+,1,93.0659,1,127.1
105,AllCCS-32859911,Glycine,C2H5NO2,[M+Na]+,1,98.0212,1,128.3
107,AllCCS-32859911,Glycine,C2H5NO2,[M+Na-2H]-,-1,96.0067,-1,132.4
108,AllCCS-32859911,Glycine,C2H5NO2,[M+HCOO]-,-1,120.0302,-1,138.6
109,DarkChem-31661259,Histidine,C6H9N3O2,[M+H]+,1,156.0768,1,133.8
110,DarkChem-31661259,Histidine,C6H9N3O2,[M-H]-,-1,154.0622,-1,131.5
111,AllCCS-32859911,Histidine,C6H9N3O2,[M+H]+,1,156.0768,1,134.4
112,AllCCS-32859911,Histidine,C6H9N3O2,[M-H]-,-1,154.0622,-1,129.3
113,DeepCCS-30932474,Histidine,C6H9N3O2,[M+H]+,1,156.0768,1,129.1
114,DeepCCS-30932474,Histidine,C6H9N3O2,[M+H]+,1,156.0768,1,125.2
115,DeepCCS-30932474,Histidine,C6H9N3O2,[M-H]-,-1,154.0622,-1,125.2
116,DeepCCS-30932474,Histidine,C6H9N3O2,[M-H]-,-1,154.0622,-1,121.6
117,DeepCCS-30932474,Histidine,C6H9N3O2,[M-2H]-,-2,77.0311,-2,162.8
118,DeepCCS-30932474,Histidine,C6H9N3O2,[M+Na]+,1,178.0587,1,138.3
119,DeepCCS-30932474,Histidine,C6H9N3O2,[M-2H]-,-2,77.0311,-2,158.9
120,DeepCCS-30932474,Histidine,C6H9N3O2,[M+Na]+,1,178.0587,1,134.1
122,AllCCS-32859911,Histidine,C6H9N3O2,[M+H-H2O]+,1,138.0662,1,130.1
123,AllCCS-32859911,Histidine,C6H9N3O2,[M+NH4]+,1,173.1033,1,138.5
124,AllCCS-32859911,Histidine,C6H9N3O2,[M+Na]+,1,178.0587,1,139.6
126,AllCCS-32859911,Histidine,C6H9N3O2,[M+Na-2H]-,-1,176.0441,-1,130.7
127,AllCCS-32859911,Histidine,C6H9N3O2,[M+HCOO]-,-1,200.0677,-1,132.2
128,DarkChem-31661259,Isoleucine,C6H13NO2,[M+H]+,1,132.1019,1,130.7
129,DarkChem-31661259,Isoleucine,C6H13NO2,[M-H]-,-1,130.0874,-1,127.1
130,AllCCS-32859911,Isoleucine,C6H13NO2,[M+H]+,1,132.1019,1,132.3
131,AllCCS-32859911,Isoleucine,C6H13NO2,[M-H]-,-1,130.0874,-1,129.1
132,DeepCCS-30932474,Isoleucine,C6H13NO2,[M+H]+,1,132.1019,1,131.2
133,DeepCCS-30932474,Isoleucine,C6H13NO2,[M-H]-,-1,130.0874,-1,127.4
134,DeepCCS-30932474,Isoleucine,C6H13NO2,[M-2H]-,-2,65.0437,-2,164.8
135,DeepCCS-30932474,Isoleucine,C6H13NO2,[M+Na]+,1,154.0838,1,140.4
137,AllCCS-32859911,Isoleucine,C6H13NO2,[M+H-H2O]+,1,114.0913,1,128.2
138,AllCCS-32859911,Isoleucine,C6H13NO2,[M+NH4]+,1,149.1285,1,136.2
139,AllCCS-32859911,Isoleucine,C6H13NO2,[M+Na]+,1,154.0838,1,137.3
141,AllCCS-32859911,Isoleucine,C6H13NO2,[M+Na-2H]-,-1,152.0693,-1,131.9
142,AllCCS-32859911,Isoleucine,C6H13NO2,[M+HCOO]-,-1,176.0928,-1,135.0
143,DarkChem-31661259,Leucine,C6H13NO2,[M+H]+,1,132.1019,1,129.2
144,DarkChem-31661259,Leucine,C6H13NO2,[M-H]-,-1,130.0874,-1,124.6
145,AllCCS-32859911,Leucine,C6H13NO2,[M+H]+,1,132.1019,1,132.0
146,AllCCS-32859911,Leucine,C6H13NO2,[M-H]-,-1,130.0874,-1,130.0
147,DeepCCS-30932474,Leucine,C6H13NO2,[M+H]+,1,132.1019,1,129.8
148,DeepCCS-30932474,Leucine,C6H13NO2,[M-H]-,-1,130.0874,-1,126.2
149,DeepCCS-30932474,Leucine,C6H13NO2,[M-2H]-,-2,65.0437,-2,163.5
150,DeepCCS-30932474,Leucine,C6H13NO2,[M+Na]+,1,154.0838,1,138.7
152,AllCCS-32859911,Leucine,C6H13NO2,[M+H-H2O]+,1,114.0913,1,127.9
153,AllCCS-32859911,Leucine,C6H13NO2,[M+NH4]+,1,149.1285,1,135.8
154,AllCCS-32859911,Leucine,C6H13NO2,[M+Na]+,1,154.0838,1,136.9
156,AllCCS-32859911,Leucine,C6H13NO2,[M+Na-2H]-,-1,152.0693,-1,132.9
157,AllCCS-32859911,Leucine,C6H13NO2,[M+HCOO]-,-1,176.0928,-1,136.0
158,DarkChem-31661259,Lysine,C6H14N2O2,[M+H]+,1,147.1128,1,133.4
161,DarkChem-31661259,Lysine,C6H14N2O2,[M-H]-,-1,145.0983,-1,130.3
164,AllCCS-32859911,Lysine,C6H14N2O2,[M+H]+,1,147.1128,1,133.2
165,AllCCS-32859911,Lysine,C6H14N2O2,[M-H]-,-1,145.0983,-1,129.0
166,DeepCCS-30932474,Lysine,C6H14N2O2,[M+H]+,1,147.1128,1,131.4
167,DeepCCS-30932474,Lysine,C6H14N2O2,[M-H]-,-1,145.0983,-1,128.1
168,DeepCCS-30932474,Lysine,C6H14N2O2,[M-2H]-,-2,72.5491,-2,165.1
169,DeepCCS-30932474,Lysine,C6H14N2O2,[M+Na]+,1,169.0947,1,140.1
171,AllCCS-32859911,Lysine,C6H14N2O2,[M+H-H2O]+,1,129.1022,1,129.2
172,AllCCS-32859911,Lysine,C6H14N2O2,[M+NH4]+,1,164.1394,1,136.9
173,AllCCS-32859911,Lysine,C6H14N2O2,[M+Na]+,1,169.0947,1,138.0
175,AllCCS-32859911,Lysine,C6H14N2O2,[M+Na-2H]-,-1,167.0802,-1,131.1
176,AllCCS-32859911,Lysine,C6H14N2O2,[M+HCOO]-,-1,191.1037,-1,133.6
177,DarkChem-31661259,Methionine,C5H11NO2S,[M+H]+,1,150.0583,1,133.7
178,DarkChem-31661259,Methionine,C5H11NO2S,[M-H]-,-1,148.0438,-1,129.4
179,AllCCS-32859911,Methionine,C5H11NO2S,[M+H]+,1,150.0583,1,133.7
180,AllCCS-32859911,Methionine,C5H11NO2S,[M-H]-,-1,148.0438,-1,135.0
181,DeepCCS-30932474,Methionine,C5H11NO2S,[M+H]+,1,150.0583,1,128.7
182,DeepCCS-30932474,Methionine,C5H11NO2S,[M-H]-,-1,148.0438,-1,125.5
183,DeepCCS-30932474,Methionine,C5H11NO2S,[M-2H]-,-2,74.0219,-2,162.4
184,DeepCCS-30932474,Methionine,C5H11NO2S,[M+Na]+,1,172.0403,1,137.4
186,AllCCS-32859911,Methionine,C5H11NO2S,[M+H-H2O]+,1,132.0478,1,129.8
187,AllCCS-32859911,Methionine,C5H11NO2S,[M+NH4]+,1,167.0849,1,137.3
188,AllCCS-32859911,Methionine,C5H11NO2S,[M+Na]+,1,172.0403,1,138.4
190,AllCCS-32859911,Methionine,C5H11NO2S,[M+Na-2H]-,-1,170.0257,-1,137.8
191,AllCCS-32859911,Methionine,C5H11NO2S,[M+HCOO]-,-1,194.0493,-1,140.9
192,DarkChem-31661259,Phenylalanine,C9H11NO2,[M+H]+,1,166.0863,1,136.8
193,DarkChem-31661259,Phenylalanine,C9H11NO2,[M-H]-,-1,164.0717,-1,135.0
194,AllCCS-32859911,Phenylalanine,C9H11NO2,[M+H]+,1,166.0863,1,136.9
195,AllCCS-32859911,Phenylalanine,C9H11NO2,[M-H]-,-1,164.0717,-1,135.2
196,DeepCCS-30932474,Phenylalanine,C9H11NO2,[M+H]+,1,166.0863,1,133.9
197,DeepCCS-30932474,Phenylalanine,C9H11NO2,[M+H]+,1,166.0863,1,130.1
198,DeepCCS-30932474,Phenylalanine,C9H11NO2,[M-H]-,-1,164.0717,-1,130.5
199,DeepCCS-30932474,Phenylalanine,C9H11NO2,[M-H]-,-1,164.0717,-1,126.2
200,DeepCCS-30932474,Phenylalanine,C9H11NO2,[M-2H]-,-2,82.0359,-2,167.7
201,DeepCCS-30932474,Phenylalanine,C9H11NO2,[M+Na]+,1,188.0682,1,143.3
202,DeepCCS-30932474,Phenylalanine,C9H11NO2,[M-2H]-,-2,82.0359,-2,163.6
203,DeepCCS-30932474,Phenylalanine,C9H11NO2,[M+Na]+,1,188.0682,1,139.1
205,AllCCS-32859911,Phenylalanine,C9H11NO2,[M+H-H2O]+,1,148.0757,1,132.5
206,AllCCS-32859911,Phenylalanine,C9H11NO2,[M+NH4]+,1,183.1128,1,140.9
207,AllCCS-32859911,Phenylalanine,C9H11NO2,[M+Na]+,1,188.0682,1,142.0
209,AllCCS-32859911,Phenylalanine,C9H11NO2,[M+Na-2H]-,-1,186.0536,-1,136.3
210,AllCCS-32859911,Phenylalanine,C9H11NO2,[M+HCOO]-,-1,210.0772,-1,137.6
211,DarkChem-31661259,Proline,C5H9NO2,[M+H]+,1,116.0706,1,124.1
212,DarkChem-31661259,Proline,C5H9NO2,[M-H]-,-1,114.0561,-1,118.4
213,AllCCS-32859911,Proline,C5H9NO2,[M+H]+,1,116.0706,1,125.1
214,AllCCS-32859911,Proline,C5H9NO2,[M-H]-,-1,114.0561,-1,120.9
215,DeepCCS-30932474,Proline,C5H9NO2,[M+H]+,1,116.0706,1,119.3
216,DeepCCS-30932474,Proline,C5H9NO2,[M-H]-,-1,114.0561,-1,115.7
217,DeepCCS-30932474,Proline,C5H9NO2,[M-2H]-,-2,57.028,-2,153.2
218,DeepCCS-30932474,Proline,C5H9NO2,[M+Na]+,1,138.0525,1,128.3
220,AllCCS-32859911,Proline,C5H9NO2,[M+H-H2O]+,1,98.06,1,120.3
221,AllCCS-32859911,Proline,C5H9NO2,[M+NH4]+,1,133.0972,1,129.5
222,AllCCS-32859911,Proline,C5H9NO2,[M+Na]+,1,138.0525,1,130.8
224,AllCCS-32859911,Proline,C5H9NO2,[M+Na-2H]-,-1,136.038,-1,123.4
225,AllCCS-32859911,Proline,C5H9NO2,[M+HCOO]-,-1,160.0615,-1,126.2
226,DarkChem-31661259,Serine,C3H7NO3,[M+H]+,1,106.0499,1,120.6
227,DarkChem-31661259,Serine,C3H7NO3,[M-H]-,-1,104.0353,-1,115.5
228,AllCCS-32859911,Serine,C3H7NO3,[M+H]+,1,106.0499,1,127.6
229,AllCCS-32859911,Serine,C3H7NO3,[M-H]-,-1,104.0353,-1,120.3
230,DeepCCS-30932474,Serine,C3H7NO3,[M+H]+,1,106.0499,1,118.2
231,DeepCCS-30932474,Serine,C3H7NO3,[M-H]-,-1,104.0353,-1,115.4
232,DeepCCS-30932474,Serine,C3H7NO3,[M-2H]-,-2,52.0177,-2,151.8
233,DeepCCS-30932474,Serine,C3H7NO3,[M+Na]+,1,128.0318,1,126.6
235,AllCCS-32859911,Serine,C3H7NO3,[M+H-H2O]+,1,88.0393,1,123.3
236,AllCCS-32859911,Serine,C3H7NO3,[M+NH4]+,1,123.0764,1,131.6
237,AllCCS-32859911,Serine,C3H7NO3,[M+Na]+,1,128.0318,1,132.8
239,AllCCS-32859911,Serine,C3H7NO3,[M+Na-2H]-,-1,126.0173,-1,124.2
240,AllCCS-32859911,Serine,C3H7NO3,[M+HCOO]-,-1,150.0408,-1,128.4
241,DarkChem-31661259,L-Threonine,C4H9NO3,[M+H]+,1,120.0655,1,127.0
242,DarkChem-31661259,L-Threonine,C4H9NO3,[M-H]-,-1,118.051,-1,122.3
243,AllCCS-32859911,L-Threonine,C4H9NO3,[M+H]+,1,120.0655,1,130.4
244,AllCCS-32859911,L-Threonine,C4H9NO3,[M-H]-,-1,118.051,-1,121.9
245,DeepCCS-30932474,L-Threonine,C4H9NO3,[M+H]+,1,120.0655,1,126.3
246,DeepCCS-30932474,L-Threonine,C4H9NO3,[M-H]-,-1,118.051,-1,122.7
247,DeepCCS-30932474,L-Threonine,C4H9NO3,[M-2H]-,-2,59.0255,-2,159.9
248,DeepCCS-30932474,L-Threonine,C4H9NO3,[M+Na]+,1,142.0475,1,135.4
250,AllCCS-32859911,L-Threonine,C4H9NO3,[M+H-H2O]+,1,102.055,1,126.2
251,AllCCS-32859911,L-Threonine,C4H9NO3,[M+NH4]+,1,137.0921,1,134.3
252,AllCCS-32859911,L-Threonine,C4H9NO3,[M+Na]+,1,142.0475,1,135.4
254,AllCCS-32859911,L-Threonine,C4H9NO3,[M+Na-2H]-,-1,140.0329,-1,125.2
255,AllCCS-32859911,L-Threonine,C4H9NO3,[M+HCOO]-,-1,164.0564,-1,128.8
256,DarkChem-31661259,L-Tryptophan,C11H12N2O2,[M+H]+,1,205.0972,1,147.6
257,DarkChem-31661259,L-Tryptophan,C11H12N2O2,[M-H]-,-1,203.0826,-1,146.2
258,AllCCS-32859911,L-Tryptophan,C11H12N2O2,[M+H]+,1,205.0972,1,146.3
259,AllCCS-32859911,L-Tryptophan,C11H12N2O2,[M-H]-,-1,203.0826,-1,146.7
260,DeepCCS-30932474,L-Tryptophan,C11H12N2O2,[M+H]+,1,205.0972,1,143.1
261,DeepCCS-30932474,L-Tryptophan,C11H12N2O2,[M-H]-,-1,203.0826,-1,140.8
262,DeepCCS-30932474,L-Tryptophan,C11H12N2O2,[M-2H]-,-2,101.5413,-2,174.6
263,DeepCCS-30932474,L-Tryptophan,C11H12N2O2,[M+Na]+,1,227.0791,1,149.3
265,AllCCS-32859911,L-Tryptophan,C11H12N2O2,[M+H-H2O]+,1,187.0866,1,142.2
266,AllCCS-32859911,L-Tryptophan,C11H12N2O2,[M+NH4]+,1,222.1237,1,150.1
267,AllCCS-32859911,L-Tryptophan,C11H12N2O2,[M+Na]+,1,227.0791,1,151.2
269,AllCCS-32859911,L-Tryptophan,C11H12N2O2,[M+Na-2H]-,-1,225.0645,-1,146.8
270,AllCCS-32859911,L-Tryptophan,C11H12N2O2,[M+HCOO]-,-1,249.0881,-1,147.1
271,DarkChem-31661259,L-Tyrosine,C9H11NO3,[M+H]+,1,182.0812,1,141.8
272,DarkChem-31661259,L-Tyrosine,C9H11NO3,[M-H]-,-1,180.0666,-1,139.5
273,AllCCS-32859911,L-Tyrosine,C9H11NO3,[M+H]+,1,182.0812,1,140.5
274,AllCCS-32859911,L-Tyrosine,C9H11NO3,[M-H]-,-1,180.0666,-1,138.7
275,DeepCCS-30932474,L-Tyrosine,C9H11NO3,[M+H]+,1,182.0812,1,138.9
276,DeepCCS-30932474,L-Tyrosine,C9H11NO3,[M+H]+,1,182.0812,1,135.3
277,DeepCCS-30932474,L-Tyrosine,C9H11NO3,[M-H]-,-1,180.0666,-1,136.5
278,DeepCCS-30932474,L-Tyrosine,C9H11NO3,[M-H]-,-1,180.0666,-1,131.5
279,DeepCCS-30932474,L-Tyrosine,C9H11NO3,[M-2H]-,-2,90.0333,-2,171.9
280,DeepCCS-30932474,L-Tyrosine,C9H11NO3,[M+Na]+,1,204.0631,1,146.6
281,DeepCCS-30932474,L-Tyrosine,C9H11NO3,[M-2H]-,-2,90.0333,-2,168.8
282,DeepCCS-30932474,L-Tyrosine,C9H11NO3,[M+Na]+,1,204.0631,1,144.4
284,AllCCS-32859911,L-Tyrosine,C9H11NO3,[M+H-H2O]+,1,164.0706,1,136.3
285,AllCCS-32859911,L-Tyrosine,C9H11NO3,[M+NH4]+,1,199.1077,1,144.4
286,AllCCS-32859911,L-Tyrosine,C9H11NO3,[M+Na]+,1,204.0631,1,145.5
288,AllCCS-32859911,L-Tyrosine,C9H11NO3,[M+Na-2H]-,-1,202.0486,-1,139.6
289,AllCCS-32859911,L-Tyrosine,C9H11NO3,[M+HCOO]-,-1,226.0721,-1,140.6
290,DarkChem-31661259,L-Valine,C5H11NO2,[M+H]+,1,118.0863,1,126.6
291,DarkChem-31661259,L-Valine,C5H11NO2,[M-H]-,-1,116.0717,-1,120.1
292,AllCCS-32859911,L-Valine,C5H11NO2,[M+H]+,1,118.0863,1,129.5
293,AllCCS-32859911,L-Valine,C5H11NO2,[M-H]-,-1,116.0717,-1,126.3
294,DeepCCS-30932474,L-Valine,C5H11NO2,[M+H]+,1,118.0863,1,124.7
295,DeepCCS-30932474,L-Valine,C5H11NO2,[M-H]-,-1,116.0717,-1,121.5
296,DeepCCS-30932474,L-Valine,C5H11NO2,[M-2H]-,-2,58.0359,-2,158.3
297,DeepCCS-30932474,L-Valine,C5H11NO2,[M+Na]+,1,140.0682,1,133.3
299,AllCCS-32859911,L-Valine,C5H11NO2,[M+H-H2O]+,1,100.0757,1,125.3
300,AllCCS-32859911,L-Valine,C5H11NO2,[M+NH4]+,1,135.1128,1,133.4
301,AllCCS-32859911,L-Valine,C5H11NO2,[M+Na]+,1,140.0682,1,134.5
303,AllCCS-32859911,L-Valine,C5H11NO2,[M+Na-2H]-,-1,138.0536,-1,129.6
304,AllCCS-32859911,L-Valine,C5H11NO2,[M+HCOO]-,-1,162.0772,-1,133.3
305,DarkChem-31661259,Methylisocitric acid,C7H10O7,[M+H]+,1,207.0499,1,145.8
306,DarkChem-31661259,Methylisocitric acid,C7H10O7,[M-H]-,-1,205.0354,-1,139.7
307,DeepCCS-30932474,Methylisocitric acid,C7H10O7,[M+H]+,1,207.0499,1,133.2
308,DeepCCS-30932474,Methylisocitric acid,C7H10O7,[M-H]-,-1,205.0354,-1,130.2
309,DeepCCS-30932474,Methylisocitric acid,C7H10O7,[M-2H]-,-2,102.5177,-2,166.7
310,DeepCCS-30932474,Methylisocitric acid,C7H10O7,[M+Na]+,1,229.0319,1,142.2
311,AllCCS-32859911,Methylisocitric acid,C7H10O7,[M+H]+,1,207.0499,1,144.2
312,AllCCS-32859911,Methylisocitric acid,C7H10O7,[M+H-H2O]+,1,189.0394,1,140.6
313,AllCCS-32859911,Methylisocitric acid,C7H10O7,[M+NH4]+,1,224.0765,1,147.6
314,AllCCS-32859911,Methylisocitric acid,C7H10O7,[M+Na]+,1,229.0319,1,148.6
315,AllCCS-32859911,Methylisocitric acid,C7H10O7,[M-H]-,-1,205.0354,-1,137.9
316,AllCCS-32859911,Methylisocitric acid,C7H10O7,[M+Na-2H]-,-1,227.0173,-1,138.9
317,AllCCS-32859911,Methylisocitric acid,C7H10O7,[M+HCOO]-,-1,251.0409,-1,140.1
318,DarkChem-31661259,Glutathione,C10H17N3O6S,[M+H]+,1,308.0911,1,170.6
320,DarkChem-31661259,Glutathione,C10H17N3O6S,[M-H]-,-1,306.0765,-1,165.0
322,AllCCS-32859911,Glutathione,C10H17N3O6S,[M+H]+,1,308.0911,1,165.4
323,AllCCS-32859911,Glutathione,C10H17N3O6S,[M-H]-,-1,306.0765,-1,165.7
324,DeepCCS-30932474,Glutathione,C10H17N3O6S,[M+H]+,1,308.0911,1,168.3
325,DeepCCS-30932474,Glutathione,C10H17N3O6S,[M-H]-,-1,306.0765,-1,165.9
326,DeepCCS-30932474,Glutathione,C10H17N3O6S,[M-2H]-,-2,153.0383,-2,198.9
327,DeepCCS-30932474,Glutathione,C10H17N3O6S,[M+Na]+,1,330.073,1,174.4
