	AllCCS ID	Name	Structure	Formula	Type	Adduct	m/z	CCS	Confidence level	Update date
6911	AllCCS00002088	Deoxyuridine-5'-Triphosphate	C1=CN(C2(CC(C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)(O2)[H])(O)[H])[H])C(N=C1O)=O	C9H15N2O14P3	Predicted CCS	[M+NH4]+	486.0075	186.0	4	2023-04-30
6912	AllCCS00002088	Deoxyuridine-5'-Triphosphate	C1=CN(C2(CC(C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)(O2)[H])(O)[H])[H])C(N=C1O)=O	C9H15N2O14P3	Predicted CCS	[M-H2O+H]+	450.9703	184.6	4	2023-04-30
6913	AllCCS00002088	Deoxyuridine-5'-Triphosphate	C1=CN(C2(CC(C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)(O2)[H])(O)[H])[H])C(N=C1O)=O	C9H15N2O14P3	Predicted CCS	[M-H]-	466.9663	178.8	4	2023-04-30
6914	AllCCS00002088	Deoxyuridine-5'-Triphosphate	C1=CN(C2(CC(C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)(O2)[H])(O)[H])[H])C(N=C1O)=O	C9H15N2O14P3	Predicted CCS	[M+Na-2H]-	488.9483	182.8	4	2023-04-30
6915	AllCCS00002088	Deoxyuridine-5'-Triphosphate	C1=CN(C2(CC(C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)(O2)[H])(O)[H])[H])C(N=C1O)=O	C9H15N2O14P3	Predicted CCS	[M+HCOO]-	512.9718	191.8	4	2023-04-30
3484	AllCCS00002488	Dephospho Coenzyme A	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O)[C@H](C(=O)NCCC(=O)NCCS)O	C21H35N7O13P2S	Predicted CCS	[M+H]+	688.1562	240.6	4	2023-04-30
3485	AllCCS00002488	Dephospho Coenzyme A	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O)[C@H](C(=O)NCCC(=O)NCCS)O	C21H35N7O13P2S	Predicted CCS	[M+Na]+	710.1382	248.0	4	2023-04-30
3486	AllCCS00002488	Dephospho Coenzyme A	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O)[C@H](C(=O)NCCC(=O)NCCS)O	C21H35N7O13P2S	Predicted CCS	[M+NH4]+	705.1828	245.6	4	2023-04-30
3487	AllCCS00002488	Dephospho Coenzyme A	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O)[C@H](C(=O)NCCC(=O)NCCS)O	C21H35N7O13P2S	Predicted CCS	[M-H2O+H]+	670.1456	244.7	4	2023-04-30
3488	AllCCS00002488	Dephospho Coenzyme A	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O)[C@H](C(=O)NCCC(=O)NCCS)O	C21H35N7O13P2S	Predicted CCS	[M-H]-	686.1416	237.2	4	2023-04-30
3489	AllCCS00002488	Dephospho Coenzyme A	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O)[C@H](C(=O)NCCC(=O)NCCS)O	C21H35N7O13P2S	Predicted CCS	[M+Na-2H]-	708.1236	241.6	4	2023-04-30
3490	AllCCS00002488	Dephospho Coenzyme A	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O)[C@H](C(=O)NCCC(=O)NCCS)O	C21H35N7O13P2S	Predicted CCS	[M+HCOO]-	732.1471	252.5	4	2023-04-30
3952	AllCCS00000121	Dephosphocoenzyme A (Dephospho-CoA)	CC(C)(COP(O)(=O)OP(O)(=O)OCC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])C(C(=NCCC(=NCCS)O)O)(O)[H]	C21H35N7O13P2S	Experimental CCS	[M+H]+	688.1562	239.5	3	2019-08-12
3953	AllCCS00000121	Dephosphocoenzyme A (Dephospho-CoA)	CC(C)(COP(O)(=O)OP(O)(=O)OCC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])C(C(=NCCC(=NCCS)O)O)(O)[H]	C21H35N7O13P2S	Experimental CCS	[M-H]-	686.1416	232.5	3	2019-08-12
3954	AllCCS00000121	Dephosphocoenzyme A (Dephospho-CoA)	CC(C)(COP(O)(=O)OP(O)(=O)OCC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])C(C(=NCCC(=NCCS)O)O)(O)[H]	C21H35N7O13P2S	Predicted CCS	[M+H]+	688.1562	238.9	4	2023-04-30
3955	AllCCS00000121	Dephosphocoenzyme A (Dephospho-CoA)	CC(C)(COP(O)(=O)OP(O)(=O)OCC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])C(C(=NCCC(=NCCS)O)O)(O)[H]	C21H35N7O13P2S	Predicted CCS	[M+Na]+	710.1382	244.2	4	2023-04-30
3956	AllCCS00000121	Dephosphocoenzyme A (Dephospho-CoA)	CC(C)(COP(O)(=O)OP(O)(=O)OCC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])C(C(=NCCC(=NCCS)O)O)(O)[H]	C21H35N7O13P2S	Predicted CCS	[M+NH4]+	705.1828	241.6	4	2023-04-30
3957	AllCCS00000121	Dephosphocoenzyme A (Dephospho-CoA)	CC(C)(COP(O)(=O)OP(O)(=O)OCC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])C(C(=NCCC(=NCCS)O)O)(O)[H]	C21H35N7O13P2S	Predicted CCS	[M-H2O+H]+	670.1456	243.7	4	2023-04-30
3958	AllCCS00000121	Dephosphocoenzyme A (Dephospho-CoA)	CC(C)(COP(O)(=O)OP(O)(=O)OCC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])C(C(=NCCC(=NCCS)O)O)(O)[H]	C21H35N7O13P2S	Predicted CCS	[M-H]-	686.1416	233.1	4	2023-04-30
3959	AllCCS00000121	Dephosphocoenzyme A (Dephospho-CoA)	CC(C)(COP(O)(=O)OP(O)(=O)OCC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])C(C(=NCCC(=NCCS)O)O)(O)[H]	C21H35N7O13P2S	Predicted CCS	[M+Na-2H]-	708.1236	237.7	4	2023-04-30
3960	AllCCS00000121	Dephosphocoenzyme A (Dephospho-CoA)	CC(C)(COP(O)(=O)OP(O)(=O)OCC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])C(C(=NCCC(=NCCS)O)O)(O)[H]	C21H35N7O13P2S	Predicted CCS	[M+HCOO]-	732.1471	249.8	4	2023-04-30
7192	AllCCS00002079	Dexfosfoserine	C(C(C(=O)O)(N)[H])OP(O)(O)=O	C3H8NO6P	Experimental CCS	[M+Na]+	207.9982	140.9	1	2019-08-12
7193	AllCCS00002079	Dexfosfoserine	C(C(C(=O)O)(N)[H])OP(O)(O)=O	C3H8NO6P	Experimental CCS	[M-H]-	184.0016	128.1	1	2019-08-12
7194	AllCCS00002079	Dexfosfoserine	C(C(C(=O)O)(N)[H])OP(O)(O)=O	C3H8NO6P	Experimental CCS	[M+Na-2H]-	205.9836	135.4	1	2019-08-12
7195	AllCCS00002079	Dexfosfoserine	C(C(C(=O)O)(N)[H])OP(O)(O)=O	C3H8NO6P	Predicted CCS	[M+H]+	186.0162	140.1	4	2023-04-30
7196	AllCCS00002079	Dexfosfoserine	C(C(C(=O)O)(N)[H])OP(O)(O)=O	C3H8NO6P	Predicted CCS	[M+Na]+	207.9982	141.0	4	2023-04-30
7197	AllCCS00002079	Dexfosfoserine	C(C(C(=O)O)(N)[H])OP(O)(O)=O	C3H8NO6P	Predicted CCS	[M+NH4]+	203.0428	140.1	4	2023-04-30
7198	AllCCS00002079	Dexfosfoserine	C(C(C(=O)O)(N)[H])OP(O)(O)=O	C3H8NO6P	Predicted CCS	[M-H2O+H]+	168.0056	134.7	4	2023-04-30
7199	AllCCS00002079	Dexfosfoserine	C(C(C(=O)O)(N)[H])OP(O)(O)=O	C3H8NO6P	Predicted CCS	[M-H]-	184.0016	130.5	4	2023-04-30
7200	AllCCS00002079	Dexfosfoserine	C(C(C(=O)O)(N)[H])OP(O)(O)=O	C3H8NO6P	Predicted CCS	[M+Na-2H]-	205.9836	135.6	4	2023-04-30
7201	AllCCS00002079	Dexfosfoserine	C(C(C(=O)O)(N)[H])OP(O)(O)=O	C3H8NO6P	Predicted CCS	[M+HCOO]-	230.0071	142.3	4	2023-04-30
7036	AllCCS00004147	di-trans,poly-cis-Decaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)C	C50H84O7P2	Predicted CCS	[M+H]+	859.5765	290.0	4	2023-04-30
7037	AllCCS00004147	di-trans,poly-cis-Decaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)C	C50H84O7P2	Predicted CCS	[M+Na]+	881.5585	294.1	4	2023-04-30
7038	AllCCS00004147	di-trans,poly-cis-Decaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)C	C50H84O7P2	Predicted CCS	[M+NH4]+	876.6031	292.5	4	2023-04-30
7039	AllCCS00004147	di-trans,poly-cis-Decaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)C	C50H84O7P2	Predicted CCS	[M-H2O+H]+	841.5659	288.1	4	2023-04-30
7040	AllCCS00004147	di-trans,poly-cis-Decaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)C	C50H84O7P2	Predicted CCS	[M-H]-	857.5619	284.1	4	2023-04-30
7041	AllCCS00004147	di-trans,poly-cis-Decaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)C	C50H84O7P2	Predicted CCS	[M+Na-2H]-	879.5439	287.9	4	2023-04-30
7042	AllCCS00004147	di-trans,poly-cis-Decaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)C	C50H84O7P2	Predicted CCS	[M+HCOO]-	903.5674	297.1	4	2023-04-30
4944	AllCCS00004180	di-trans,poly-cis-Undecaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C	C55H92O7P2	Predicted CCS	[M+H]+	927.6391	304.6	4	2023-04-30
4945	AllCCS00004180	di-trans,poly-cis-Undecaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C	C55H92O7P2	Predicted CCS	[M+Na]+	949.6211	307.4	4	2023-04-30
4946	AllCCS00004180	di-trans,poly-cis-Undecaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C	C55H92O7P2	Predicted CCS	[M+NH4]+	944.6657	307.0	4	2023-04-30
4947	AllCCS00004180	di-trans,poly-cis-Undecaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C	C55H92O7P2	Predicted CCS	[M-H2O+H]+	909.6285	301.6	4	2023-04-30
4948	AllCCS00004180	di-trans,poly-cis-Undecaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C	C55H92O7P2	Predicted CCS	[M-H]-	925.6245	298.2	4	2023-04-30
4949	AllCCS00004180	di-trans,poly-cis-Undecaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C	C55H92O7P2	Predicted CCS	[M+Na-2H]-	947.6065	301.5	4	2023-04-30
4950	AllCCS00004180	di-trans,poly-cis-Undecaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C	C55H92O7P2	Predicted CCS	[M+HCOO]-	971.63	308.7	4	2023-04-30
3768	AllCCS00002422	Diacetyl	CC(=O)C(=O)C	C4H6O2	Predicted CCS	[M+H]+	87.0441	119.9	4	2023-04-30
3769	AllCCS00002422	Diacetyl	CC(=O)C(=O)C	C4H6O2	Predicted CCS	[M+Na]+	109.0261	127.4	4	2023-04-30
3770	AllCCS00002422	Diacetyl	CC(=O)C(=O)C	C4H6O2	Predicted CCS	[M+NH4]+	104.0707	125.1	4	2023-04-30
3771	AllCCS00002422	Diacetyl	CC(=O)C(=O)C	C4H6O2	Predicted CCS	[M-H2O+H]+	69.0335	121.6	4	2023-04-30
3772	AllCCS00002422	Diacetyl	CC(=O)C(=O)C	C4H6O2	Predicted CCS	[M-H]-	85.0295	115.5	4	2023-04-30
3773	AllCCS00002422	Diacetyl	CC(=O)C(=O)C	C4H6O2	Predicted CCS	[M+Na-2H]-	107.0115	122.0	4	2023-04-30
3774	AllCCS00002422	Diacetyl	CC(=O)C(=O)C	C4H6O2	Predicted CCS	[M+HCOO]-	131.035	128.7	4	2023-04-30
666	AllCCS00017150	Diadenosine triphosphate	NC1=C2N=CN([C@H]3O[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)N4C=NC5=C(N)N=CN=C45)[C@H](O)[C@@H]3O)C2=NC=N1	C20H27N10O16P3	Predicted CCS	[M+H]+	757.0892	240.1	4	2023-04-30
667	AllCCS00017150	Diadenosine triphosphate	NC1=C2N=CN([C@H]3O[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)N4C=NC5=C(N)N=CN=C45)[C@H](O)[C@@H]3O)C2=NC=N1	C20H27N10O16P3	Predicted CCS	[M+Na]+	779.0712	249.3	4	2023-04-30
668	AllCCS00017150	Diadenosine triphosphate	NC1=C2N=CN([C@H]3O[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)N4C=NC5=C(N)N=CN=C45)[C@H](O)[C@@H]3O)C2=NC=N1	C20H27N10O16P3	Predicted CCS	[M+NH4]+	774.1158	246.7	4	2023-04-30
669	AllCCS00017150	Diadenosine triphosphate	NC1=C2N=CN([C@H]3O[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)N4C=NC5=C(N)N=CN=C45)[C@H](O)[C@@H]3O)C2=NC=N1	C20H27N10O16P3	Predicted CCS	[M-H2O+H]+	739.0786	245.3	4	2023-04-30
670	AllCCS00017150	Diadenosine triphosphate	NC1=C2N=CN([C@H]3O[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)N4C=NC5=C(N)N=CN=C45)[C@H](O)[C@@H]3O)C2=NC=N1	C20H27N10O16P3	Predicted CCS	[M-H]-	755.0746	235.2	4	2023-04-30
671	AllCCS00017150	Diadenosine triphosphate	NC1=C2N=CN([C@H]3O[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)N4C=NC5=C(N)N=CN=C45)[C@H](O)[C@@H]3O)C2=NC=N1	C20H27N10O16P3	Predicted CCS	[M+Na-2H]-	777.0566	243.9	4	2023-04-30
672	AllCCS00017150	Diadenosine triphosphate	NC1=C2N=CN([C@H]3O[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)N4C=NC5=C(N)N=CN=C45)[C@H](O)[C@@H]3O)C2=NC=N1	C20H27N10O16P3	Predicted CCS	[M+HCOO]-	801.0801	257.5	4	2023-04-30
1209	AllCCS00033670	Diethyl L-malate	CCOC(=O)CC(O)C(=O)OCC	C8H14O5	Predicted CCS	[M+H]+	191.0914	141.3	4	2023-04-30
1210	AllCCS00033670	Diethyl L-malate	CCOC(=O)CC(O)C(=O)OCC	C8H14O5	Predicted CCS	[M+Na]+	213.0734	149.0	4	2023-04-30
1211	AllCCS00033670	Diethyl L-malate	CCOC(=O)CC(O)C(=O)OCC	C8H14O5	Predicted CCS	[M+NH4]+	208.118	146.6	4	2023-04-30
1212	AllCCS00033670	Diethyl L-malate	CCOC(=O)CC(O)C(=O)OCC	C8H14O5	Predicted CCS	[M-H2O+H]+	173.0808	136.0	4	2023-04-30
1213	AllCCS00033670	Diethyl L-malate	CCOC(=O)CC(O)C(=O)OCC	C8H14O5	Predicted CCS	[M-H]-	189.0768	142.3	4	2023-04-30
1214	AllCCS00033670	Diethyl L-malate	CCOC(=O)CC(O)C(=O)OCC	C8H14O5	Predicted CCS	[M+Na-2H]-	211.0588	144.2	4	2023-04-30
1215	AllCCS00033670	Diethyl L-malate	CCOC(=O)CC(O)C(=O)OCC	C8H14O5	Predicted CCS	[M+HCOO]-	235.0823	152.5	4	2023-04-30
1230	AllCCS00049433	Diethyl methylsuccinate	CCOC(=O)CC(C)C(=O)OCC	C9H16O4	Predicted CCS	[M+H]+	189.1122	140.0	4	2023-04-30
1231	AllCCS00049433	Diethyl methylsuccinate	CCOC(=O)CC(C)C(=O)OCC	C9H16O4	Predicted CCS	[M+Na]+	211.0942	148.9	4	2023-04-30
1232	AllCCS00049433	Diethyl methylsuccinate	CCOC(=O)CC(C)C(=O)OCC	C9H16O4	Predicted CCS	[M+NH4]+	206.1388	146.5	4	2023-04-30
1233	AllCCS00049433	Diethyl methylsuccinate	CCOC(=O)CC(C)C(=O)OCC	C9H16O4	Predicted CCS	[M-H2O+H]+	171.1016	136.4	4	2023-04-30
1234	AllCCS00049433	Diethyl methylsuccinate	CCOC(=O)CC(C)C(=O)OCC	C9H16O4	Predicted CCS	[M-H]-	187.0976	142.2	4	2023-04-30
1235	AllCCS00049433	Diethyl methylsuccinate	CCOC(=O)CC(C)C(=O)OCC	C9H16O4	Predicted CCS	[M+Na-2H]-	209.0796	145.4	4	2023-04-30
1236	AllCCS00049433	Diethyl methylsuccinate	CCOC(=O)CC(C)C(=O)OCC	C9H16O4	Predicted CCS	[M+HCOO]-	233.1031	153.9	4	2023-04-30
1153	AllCCS00027996	Diethyl succinate	CCOC(=O)CCC(=O)OCC	C8H14O4	Predicted CCS	[M+H]+	175.0965	138.6	4	2023-04-30
1154	AllCCS00027996	Diethyl succinate	CCOC(=O)CCC(=O)OCC	C8H14O4	Predicted CCS	[M+Na]+	197.0785	146.4	4	2023-04-30
1155	AllCCS00027996	Diethyl succinate	CCOC(=O)CCC(=O)OCC	C8H14O4	Predicted CCS	[M+NH4]+	192.1231	143.9	4	2023-04-30
1156	AllCCS00027996	Diethyl succinate	CCOC(=O)CCC(=O)OCC	C8H14O4	Predicted CCS	[M-H2O+H]+	157.0859	133.8	4	2023-04-30
1157	AllCCS00027996	Diethyl succinate	CCOC(=O)CCC(=O)OCC	C8H14O4	Predicted CCS	[M-H]-	173.0819	140.3	4	2023-04-30
1158	AllCCS00027996	Diethyl succinate	CCOC(=O)CCC(=O)OCC	C8H14O4	Predicted CCS	[M+Na-2H]-	195.0639	142.6	4	2023-04-30
1159	AllCCS00027996	Diethyl succinate	CCOC(=O)CCC(=O)OCC	C8H14O4	Predicted CCS	[M+HCOO]-	219.0874	149.5	4	2023-04-30
863	AllCCS00002614	Dihydro-4,4-dimethyl-2,3-furandione	CC1(COC(=O)C1=O)C	C6H8O3	Predicted CCS	[M+H]+	129.0546	127.3	4	2023-04-30
864	AllCCS00002614	Dihydro-4,4-dimethyl-2,3-furandione	CC1(COC(=O)C1=O)C	C6H8O3	Predicted CCS	[M+Na]+	151.0366	134.9	4	2023-04-30
865	AllCCS00002614	Dihydro-4,4-dimethyl-2,3-furandione	CC1(COC(=O)C1=O)C	C6H8O3	Predicted CCS	[M+NH4]+	146.0812	132.9	4	2023-04-30
866	AllCCS00002614	Dihydro-4,4-dimethyl-2,3-furandione	CC1(COC(=O)C1=O)C	C6H8O3	Predicted CCS	[M-H2O+H]+	111.044	121.0	4	2023-04-30
867	AllCCS00002614	Dihydro-4,4-dimethyl-2,3-furandione	CC1(COC(=O)C1=O)C	C6H8O3	Predicted CCS	[M-H]-	127.04	126.1	4	2023-04-30
868	AllCCS00002614	Dihydro-4,4-dimethyl-2,3-furandione	CC1(COC(=O)C1=O)C	C6H8O3	Predicted CCS	[M+Na-2H]-	149.022	130.8	4	2023-04-30
869	AllCCS00002614	Dihydro-4,4-dimethyl-2,3-furandione	CC1(COC(=O)C1=O)C	C6H8O3	Predicted CCS	[M+HCOO]-	173.0455	140.6	4	2023-04-30
5056	AllCCS00026199	Dihydro-5-propyl-2(3H)-furanone	CCCC1CCC(=O)O1	C7H12O2	Predicted CCS	[M+H]+	129.091	129.9	4	2023-04-30
5057	AllCCS00026199	Dihydro-5-propyl-2(3H)-furanone	CCCC1CCC(=O)O1	C7H12O2	Predicted CCS	[M+Na]+	151.073	143.8	4	2023-04-30
5058	AllCCS00026199	Dihydro-5-propyl-2(3H)-furanone	CCCC1CCC(=O)O1	C7H12O2	Predicted CCS	[M+NH4]+	146.1176	141.0	4	2023-04-30
5059	AllCCS00026199	Dihydro-5-propyl-2(3H)-furanone	CCCC1CCC(=O)O1	C7H12O2	Predicted CCS	[M-H2O+H]+	111.0804	123.6	4	2023-04-30
5060	AllCCS00026199	Dihydro-5-propyl-2(3H)-furanone	CCCC1CCC(=O)O1	C7H12O2	Predicted CCS	[M-H]-	127.0764	132.3	4	2023-04-30
5061	AllCCS00026199	Dihydro-5-propyl-2(3H)-furanone	CCCC1CCC(=O)O1	C7H12O2	Predicted CCS	[M+Na-2H]-	149.0584	140.3	4	2023-04-30
5062	AllCCS00026199	Dihydro-5-propyl-2(3H)-furanone	CCCC1CCC(=O)O1	C7H12O2	Predicted CCS	[M+HCOO]-	173.0819	143.5	4	2023-04-30
1181	AllCCS00029159	Dihydroactinidiolide	CC12CCCC(C)(C)C1=CC(=O)O2	C11H16O2	Predicted CCS	[M+H]+	181.1223	139.3	4	2023-04-30
1182	AllCCS00029159	Dihydroactinidiolide	CC12CCCC(C)(C)C1=CC(=O)O2	C11H16O2	Predicted CCS	[M+Na]+	203.1043	154.0	4	2023-04-30
1183	AllCCS00029159	Dihydroactinidiolide	CC12CCCC(C)(C)C1=CC(=O)O2	C11H16O2	Predicted CCS	[M+NH4]+	198.1489	151.9	4	2023-04-30
1184	AllCCS00029159	Dihydroactinidiolide	CC12CCCC(C)(C)C1=CC(=O)O2	C11H16O2	Predicted CCS	[M-H2O+H]+	163.1117	133.2	4	2023-04-30
1185	AllCCS00029159	Dihydroactinidiolide	CC12CCCC(C)(C)C1=CC(=O)O2	C11H16O2	Predicted CCS	[M-H]-	179.1077	141.9	4	2023-04-30
1186	AllCCS00029159	Dihydroactinidiolide	CC12CCCC(C)(C)C1=CC(=O)O2	C11H16O2	Predicted CCS	[M+Na-2H]-	201.0897	152.1	4	2023-04-30
1187	AllCCS00029159	Dihydroactinidiolide	CC12CCCC(C)(C)C1=CC(=O)O2	C11H16O2	Predicted CCS	[M+HCOO]-	225.1132	155.2	4	2023-04-30
1674	AllCCS00000041	Dihydrofolic Acid	C=1C=C(C=CC1C(NC(CCC(=O)O)(C(=O)O)[H])=O)NCC=2CNC3=C(C(=NC(=N)N3)O)N2	C19H21N7O6	Experimental CCS	[M+H]+	444.1626	194.1	3	2019-08-12
1675	AllCCS00000041	Dihydrofolic Acid	C=1C=C(C=CC1C(NC(CCC(=O)O)(C(=O)O)[H])=O)NCC=2CNC3=C(C(=NC(=N)N3)O)N2	C19H21N7O6	Experimental CCS	[M-H]-	442.148	196.4	3	2019-08-12
1676	AllCCS00000041	Dihydrofolic Acid	C=1C=C(C=CC1C(NC(CCC(=O)O)(C(=O)O)[H])=O)NCC=2CNC3=C(C(=NC(=N)N3)O)N2	C19H21N7O6	Experimental CCS	[M+Na-2H]-	464.13	199.4	3	2019-08-12
1677	AllCCS00000041	Dihydrofolic Acid	C=1C=C(C=CC1C(NC(CCC(=O)O)(C(=O)O)[H])=O)NCC=2CNC3=C(C(=NC(=N)N3)O)N2	C19H21N7O6	Predicted CCS	[M+H]+	444.1626	195.7	4	2023-04-30
1678	AllCCS00000041	Dihydrofolic Acid	C=1C=C(C=CC1C(NC(CCC(=O)O)(C(=O)O)[H])=O)NCC=2CNC3=C(C(=NC(=N)N3)O)N2	C19H21N7O6	Predicted CCS	[M+Na]+	466.1446	203.8	4	2023-04-30
1679	AllCCS00000041	Dihydrofolic Acid	C=1C=C(C=CC1C(NC(CCC(=O)O)(C(=O)O)[H])=O)NCC=2CNC3=C(C(=NC(=N)N3)O)N2	C19H21N7O6	Predicted CCS	[M+NH4]+	461.1892	201.7	4	2023-04-30
