	AllCCS ID	Name	Structure	Formula	Type	Adduct	m/z	CCS	Confidence level	Update date
7440	AllCCS00284938	(3beta,22E)-ergosta-5,7,22-trien-3-yl D-glucopyranoside|3-beta-O-glucopyranosylergosta-5,7,22-triene|Egosteryl-beta-D-glucopyranosid|ergosterol-3-O-beta-D-glucopyranoside|ergosteryl-3-O-beta-D-glucopyranoside|ergosteryl-beta-D-glucopyranoside	CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(CCC4(C)C3CCC12C)OC5OC(CO)C(O)C(O)C5O	C34H54O6	Predicted CCS	[M+HCOO]-	603.3902	242.7	4	2023-04-30
6103	AllCCS00300685	(4S,5S)-5-butyl-4-methyl-4,5-dihydro-2(3H)-furanone|(4S,5S)-5-butyl-4-methyldihydrofuran-2(3H)-one|(4S,5S)-5-butyl-dihydro-4-methylfuran-2(3H)-one|(4S,5S)-5-n-butyl-4-methyl-4,5-dihydro-2(3H)-furanone|(4S,5S)-5-n-butyl-4-methyl-dihydrofuran-2-one|(4S,5S)-cis-whisky lactone|(?)-cis-whisky lactone	CCCCC1OC(=O)CC1C	C9H16O2	Predicted CCS	[M+H]+	157.1223	136.9	4	2023-04-30
6104	AllCCS00300685	(4S,5S)-5-butyl-4-methyl-4,5-dihydro-2(3H)-furanone|(4S,5S)-5-butyl-4-methyldihydrofuran-2(3H)-one|(4S,5S)-5-butyl-dihydro-4-methylfuran-2(3H)-one|(4S,5S)-5-n-butyl-4-methyl-4,5-dihydro-2(3H)-furanone|(4S,5S)-5-n-butyl-4-methyl-dihydrofuran-2-one|(4S,5S)-cis-whisky lactone|(?)-cis-whisky lactone	CCCCC1OC(=O)CC1C	C9H16O2	Predicted CCS	[M+Na]+	179.1043	149.5	4	2023-04-30
6105	AllCCS00300685	(4S,5S)-5-butyl-4-methyl-4,5-dihydro-2(3H)-furanone|(4S,5S)-5-butyl-4-methyldihydrofuran-2(3H)-one|(4S,5S)-5-butyl-dihydro-4-methylfuran-2(3H)-one|(4S,5S)-5-n-butyl-4-methyl-4,5-dihydro-2(3H)-furanone|(4S,5S)-5-n-butyl-4-methyl-dihydrofuran-2-one|(4S,5S)-cis-whisky lactone|(?)-cis-whisky lactone	CCCCC1OC(=O)CC1C	C9H16O2	Predicted CCS	[M+NH4]+	174.1489	147.5	4	2023-04-30
6106	AllCCS00300685	(4S,5S)-5-butyl-4-methyl-4,5-dihydro-2(3H)-furanone|(4S,5S)-5-butyl-4-methyldihydrofuran-2(3H)-one|(4S,5S)-5-butyl-dihydro-4-methylfuran-2(3H)-one|(4S,5S)-5-n-butyl-4-methyl-4,5-dihydro-2(3H)-furanone|(4S,5S)-5-n-butyl-4-methyl-dihydrofuran-2-one|(4S,5S)-cis-whisky lactone|(?)-cis-whisky lactone	CCCCC1OC(=O)CC1C	C9H16O2	Predicted CCS	[M-H2O+H]+	139.1117	131.4	4	2023-04-30
6107	AllCCS00300685	(4S,5S)-5-butyl-4-methyl-4,5-dihydro-2(3H)-furanone|(4S,5S)-5-butyl-4-methyldihydrofuran-2(3H)-one|(4S,5S)-5-butyl-dihydro-4-methylfuran-2(3H)-one|(4S,5S)-5-n-butyl-4-methyl-4,5-dihydro-2(3H)-furanone|(4S,5S)-5-n-butyl-4-methyl-dihydrofuran-2-one|(4S,5S)-cis-whisky lactone|(?)-cis-whisky lactone	CCCCC1OC(=O)CC1C	C9H16O2	Predicted CCS	[M-H]-	155.1077	139.9	4	2023-04-30
6108	AllCCS00300685	(4S,5S)-5-butyl-4-methyl-4,5-dihydro-2(3H)-furanone|(4S,5S)-5-butyl-4-methyldihydrofuran-2(3H)-one|(4S,5S)-5-butyl-dihydro-4-methylfuran-2(3H)-one|(4S,5S)-5-n-butyl-4-methyl-4,5-dihydro-2(3H)-furanone|(4S,5S)-5-n-butyl-4-methyl-dihydrofuran-2-one|(4S,5S)-cis-whisky lactone|(?)-cis-whisky lactone	CCCCC1OC(=O)CC1C	C9H16O2	Predicted CCS	[M+Na-2H]-	177.0897	146.0	4	2023-04-30
6109	AllCCS00300685	(4S,5S)-5-butyl-4-methyl-4,5-dihydro-2(3H)-furanone|(4S,5S)-5-butyl-4-methyldihydrofuran-2(3H)-one|(4S,5S)-5-butyl-dihydro-4-methylfuran-2(3H)-one|(4S,5S)-5-n-butyl-4-methyl-4,5-dihydro-2(3H)-furanone|(4S,5S)-5-n-butyl-4-methyl-dihydrofuran-2-one|(4S,5S)-cis-whisky lactone|(?)-cis-whisky lactone	CCCCC1OC(=O)CC1C	C9H16O2	Predicted CCS	[M+HCOO]-	201.1132	149.3	4	2023-04-30
652	AllCCS00009116	(E)-2-(Methoxycarbonylmethyl)butenedioate	COC(=O)C/C(=C\C(=O)O)/C(=O)O	C7H8O6	Predicted CCS	[M+H]+	189.0394	143.7	4	2023-04-30
653	AllCCS00009116	(E)-2-(Methoxycarbonylmethyl)butenedioate	COC(=O)C/C(=C\C(=O)O)/C(=O)O	C7H8O6	Predicted CCS	[M+Na]+	211.0214	147.0	4	2023-04-30
654	AllCCS00009116	(E)-2-(Methoxycarbonylmethyl)butenedioate	COC(=O)C/C(=C\C(=O)O)/C(=O)O	C7H8O6	Predicted CCS	[M+NH4]+	206.066	145.0	4	2023-04-30
655	AllCCS00009116	(E)-2-(Methoxycarbonylmethyl)butenedioate	COC(=O)C/C(=C\C(=O)O)/C(=O)O	C7H8O6	Predicted CCS	[M-H2O+H]+	171.0288	130.9	4	2023-04-30
656	AllCCS00009116	(E)-2-(Methoxycarbonylmethyl)butenedioate	COC(=O)C/C(=C\C(=O)O)/C(=O)O	C7H8O6	Predicted CCS	[M-H]-	187.0248	137.6	4	2023-04-30
657	AllCCS00009116	(E)-2-(Methoxycarbonylmethyl)butenedioate	COC(=O)C/C(=C\C(=O)O)/C(=O)O	C7H8O6	Predicted CCS	[M+Na-2H]-	209.0068	141.8	4	2023-04-30
658	AllCCS00009116	(E)-2-(Methoxycarbonylmethyl)butenedioate	COC(=O)C/C(=C\C(=O)O)/C(=O)O	C7H8O6	Predicted CCS	[M+HCOO]-	233.0303	146.3	4	2023-04-30
7381	AllCCS00009115	(E)-3-(Methoxycarbonyl)pent-2-enedioate	COC(=O)/C(=C/C(=O)O)/CC(=O)O	C7H8O6	Predicted CCS	[M+H]+	189.0394	143.6	4	2023-04-30
7382	AllCCS00009115	(E)-3-(Methoxycarbonyl)pent-2-enedioate	COC(=O)/C(=C/C(=O)O)/CC(=O)O	C7H8O6	Predicted CCS	[M+Na]+	211.0214	145.8	4	2023-04-30
7383	AllCCS00009115	(E)-3-(Methoxycarbonyl)pent-2-enedioate	COC(=O)/C(=C/C(=O)O)/CC(=O)O	C7H8O6	Predicted CCS	[M+NH4]+	206.066	143.5	4	2023-04-30
7384	AllCCS00009115	(E)-3-(Methoxycarbonyl)pent-2-enedioate	COC(=O)/C(=C/C(=O)O)/CC(=O)O	C7H8O6	Predicted CCS	[M-H2O+H]+	171.0288	132.0	4	2023-04-30
7385	AllCCS00009115	(E)-3-(Methoxycarbonyl)pent-2-enedioate	COC(=O)/C(=C/C(=O)O)/CC(=O)O	C7H8O6	Predicted CCS	[M-H]-	187.0248	134.8	4	2023-04-30
7386	AllCCS00009115	(E)-3-(Methoxycarbonyl)pent-2-enedioate	COC(=O)/C(=C/C(=O)O)/CC(=O)O	C7H8O6	Predicted CCS	[M+Na-2H]-	209.0068	139.9	4	2023-04-30
7387	AllCCS00009115	(E)-3-(Methoxycarbonyl)pent-2-enedioate	COC(=O)/C(=C/C(=O)O)/CC(=O)O	C7H8O6	Predicted CCS	[M+HCOO]-	233.0303	146.4	4	2023-04-30
5823	AllCCS00007618	(E)-beta-Ocimene	CC(=CC/C=C(\C)/C=C)C	C10H16	Predicted CCS	[M+H]+	137.1325	134.8	4	2023-04-30
5824	AllCCS00007618	(E)-beta-Ocimene	CC(=CC/C=C(\C)/C=C)C	C10H16	Predicted CCS	[M+Na]+	159.1145	141.2	4	2023-04-30
5825	AllCCS00007618	(E)-beta-Ocimene	CC(=CC/C=C(\C)/C=C)C	C10H16	Predicted CCS	[M+NH4]+	154.1591	140.2	4	2023-04-30
5826	AllCCS00007618	(E)-beta-Ocimene	CC(=CC/C=C(\C)/C=C)C	C10H16	Predicted CCS	[M-H2O+H]+	119.1219	130.1	4	2023-04-30
5827	AllCCS00007618	(E)-beta-Ocimene	CC(=CC/C=C(\C)/C=C)C	C10H16	Predicted CCS	[M-H]-	135.1179	134.3	4	2023-04-30
5828	AllCCS00007618	(E)-beta-Ocimene	CC(=CC/C=C(\C)/C=C)C	C10H16	Predicted CCS	[M+Na-2H]-	157.0999	138.2	4	2023-04-30
5829	AllCCS00007618	(E)-beta-Ocimene	CC(=CC/C=C(\C)/C=C)C	C10H16	Predicted CCS	[M+HCOO]-	181.1234	143.2	4	2023-04-30
3810	AllCCS00003477	(R,R)-Butane-2,3-diol	C[C@H]([C@@H](C)O)O	C4H10O2	Predicted CCS	[M+H]+	91.0754	120.8	4	2023-04-30
3811	AllCCS00003477	(R,R)-Butane-2,3-diol	C[C@H]([C@@H](C)O)O	C4H10O2	Predicted CCS	[M+Na]+	113.0574	126.8	4	2023-04-30
3812	AllCCS00003477	(R,R)-Butane-2,3-diol	C[C@H]([C@@H](C)O)O	C4H10O2	Predicted CCS	[M+NH4]+	108.102	126.0	4	2023-04-30
3813	AllCCS00003477	(R,R)-Butane-2,3-diol	C[C@H]([C@@H](C)O)O	C4H10O2	Predicted CCS	[M-H2O+H]+	73.0648	123.1	4	2023-04-30
3814	AllCCS00003477	(R,R)-Butane-2,3-diol	C[C@H]([C@@H](C)O)O	C4H10O2	Predicted CCS	[M-H]-	89.0608	116.7	4	2023-04-30
3815	AllCCS00003477	(R,R)-Butane-2,3-diol	C[C@H]([C@@H](C)O)O	C4H10O2	Predicted CCS	[M+Na-2H]-	111.0428	121.9	4	2023-04-30
3816	AllCCS00003477	(R,R)-Butane-2,3-diol	C[C@H]([C@@H](C)O)O	C4H10O2	Predicted CCS	[M+HCOO]-	135.0663	126.8	4	2023-04-30
2780	AllCCS00004038	(R)-2,3-Dihydroxy-3-methylbutanoate	CC(C)([C@H](C(=O)O)O)O	C5H10O4	Predicted CCS	[M+H]+	135.0652	127.1	4	2023-04-30
2781	AllCCS00004038	(R)-2,3-Dihydroxy-3-methylbutanoate	CC(C)([C@H](C(=O)O)O)O	C5H10O4	Predicted CCS	[M+Na]+	157.0472	134.9	4	2023-04-30
2782	AllCCS00004038	(R)-2,3-Dihydroxy-3-methylbutanoate	CC(C)([C@H](C(=O)O)O)O	C5H10O4	Predicted CCS	[M+NH4]+	152.0918	133.0	4	2023-04-30
2783	AllCCS00004038	(R)-2,3-Dihydroxy-3-methylbutanoate	CC(C)([C@H](C(=O)O)O)O	C5H10O4	Predicted CCS	[M-H2O+H]+	117.0546	126.1	4	2023-04-30
2784	AllCCS00004038	(R)-2,3-Dihydroxy-3-methylbutanoate	CC(C)([C@H](C(=O)O)O)O	C5H10O4	Predicted CCS	[M-H]-	133.0506	124.2	4	2023-04-30
2785	AllCCS00004038	(R)-2,3-Dihydroxy-3-methylbutanoate	CC(C)([C@H](C(=O)O)O)O	C5H10O4	Predicted CCS	[M+Na-2H]-	155.0326	129.9	4	2023-04-30
2786	AllCCS00004038	(R)-2,3-Dihydroxy-3-methylbutanoate	CC(C)([C@H](C(=O)O)O)O	C5H10O4	Predicted CCS	[M+HCOO]-	179.0561	134.7	4	2023-04-30
3238	AllCCS00051240	(R)-4'-phosphonatopantothenate(3-)	CC(C)(COP(O)(O)=O)C(O)C(O)=NCCC(O)=O	C9H18NO8P	Predicted CCS	[M+H]+	300.0843	160.5	4	2023-04-30
3239	AllCCS00051240	(R)-4'-phosphonatopantothenate(3-)	CC(C)(COP(O)(O)=O)C(O)C(O)=NCCC(O)=O	C9H18NO8P	Predicted CCS	[M+Na]+	322.0663	165.6	4	2023-04-30
3240	AllCCS00051240	(R)-4'-phosphonatopantothenate(3-)	CC(C)(COP(O)(O)=O)C(O)C(O)=NCCC(O)=O	C9H18NO8P	Predicted CCS	[M+NH4]+	317.1109	162.9	4	2023-04-30
3241	AllCCS00051240	(R)-4'-phosphonatopantothenate(3-)	CC(C)(COP(O)(O)=O)C(O)C(O)=NCCC(O)=O	C9H18NO8P	Predicted CCS	[M-H2O+H]+	282.0737	157.8	4	2023-04-30
3242	AllCCS00051240	(R)-4'-phosphonatopantothenate(3-)	CC(C)(COP(O)(O)=O)C(O)C(O)=NCCC(O)=O	C9H18NO8P	Predicted CCS	[M-H]-	298.0697	157.8	4	2023-04-30
3243	AllCCS00051240	(R)-4'-phosphonatopantothenate(3-)	CC(C)(COP(O)(O)=O)C(O)C(O)=NCCC(O)=O	C9H18NO8P	Predicted CCS	[M+Na-2H]-	320.0517	160.5	4	2023-04-30
3244	AllCCS00051240	(R)-4'-phosphonatopantothenate(3-)	CC(C)(COP(O)(O)=O)C(O)C(O)=NCCC(O)=O	C9H18NO8P	Predicted CCS	[M+HCOO]-	344.0752	170.8	4	2023-04-30
3838	AllCCS00004081	(R)-4'-Phosphopantothenoyl-L-cysteine	CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O	C12H23N2O9PS	Predicted CCS	[M+H]+	403.0935	189.0	4	2023-04-30
3839	AllCCS00004081	(R)-4'-Phosphopantothenoyl-L-cysteine	CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O	C12H23N2O9PS	Predicted CCS	[M+Na]+	425.0755	192.7	4	2023-04-30
3840	AllCCS00004081	(R)-4'-Phosphopantothenoyl-L-cysteine	CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O	C12H23N2O9PS	Predicted CCS	[M+NH4]+	420.1201	191.2	4	2023-04-30
3841	AllCCS00004081	(R)-4'-Phosphopantothenoyl-L-cysteine	CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O	C12H23N2O9PS	Predicted CCS	[M-H2O+H]+	385.0829	189.8	4	2023-04-30
3842	AllCCS00004081	(R)-4'-Phosphopantothenoyl-L-cysteine	CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O	C12H23N2O9PS	Predicted CCS	[M-H]-	401.0789	187.7	4	2023-04-30
3843	AllCCS00004081	(R)-4'-Phosphopantothenoyl-L-cysteine	CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O	C12H23N2O9PS	Predicted CCS	[M+Na-2H]-	423.0609	188.4	4	2023-04-30
3844	AllCCS00004081	(R)-4'-Phosphopantothenoyl-L-cysteine	CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)N[C@@H](CS)C(=O)O)O	C12H23N2O9PS	Predicted CCS	[M+HCOO]-	447.0844	196.0	4	2023-04-30
3789	AllCCS00002625	(R)-5-Diphosphomevalonate	C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	C6H14O10P2	Predicted CCS	[M+H]+	309.0135	158.8	4	2023-04-30
3790	AllCCS00002625	(R)-5-Diphosphomevalonate	C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	C6H14O10P2	Predicted CCS	[M+Na]+	330.9955	163.9	4	2023-04-30
3791	AllCCS00002625	(R)-5-Diphosphomevalonate	C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	C6H14O10P2	Predicted CCS	[M+NH4]+	326.0401	162.3	4	2023-04-30
3792	AllCCS00002625	(R)-5-Diphosphomevalonate	C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	C6H14O10P2	Predicted CCS	[M-H2O+H]+	291.0029	155.6	4	2023-04-30
3793	AllCCS00002625	(R)-5-Diphosphomevalonate	C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	C6H14O10P2	Predicted CCS	[M-H]-	306.9989	153.9	4	2023-04-30
3794	AllCCS00002625	(R)-5-Diphosphomevalonate	C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	C6H14O10P2	Predicted CCS	[M+Na-2H]-	328.9809	158.7	4	2023-04-30
3795	AllCCS00002625	(R)-5-Diphosphomevalonate	C[C@@](CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	C6H14O10P2	Predicted CCS	[M+HCOO]-	353.0044	167.9	4	2023-04-30
540	AllCCS00002516	(R)-Lactaldehyde	C[C@H](C=O)O	C3H6O2	Predicted CCS	[M+H]+	75.0441	118.8	4	2023-04-30
541	AllCCS00002516	(R)-Lactaldehyde	C[C@H](C=O)O	C3H6O2	Predicted CCS	[M+Na]+	97.0261	126.1	4	2023-04-30
542	AllCCS00002516	(R)-Lactaldehyde	C[C@H](C=O)O	C3H6O2	Predicted CCS	[M+NH4]+	92.0707	124.0	4	2023-04-30
543	AllCCS00002516	(R)-Lactaldehyde	C[C@H](C=O)O	C3H6O2	Predicted CCS	[M-H2O+H]+	57.0335	120.2	4	2023-04-30
544	AllCCS00002516	(R)-Lactaldehyde	C[C@H](C=O)O	C3H6O2	Predicted CCS	[M-H]-	73.0295	118.5	4	2023-04-30
545	AllCCS00002516	(R)-Lactaldehyde	C[C@H](C=O)O	C3H6O2	Predicted CCS	[M+Na-2H]-	95.0115	120.5	4	2023-04-30
546	AllCCS00002516	(R)-Lactaldehyde	C[C@H](C=O)O	C3H6O2	Predicted CCS	[M+HCOO]-	119.035	128.6	4	2023-04-30
3754	AllCCS00002340	(R)-Pantoate	CC(C)(CO)[C@H](C(=O)O)O	C6H12O4	Predicted CCS	[M+H]+	149.0809	129.4	4	2023-04-30
3755	AllCCS00002340	(R)-Pantoate	CC(C)(CO)[C@H](C(=O)O)O	C6H12O4	Predicted CCS	[M+Na]+	171.0629	139.9	4	2023-04-30
3756	AllCCS00002340	(R)-Pantoate	CC(C)(CO)[C@H](C(=O)O)O	C6H12O4	Predicted CCS	[M+NH4]+	166.1075	137.4	4	2023-04-30
3757	AllCCS00002340	(R)-Pantoate	CC(C)(CO)[C@H](C(=O)O)O	C6H12O4	Predicted CCS	[M-H2O+H]+	131.0703	128.3	4	2023-04-30
3758	AllCCS00002340	(R)-Pantoate	CC(C)(CO)[C@H](C(=O)O)O	C6H12O4	Predicted CCS	[M-H]-	147.0663	129.6	4	2023-04-30
3759	AllCCS00002340	(R)-Pantoate	CC(C)(CO)[C@H](C(=O)O)O	C6H12O4	Predicted CCS	[M+Na-2H]-	169.0483	135.4	4	2023-04-30
3760	AllCCS00002340	(R)-Pantoate	CC(C)(CO)[C@H](C(=O)O)O	C6H12O4	Predicted CCS	[M+HCOO]-	193.0718	141.8	4	2023-04-30
7269	AllCCS00002549	(R)-Pantolactone	CC1(COC(=O)[C@@H]1O)C	C6H10O3	Predicted CCS	[M+H]+	131.0703	126.9	4	2023-04-30
7270	AllCCS00002549	(R)-Pantolactone	CC1(COC(=O)[C@@H]1O)C	C6H10O3	Predicted CCS	[M+Na]+	153.0523	135.2	4	2023-04-30
7271	AllCCS00002549	(R)-Pantolactone	CC1(COC(=O)[C@@H]1O)C	C6H10O3	Predicted CCS	[M+NH4]+	148.0969	132.4	4	2023-04-30
7272	AllCCS00002549	(R)-Pantolactone	CC1(COC(=O)[C@@H]1O)C	C6H10O3	Predicted CCS	[M-H2O+H]+	113.0597	121.3	4	2023-04-30
7273	AllCCS00002549	(R)-Pantolactone	CC1(COC(=O)[C@@H]1O)C	C6H10O3	Predicted CCS	[M-H]-	129.0557	128.2	4	2023-04-30
7274	AllCCS00002549	(R)-Pantolactone	CC1(COC(=O)[C@@H]1O)C	C6H10O3	Predicted CCS	[M+Na-2H]-	151.0377	131.3	4	2023-04-30
7275	AllCCS00002549	(R)-Pantolactone	CC1(COC(=O)[C@@H]1O)C	C6H10O3	Predicted CCS	[M+HCOO]-	175.0612	141.7	4	2023-04-30
5774	AllCCS00168669	(S)-1-isopropyl-4,7-dimethyl-1,2-dihydro-naphthalene|(S)-1-Isopropyl-4,7-dimethyl-1,2-dihydro-naphthalin|alpha-Calacoren|alpha-calacorene|Calacoren|calacorene|??-Calacorene	CC(C)C1CC=C(C)c2ccc(C)cc12	C15H20	Predicted CCS	[M+H]+	201.1638	148.9	4	2023-04-30
5775	AllCCS00168669	(S)-1-isopropyl-4,7-dimethyl-1,2-dihydro-naphthalene|(S)-1-Isopropyl-4,7-dimethyl-1,2-dihydro-naphthalin|alpha-Calacoren|alpha-calacorene|Calacoren|calacorene|??-Calacorene	CC(C)C1CC=C(C)c2ccc(C)cc12	C15H20	Predicted CCS	[M+Na]+	223.1458	161.8	4	2023-04-30
5776	AllCCS00168669	(S)-1-isopropyl-4,7-dimethyl-1,2-dihydro-naphthalene|(S)-1-Isopropyl-4,7-dimethyl-1,2-dihydro-naphthalin|alpha-Calacoren|alpha-calacorene|Calacoren|calacorene|??-Calacorene	CC(C)C1CC=C(C)c2ccc(C)cc12	C15H20	Predicted CCS	[M+NH4]+	218.1904	159.7	4	2023-04-30
5777	AllCCS00168669	(S)-1-isopropyl-4,7-dimethyl-1,2-dihydro-naphthalene|(S)-1-Isopropyl-4,7-dimethyl-1,2-dihydro-naphthalin|alpha-Calacoren|alpha-calacorene|Calacoren|calacorene|??-Calacorene	CC(C)C1CC=C(C)c2ccc(C)cc12	C15H20	Predicted CCS	[M-H2O+H]+	183.1532	143.0	4	2023-04-30
5778	AllCCS00168669	(S)-1-isopropyl-4,7-dimethyl-1,2-dihydro-naphthalene|(S)-1-Isopropyl-4,7-dimethyl-1,2-dihydro-naphthalin|alpha-Calacoren|alpha-calacorene|Calacoren|calacorene|??-Calacorene	CC(C)C1CC=C(C)c2ccc(C)cc12	C15H20	Predicted CCS	[M-H]-	199.1492	150.7	4	2023-04-30
5779	AllCCS00168669	(S)-1-isopropyl-4,7-dimethyl-1,2-dihydro-naphthalene|(S)-1-Isopropyl-4,7-dimethyl-1,2-dihydro-naphthalin|alpha-Calacoren|alpha-calacorene|Calacoren|calacorene|??-Calacorene	CC(C)C1CC=C(C)c2ccc(C)cc12	C15H20	Predicted CCS	[M+Na-2H]-	221.1312	159.3	4	2023-04-30
5780	AllCCS00168669	(S)-1-isopropyl-4,7-dimethyl-1,2-dihydro-naphthalene|(S)-1-Isopropyl-4,7-dimethyl-1,2-dihydro-naphthalin|alpha-Calacoren|alpha-calacorene|Calacoren|calacorene|??-Calacorene	CC(C)C1CC=C(C)c2ccc(C)cc12	C15H20	Predicted CCS	[M+HCOO]-	245.1547	160.0	4	2023-04-30
7057	AllCCS00004802	(S)-2-Acetolactate	CC(=O)[C@@](C)(C(=O)O)O	C5H8O4	Predicted CCS	[M+H]+	133.0496	126.8	4	2023-04-30
7058	AllCCS00004802	(S)-2-Acetolactate	CC(=O)[C@@](C)(C(=O)O)O	C5H8O4	Predicted CCS	[M+Na]+	155.0316	133.0	4	2023-04-30
7059	AllCCS00004802	(S)-2-Acetolactate	CC(=O)[C@@](C)(C(=O)O)O	C5H8O4	Predicted CCS	[M+NH4]+	150.0762	130.6	4	2023-04-30
7060	AllCCS00004802	(S)-2-Acetolactate	CC(=O)[C@@](C)(C(=O)O)O	C5H8O4	Predicted CCS	[M-H2O+H]+	115.039	125.0	4	2023-04-30
7061	AllCCS00004802	(S)-2-Acetolactate	CC(=O)[C@@](C)(C(=O)O)O	C5H8O4	Predicted CCS	[M-H]-	131.035	120.0	4	2023-04-30
7062	AllCCS00004802	(S)-2-Acetolactate	CC(=O)[C@@](C)(C(=O)O)O	C5H8O4	Predicted CCS	[M+Na-2H]-	153.017	126.9	4	2023-04-30
7063	AllCCS00004802	(S)-2-Acetolactate	CC(=O)[C@@](C)(C(=O)O)O	C5H8O4	Predicted CCS	[M+HCOO]-	177.0405	131.9	4	2023-04-30
2379	AllCCS00026067	(S)-2-Methyl-1-butanol	CCC(C)CO	C5H12O	Predicted CCS	[M+H]+	89.0961	119.2	4	2023-04-30
2380	AllCCS00026067	(S)-2-Methyl-1-butanol	CCC(C)CO	C5H12O	Predicted CCS	[M+Na]+	111.0781	132.4	4	2023-04-30
2381	AllCCS00026067	(S)-2-Methyl-1-butanol	CCC(C)CO	C5H12O	Predicted CCS	[M+NH4]+	106.1227	128.4	4	2023-04-30
2382	AllCCS00026067	(S)-2-Methyl-1-butanol	CCC(C)CO	C5H12O	Predicted CCS	[M-H2O+H]+	71.0855	115.4	4	2023-04-30
2383	AllCCS00026067	(S)-2-Methyl-1-butanol	CCC(C)CO	C5H12O	Predicted CCS	[M-H]-	87.0815	118.9	4	2023-04-30
2384	AllCCS00026067	(S)-2-Methyl-1-butanol	CCC(C)CO	C5H12O	Predicted CCS	[M+Na-2H]-	109.0635	127.1	4	2023-04-30
2385	AllCCS00026067	(S)-2-Methyl-1-butanol	CCC(C)CO	C5H12O	Predicted CCS	[M+HCOO]-	133.087	132.1	4	2023-04-30
104	AllCCS00002569	(S)-2,3-Epoxysqualene	CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C	C30H50O	Predicted CCS	[M+H]+	427.3935	213.0	4	2023-04-30
105	AllCCS00002569	(S)-2,3-Epoxysqualene	CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C	C30H50O	Predicted CCS	[M+Na]+	449.3755	218.3	4	2023-04-30
106	AllCCS00002569	(S)-2,3-Epoxysqualene	CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C	C30H50O	Predicted CCS	[M+NH4]+	444.4201	216.8	4	2023-04-30
107	AllCCS00002569	(S)-2,3-Epoxysqualene	CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C	C30H50O	Predicted CCS	[M-H2O+H]+	409.3829	211.7	4	2023-04-30
108	AllCCS00002569	(S)-2,3-Epoxysqualene	CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C	C30H50O	Predicted CCS	[M-H]-	425.3789	209.2	4	2023-04-30
109	AllCCS00002569	(S)-2,3-Epoxysqualene	CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C	C30H50O	Predicted CCS	[M+Na-2H]-	447.3609	211.1	4	2023-04-30
110	AllCCS00002569	(S)-2,3-Epoxysqualene	CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C	C30H50O	Predicted CCS	[M+HCOO]-	471.3844	212.5	4	2023-04-30
5298	AllCCS00004421	(S)-3-Hydroxydodecanoyl-CoA	CCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C33H58N7O18P3S	Predicted CCS	[M+H]+	966.2845	291.6	4	2023-04-30
5299	AllCCS00004421	(S)-3-Hydroxydodecanoyl-CoA	CCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O	C33H58N7O18P3S	Predicted CCS	[M+Na]+	988.2665	299.3	4	2023-04-30
