,Molecule List Name,Precursor Name,Precursor Formula,Precursor Adduct,Precursor Charge,Product m/z,Product Charge,CCS
1336,DeepCCS-30932474.0,4-Amino-5-hydroxymethyl-2-methylpyrimidine,C6H9N3O,[M+H]+,1.0,140.0818,1.0,134.1
1339,DeepCCS-30932474.0,4-Amino-5-hydroxymethyl-2-methylpyrimidine,C6H9N3O,[M+Na]+,1.0,162.0638,1.0,143.1
1340,AllCCS-32859911.0,4-Amino-5-hydroxymethyl-2-methylpyrimidine,C6H9N3O,[M+H]+,1.0,140.0818,1.0,130.9
1341,AllCCS-32859911.0,4-Amino-5-hydroxymethyl-2-methylpyrimidine,C6H9N3O,[M+H-H2O]+,1.0,122.0713,1.0,126.3
1342,AllCCS-32859911.0,4-Amino-5-hydroxymethyl-2-methylpyrimidine,C6H9N3O,[M+NH4]+,1.0,157.1084,1.0,135.1
1343,AllCCS-32859911.0,4-Amino-5-hydroxymethyl-2-methylpyrimidine,C6H9N3O,[M+Na]+,1.0,162.0638,1.0,136.3
1352,DeepCCS-30932474.0,Sulfide,S,[M+Na]+,1.0,54.9613,1.0,118.3
1354,AllCCS-32859911.0,L-histidinol-phosphate,C6H12N3O4P,[M+H]+,1.0,222.0638,1.0,148.3
1355,AllCCS-32859911.0,L-histidinol-phosphate,C6H12N3O4P,[M+H-H2O]+,1.0,204.0533,1.0,144.5
1356,AllCCS-32859911.0,L-histidinol-phosphate,C6H12N3O4P,[M+Na]+,1.0,244.0458,1.0,152.9
1357,AllCCS-32859911.0,L-histidinol-phosphate,C6H12N3O4P,[M+NH4]+,1.0,239.0904,1.0,151.9
1361,DeepCCS-30932474.0,L-histidinol-phosphate,C6H12N3O4P,[M+H]+,1.0,222.0638,1.0,138.0
1364,DeepCCS-30932474.0,L-histidinol-phosphate,C6H12N3O4P,[M+Na]+,1.0,244.0458,1.0,144.8
1365,DeepCCS-30932474.0,Allophanic acid,C2H4N2O3,[M+H]+,1.0,105.0295,1.0,124.9
1368,DeepCCS-30932474.0,Allophanic acid,C2H4N2O3,[M+Na]+,1.0,127.0114,1.0,133.1
1369,AllCCS-32859911.0,Allophanic acid,C2H4N2O3,[M+H]+,1.0,105.0295,1.0,128.3
1370,AllCCS-32859911.0,Allophanic acid,C2H4N2O3,[M+H-H2O]+,1.0,87.0189,1.0,124.1
1371,AllCCS-32859911.0,Allophanic acid,C2H4N2O3,[M+NH4]+,1.0,122.056,1.0,132.2
1372,AllCCS-32859911.0,Allophanic acid,C2H4N2O3,[M+Na]+,1.0,127.0114,1.0,133.3
1376,DarkChem-31661259.0,O-Phosphoethanolamine,C2H8NO4P,[M+H]+,1.0,142.0264,1.0,128.6
1378,AllCCS-32859911.0,O-Phosphoethanolamine,C2H8NO4P,[M+H]+,1.0,142.0264,1.0,132.9
1380,DeepCCS-30932474.0,O-Phosphoethanolamine,C2H8NO4P,[M+H]+,1.0,142.0264,1.0,127.7
1383,DeepCCS-30932474.0,O-Phosphoethanolamine,C2H8NO4P,[M+Na]+,1.0,164.0083,1.0,135.8
1385,AllCCS-32859911.0,O-Phosphoethanolamine,C2H8NO4P,[M+H-H2O]+,1.0,124.0158,1.0,128.8
1386,AllCCS-32859911.0,O-Phosphoethanolamine,C2H8NO4P,[M+NH4]+,1.0,159.0529,1.0,136.7
1387,AllCCS-32859911.0,O-Phosphoethanolamine,C2H8NO4P,[M+Na]+,1.0,164.0083,1.0,137.7
1391,DarkChem-31661259.0,L-Tryptophan,C11H12N2O2,[M+H]+,1.0,205.0972,1.0,147.6
1393,AllCCS-32859911.0,L-Tryptophan,C11H12N2O2,[M+H]+,1.0,205.0972,1.0,146.3
1395,DeepCCS-30932474.0,L-Tryptophan,C11H12N2O2,[M+H]+,1.0,205.0972,1.0,143.1
1398,DeepCCS-30932474.0,L-Tryptophan,C11H12N2O2,[M+Na]+,1.0,227.0791,1.0,149.3
1400,AllCCS-32859911.0,L-Tryptophan,C11H12N2O2,[M+H-H2O]+,1.0,187.0866,1.0,142.2
1401,AllCCS-32859911.0,L-Tryptophan,C11H12N2O2,[M+NH4]+,1.0,222.1237,1.0,150.1
1402,AllCCS-32859911.0,L-Tryptophan,C11H12N2O2,[M+Na]+,1.0,227.0791,1.0,151.2
1406,DarkChem-31661259.0,Uridine,C9H12N2O6,[M+H]+,1.0,245.0768,1.0,154.7
1408,AllCCS-32859911.0,Uridine,C9H12N2O6,[M+H]+,1.0,245.0768,1.0,154.4
1410,DeepCCS-30932474.0,Uridine,C9H12N2O6,[M+H]+,1.0,245.0768,1.0,156.9
1411,DeepCCS-30932474.0,Uridine,C9H12N2O6,[M+H]+,1.0,245.0768,1.0,146.4
1415,DeepCCS-30932474.0,Uridine,C9H12N2O6,[M+Na]+,1.0,267.0588,1.0,162.8
1417,DeepCCS-30932474.0,Uridine,C9H12N2O6,[M+Na]+,1.0,267.0588,1.0,153.8
1419,AllCCS-32859911.0,Uridine,C9H12N2O6,[M+H-H2O]+,1.0,227.0662,1.0,150.7
1420,AllCCS-32859911.0,Uridine,C9H12N2O6,[M+NH4]+,1.0,262.1034,1.0,157.8
1421,AllCCS-32859911.0,Uridine,C9H12N2O6,[M+Na]+,1.0,267.0588,1.0,158.8
1425,DeepCCS-30932474.0,(4-Amino-2-methylpyrimidin-5-YL)methyl dihydrogen phosphate,C6H10N3O4P,[M+H]+,1.0,220.0482,1.0,145.2
1428,DeepCCS-30932474.0,(4-Amino-2-methylpyrimidin-5-YL)methyl dihydrogen phosphate,C6H10N3O4P,[M+Na]+,1.0,242.0301,1.0,152.7
1429,AllCCS-32859911.0,(4-Amino-2-methylpyrimidin-5-YL)methyl dihydrogen phosphate,C6H10N3O4P,[M+H]+,1.0,220.0482,1.0,147.6
1430,AllCCS-32859911.0,(4-Amino-2-methylpyrimidin-5-YL)methyl dihydrogen phosphate,C6H10N3O4P,[M+H-H2O]+,1.0,202.0376,1.0,143.8
1431,AllCCS-32859911.0,(4-Amino-2-methylpyrimidin-5-YL)methyl dihydrogen phosphate,C6H10N3O4P,[M+NH4]+,1.0,237.0747,1.0,151.2
1432,AllCCS-32859911.0,(4-Amino-2-methylpyrimidin-5-YL)methyl dihydrogen phosphate,C6H10N3O4P,[M+Na]+,1.0,242.0301,1.0,152.3
1436,DarkChem-31661259.0,5-Methylthioribulose 1-phosphate,C6H13O7PS,[M+H]+,1.0,261.0192,1.0,158.4
1438,AllCCS-32859911.0,5-Methylthioribulose 1-phosphate,C6H13O7PS,[M+H]+,1.0,261.0192,1.0,154.7
1440,DeepCCS-30932474.0,5-Methylthioribulose 1-phosphate,C6H13O7PS,[M+H]+,1.0,261.0192,1.0,146.2
1443,DeepCCS-30932474.0,5-Methylthioribulose 1-phosphate,C6H13O7PS,[M+Na]+,1.0,283.0012,1.0,152.3
1445,AllCCS-32859911.0,5-Methylthioribulose 1-phosphate,C6H13O7PS,[M+H-H2O]+,1.0,243.0087,1.0,151.5
1446,AllCCS-32859911.0,5-Methylthioribulose 1-phosphate,C6H13O7PS,[M+NH4]+,1.0,278.0458,1.0,157.7
1447,AllCCS-32859911.0,5-Methylthioribulose 1-phosphate,C6H13O7PS,[M+Na]+,1.0,283.0012,1.0,158.6
1451,AllCCS-32859911.0,S-Adenosylmethioninamine,C14H23N6O3S,[M+H]+,1.0,356.1625,1.0,181.0
1453,DeepCCS-30932474.0,S-Adenosylmethioninamine,C14H23N6O3S,[M+H]+,1.0,356.1625,1.0,171.2
1456,DeepCCS-30932474.0,S-Adenosylmethioninamine,C14H23N6O3S,[M+Na]+,1.0,378.1445,1.0,177.9
1458,AllCCS-32859911.0,S-Adenosylmethioninamine,C14H23N6O3S,[M+H-H2O]+,1.0,338.1519,1.0,178.4
1459,AllCCS-32859911.0,S-Adenosylmethioninamine,C14H23N6O3S,[M+NH4]+,1.0,373.1891,1.0,183.3
1460,AllCCS-32859911.0,S-Adenosylmethioninamine,C14H23N6O3S,[M+Na]+,1.0,378.1445,1.0,183.9
1464,DarkChem-31661259.0,Oleic acid,C18H34O2,[M+H]+,1.0,283.2632,1.0,176.6
1466,AllCCS-32859911.0,Oleic acid,C18H34O2,[M+H]+,1.0,283.2632,1.0,179.6
1468,DeepCCS-30932474.0,Oleic acid,C18H34O2,[M+H]+,1.0,283.2632,1.0,180.8
1471,DeepCCS-30932474.0,Oleic acid,C18H34O2,[M+Na]+,1.0,305.2451,1.0,189.8
1473,AllCCS-32859911.0,Oleic acid,C18H34O2,[M+H-H2O]+,1.0,265.2526,1.0,176.6
1474,AllCCS-32859911.0,Oleic acid,C18H34O2,[M+NH4]+,1.0,300.2897,1.0,182.3
1475,AllCCS-32859911.0,Oleic acid,C18H34O2,[M+Na]+,1.0,305.2451,1.0,183.1
1479,DarkChem-31661259.0,Putrescine,C4H12N2,[M+H]+,1.0,89.1073,1.0,117.2
1481,AllCCS-32859911.0,Putrescine,C4H12N2,[M+H]+,1.0,89.1073,1.0,122.6
1483,DeepCCS-30932474.0,Putrescine,C4H12N2,[M+H]+,1.0,89.1073,1.0,120.9
1486,DeepCCS-30932474.0,Putrescine,C4H12N2,[M+Na]+,1.0,111.0893,1.0,128.9
1489,AllCCS-32859911.0,Putrescine,C4H12N2,[M+NH4]+,1.0,106.1339,1.0,126.6
1490,AllCCS-32859911.0,Putrescine,C4H12N2,[M+Na]+,1.0,111.0893,1.0,127.8
1495,AllCCS-32859911.0,Diadenosine triphosphate,C20H27N10O16P3,[M+H]+,1.0,757.0892,1.0,240.0
1498,DeepCCS-30932474.0,Diadenosine triphosphate,C20H27N10O16P3,[M+Na]+,1.0,779.0712,1.0,237.4
1500,AllCCS-32859911.0,Diadenosine triphosphate,C20H27N10O16P3,[M+H-H2O]+,1.0,739.0786,1.0,239.7
1501,AllCCS-32859911.0,Diadenosine triphosphate,C20H27N10O16P3,[M+NH4]+,1.0,774.1158,1.0,240.2
1502,AllCCS-32859911.0,Diadenosine triphosphate,C20H27N10O16P3,[M+Na]+,1.0,779.0712,1.0,240.2
1508,DarkChem-31661259.0,Trehalose 6-phosphate,C12H23O14P,[M+H]+,1.0,423.0898,1.0,190.9
1510,AllCCS-32859911.0,Trehalose 6-phosphate,C12H23O14P,[M+H]+,1.0,423.0898,1.0,189.5
1512,DeepCCS-30932474.0,Trehalose 6-phosphate,C12H23O14P,[M+H]+,1.0,423.0898,1.0,175.8
1515,DeepCCS-30932474.0,Trehalose 6-phosphate,C12H23O14P,[M+Na]+,1.0,445.0718,1.0,181.6
1517,AllCCS-32859911.0,Trehalose 6-phosphate,C12H23O14P,[M+H-H2O]+,1.0,405.0793,1.0,187.3
1518,AllCCS-32859911.0,Trehalose 6-phosphate,C12H23O14P,[M+NH4]+,1.0,440.1164,1.0,191.6
1519,AllCCS-32859911.0,Trehalose 6-phosphate,C12H23O14P,[M+Na]+,1.0,445.0718,1.0,192.2
1525,DarkChem-31661259.0,6-Phosphonoglucono-D-lactone,C6H11O9P,[M+H]+,1.0,259.0213,1.0,154.4
1527,AllCCS-32859911.0,6-Phosphonoglucono-D-lactone,C6H11O9P,[M+H]+,1.0,259.0213,1.0,155.7
1529,DeepCCS-30932474.0,6-Phosphonoglucono-D-lactone,C6H11O9P,[M+H]+,1.0,259.0213,1.0,143.8
1532,DeepCCS-30932474.0,6-Phosphonoglucono-D-lactone,C6H11O9P,[M+Na]+,1.0,281.0033,1.0,150.6
1534,AllCCS-32859911.0,6-Phosphonoglucono-D-lactone,C6H11O9P,[M+H-H2O]+,1.0,241.0108,1.0,152.1
1535,AllCCS-32859911.0,6-Phosphonoglucono-D-lactone,C6H11O9P,[M+NH4]+,1.0,276.0479,1.0,159.1
1536,AllCCS-32859911.0,6-Phosphonoglucono-D-lactone,C6H11O9P,[M+Na]+,1.0,281.0033,1.0,160.1
1540,DarkChem-31661259.0,"ADP-ribose 1""-2"" cyclic phosphate",C15H22N5O16P3,[M+H]+,1.0,622.0347,1.0,230.8
1542,DeepCCS-30932474.0,"ADP-ribose 1""-2"" cyclic phosphate",C15H22N5O16P3,[M+H]+,1.0,622.0347,1.0,183.9
1545,DeepCCS-30932474.0,"ADP-ribose 1""-2"" cyclic phosphate",C15H22N5O16P3,[M+Na]+,1.0,644.0167,1.0,189.7
1546,AllCCS-32859911.0,"ADP-ribose 1""-2"" cyclic phosphate",C15H22N5O16P3,[M+H]+,1.0,622.0347,1.0,220.7
1547,AllCCS-32859911.0,"ADP-ribose 1""-2"" cyclic phosphate",C15H22N5O16P3,[M+H-H2O]+,1.0,604.0242,1.0,219.6
1548,AllCCS-32859911.0,"ADP-ribose 1""-2"" cyclic phosphate",C15H22N5O16P3,[M+NH4]+,1.0,639.0613,1.0,221.6
1549,AllCCS-32859911.0,"ADP-ribose 1""-2"" cyclic phosphate",C15H22N5O16P3,[M+Na]+,1.0,644.0167,1.0,221.9
1553,DarkChem-31661259.0,Oxoadipic acid,C6H8O5,[M+H]+,1.0,161.0444,1.0,137.1
1555,AllCCS-32859911.0,Oxoadipic acid,C6H8O5,[M+H]+,1.0,161.0444,1.0,135.4
1557,DeepCCS-30932474.0,Oxoadipic acid,C6H8O5,[M+H]+,1.0,161.0444,1.0,129.6
1560,DeepCCS-30932474.0,Oxoadipic acid,C6H8O5,[M+Na]+,1.0,183.0264,1.0,138.5
1561,AllCCS-32859911.0,Oxoadipic acid,C6H8O5,[M+H]+,1.0,161.0444,1.0,135.3
1562,AllCCS-32859911.0,Oxoadipic acid,C6H8O5,[M+H-H2O]+,1.0,143.0339,1.0,131.4
1563,AllCCS-32859911.0,Oxoadipic acid,C6H8O5,[M+NH4]+,1.0,178.071,1.0,139.0
1564,AllCCS-32859911.0,Oxoadipic acid,C6H8O5,[M+Na]+,1.0,183.0264,1.0,140.1
1570,AllCCS-32859911.0,Hydroxymethylbilane,C40H46N4O17,[M+H]+,1.0,855.2931,1.0,284.2
1572,DeepCCS-30932474.0,Hydroxymethylbilane,C40H46N4O17,[M+H]+,1.0,855.2931,1.0,271.2
1575,DeepCCS-30932474.0,Hydroxymethylbilane,C40H46N4O17,[M+Na]+,1.0,877.275,1.0,277.0
1577,AllCCS-32859911.0,Hydroxymethylbilane,C40H46N4O17,[M+H-H2O]+,1.0,837.2825,1.0,284.1
1578,AllCCS-32859911.0,Hydroxymethylbilane,C40H46N4O17,[M+NH4]+,1.0,872.3196,1.0,284.3
1579,AllCCS-32859911.0,Hydroxymethylbilane,C40H46N4O17,[M+Na]+,1.0,877.275,1.0,284.3
1583,DarkChem-31661259.0,D-Glucose,C6H12O6,[M+H]+,1.0,181.0707,1.0,140.5
1585,AllCCS-32859911.0,D-Glucose,C6H12O6,[M+H]+,1.0,181.0707,1.0,141.0
1587,DeepCCS-30932474.0,D-Glucose,C6H12O6,[M+H]+,1.0,181.0707,1.0,141.7
1590,DeepCCS-30932474.0,D-Glucose,C6H12O6,[M+Na]+,1.0,203.0526,1.0,148.2
1592,AllCCS-32859911.0,D-Glucose,C6H12O6,[M+H-H2O]+,1.0,163.0601,1.0,136.8
1593,AllCCS-32859911.0,D-Glucose,C6H12O6,[M+NH4]+,1.0,198.0972,1.0,145.0
1594,AllCCS-32859911.0,D-Glucose,C6H12O6,[M+Na]+,1.0,203.0526,1.0,146.2
1598,AllCCS-32859911.0,"2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one",C9H16N5O8P,[M+H]+,1.0,354.0809,1.0,176.8
1599,AllCCS-32859911.0,"2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one",C9H16N5O8P,[M+H-H2O]+,1.0,336.0704,1.0,173.8
1600,AllCCS-32859911.0,"2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one",C9H16N5O8P,[M+Na]+,1.0,376.0629,1.0,180.3
1601,AllCCS-32859911.0,"2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one",C9H16N5O8P,[M+NH4]+,1.0,371.1075,1.0,179.5
1605,DeepCCS-30932474.0,"2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one",C9H16N5O8P,[M+H]+,1.0,354.0809,1.0,167.6
1608,DeepCCS-30932474.0,"2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one",C9H16N5O8P,[M+Na]+,1.0,376.0629,1.0,174.2
1609,DarkChem-31661259.0,Chorismate,C10H10O6,[M+H]+,1.0,227.055,1.0,154.0
1611,DeepCCS-30932474.0,Chorismate,C10H10O6,[M+H]+,1.0,227.055,1.0,149.1
1614,DeepCCS-30932474.0,Chorismate,C10H10O6,[M+Na]+,1.0,249.037,1.0,155.0
1615,AllCCS-32859911.0,Chorismate,C10H10O6,[M+H]+,1.0,227.055,1.0,150.8
1616,AllCCS-32859911.0,Chorismate,C10H10O6,[M+H-H2O]+,1.0,209.0444,1.0,147.0
1617,AllCCS-32859911.0,Chorismate,C10H10O6,[M+NH4]+,1.0,244.0816,1.0,154.3
1618,AllCCS-32859911.0,Chorismate,C10H10O6,[M+Na]+,1.0,249.037,1.0,155.3
1622,AllCCS-32859911.0,"6-hydroxymethyl-7,8-dihydropterin",C7H9N5O2,[M+H]+,1.0,196.0829,1.0,142.6
1623,AllCCS-32859911.0,"6-hydroxymethyl-7,8-dihydropterin",C7H9N5O2,[M+H-H2O]+,1.0,178.0723,1.0,138.5
1624,AllCCS-32859911.0,"6-hydroxymethyl-7,8-dihydropterin",C7H9N5O2,[M+Na]+,1.0,218.0648,1.0,147.6
1625,AllCCS-32859911.0,"6-hydroxymethyl-7,8-dihydropterin",C7H9N5O2,[M+NH4]+,1.0,213.1094,1.0,146.5
1629,DeepCCS-30932474.0,"6-hydroxymethyl-7,8-dihydropterin",C7H9N5O2,[M+H]+,1.0,196.0829,1.0,141.9
1632,DeepCCS-30932474.0,"6-hydroxymethyl-7,8-dihydropterin",C7H9N5O2,[M+Na]+,1.0,218.0648,1.0,150.8
1633,DarkChem-31661259.0,5'-Deoxyadenosine,C10H13N5O3,[M+H]+,1.0,252.1091,1.0,158.7
1635,AllCCS-32859911.0,5'-Deoxyadenosine,C10H13N5O3,[M+H]+,1.0,252.1091,1.0,157.6
1638,DeepCCS-30932474.0,5'-Deoxyadenosine,C10H13N5O3,[M+Na]+,1.0,274.0911,1.0,160.0
1640,AllCCS-32859911.0,5'-Deoxyadenosine,C10H13N5O3,[M+H-H2O]+,1.0,234.0986,1.0,154.0
1641,AllCCS-32859911.0,5'-Deoxyadenosine,C10H13N5O3,[M+NH4]+,1.0,269.1357,1.0,161.0
1642,AllCCS-32859911.0,5'-Deoxyadenosine,C10H13N5O3,[M+Na]+,1.0,274.0911,1.0,162.0
1647,DarkChem-31661259.0,L-Valine,C5H11NO2,[M+H]+,1.0,118.0863,1.0,126.6
1649,AllCCS-32859911.0,L-Valine,C5H11NO2,[M+H]+,1.0,118.0863,1.0,129.5
1651,DeepCCS-30932474.0,L-Valine,C5H11NO2,[M+H]+,1.0,118.0863,1.0,124.7
1654,DeepCCS-30932474.0,L-Valine,C5H11NO2,[M+Na]+,1.0,140.0682,1.0,133.3
1656,AllCCS-32859911.0,L-Valine,C5H11NO2,[M+H-H2O]+,1.0,100.0757,1.0,125.3
1657,AllCCS-32859911.0,L-Valine,C5H11NO2,[M+NH4]+,1.0,135.1128,1.0,133.4
1658,AllCCS-32859911.0,L-Valine,C5H11NO2,[M+Na]+,1.0,140.0682,1.0,134.5
1662,DarkChem-31661259.0,Oxoglutaric acid,C5H6O5,[M+H]+,1.0,147.0288,1.0,131.9
1664,AllCCS-32859911.0,Oxoglutaric acid,C5H6O5,[M+H]+,1.0,147.0288,1.0,132.7
1666,DeepCCS-30932474.0,Oxoglutaric acid,C5H6O5,[M+H]+,1.0,147.0288,1.0,125.6
1669,DeepCCS-30932474.0,Oxoglutaric acid,C5H6O5,[M+Na]+,1.0,169.0107,1.0,134.3
1671,AllCCS-32859911.0,Oxoglutaric acid,C5H6O5,[M+H-H2O]+,1.0,129.0182,1.0,128.7
1672,AllCCS-32859911.0,Oxoglutaric acid,C5H6O5,[M+NH4]+,1.0,164.0553,1.0,136.5
1673,AllCCS-32859911.0,Oxoglutaric acid,C5H6O5,[M+Na]+,1.0,169.0107,1.0,137.6
1677,DarkChem-31661259.0,L-Alanine,C3H7NO2,[M+H]+,1.0,90.055,1.0,116.8
1679,AllCCS-32859911.0,L-Alanine,C3H7NO2,[M+H]+,1.0,90.055,1.0,125.6
1681,DeepCCS-30932474.0,L-Alanine,C3H7NO2,[M+H]+,1.0,90.055,1.0,121.4
1684,DeepCCS-30932474.0,L-Alanine,C3H7NO2,[M+Na]+,1.0,112.0369,1.0,129.6
1686,AllCCS-32859911.0,L-Alanine,C3H7NO2,[M+H-H2O]+,1.0,72.0444,1.0,121.2
1687,AllCCS-32859911.0,L-Alanine,C3H7NO2,[M+NH4]+,1.0,107.0815,1.0,129.7
1688,AllCCS-32859911.0,L-Alanine,C3H7NO2,[M+Na]+,1.0,112.0369,1.0,130.9
1692,DarkChem-31661259.0,Quinone,C6H4O2,[M+H]+,1.0,109.0284,1.0,123.2
1694,DeepCCS-30932474.0,Quinone,C6H4O2,[M+H]+,1.0,109.0284,1.0,122.4
1697,DeepCCS-30932474.0,Quinone,C6H4O2,[M+Na]+,1.0,131.0103,1.0,131.2
1698,AllCCS-32859911.0,Quinone,C6H4O2,[M+H]+,1.0,109.0284,1.0,122.5
1699,AllCCS-32859911.0,Quinone,C6H4O2,[M+H-H2O]+,1.0,91.0178,1.0,117.5
1700,AllCCS-32859911.0,Quinone,C6H4O2,[M+NH4]+,1.0,126.055,1.0,127.1
1701,AllCCS-32859911.0,Quinone,C6H4O2,[M+Na]+,1.0,131.0103,1.0,128.4
1705,DarkChem-31661259.0,Protoporphyrinogen IX,C34H40N4O4,[M+H]+,1.0,569.3122,1.0,231.9
1707,AllCCS-32859911.0,Protoporphyrinogen IX,C34H40N4O4,[M+H]+,1.0,569.3122,1.0,238.3
1709,DeepCCS-30932474.0,Protoporphyrinogen IX,C34H40N4O4,[M+H]+,1.0,569.3122,1.0,241.1
1712,DeepCCS-30932474.0,Protoporphyrinogen IX,C34H40N4O4,[M+Na]+,1.0,591.2942,1.0,247.0
1714,AllCCS-32859911.0,Protoporphyrinogen IX,C34H40N4O4,[M+H-H2O]+,1.0,551.3017,1.0,236.8
1715,AllCCS-32859911.0,Protoporphyrinogen IX,C34H40N4O4,[M+NH4]+,1.0,586.3388,1.0,239.6
1716,AllCCS-32859911.0,Protoporphyrinogen IX,C34H40N4O4,[M+Na]+,1.0,591.2942,1.0,240.0
1720,DarkChem-31661259.0,Nicotinic acid ribonucleoside,C11H14NO6,[M+H]+,1.0,257.0894,1.0,158.7
1722,DeepCCS-30932474.0,Nicotinic acid ribonucleoside,C11H14NO6,[M+H]+,1.0,257.0894,1.0,156.1
1725,DeepCCS-30932474.0,Nicotinic acid ribonucleoside,C11H14NO6,[M+Na]+,1.0,279.0713,1.0,162.5
1726,AllCCS-32859911.0,Nicotinic acid ribonucleoside,C11H14NO6,[M+H]+,1.0,257.0894,1.0,156.2
1727,AllCCS-32859911.0,Nicotinic acid ribonucleoside,C11H14NO6,[M+H-H2O]+,1.0,239.0788,1.0,152.6
1728,AllCCS-32859911.0,Nicotinic acid ribonucleoside,C11H14NO6,[M+NH4]+,1.0,274.1159,1.0,159.6
1729,AllCCS-32859911.0,Nicotinic acid ribonucleoside,C11H14NO6,[M+Na]+,1.0,279.0713,1.0,160.5
1734,DarkChem-31661259.0,cis-4-Carboxymethylenebut-2-en-4-olide,C6H4O4,[M+H]+,1.0,141.0182,1.0,132.1
1736,DeepCCS-30932474.0,cis-4-Carboxymethylenebut-2-en-4-olide,C6H4O4,[M+H]+,1.0,141.0182,1.0,126.3
1739,DeepCCS-30932474.0,cis-4-Carboxymethylenebut-2-en-4-olide,C6H4O4,[M+Na]+,1.0,163.0002,1.0,135.7
1740,AllCCS-32859911.0,cis-4-Carboxymethylenebut-2-en-4-olide,C6H4O4,[M+H]+,1.0,141.0182,1.0,128.8
1741,AllCCS-32859911.0,cis-4-Carboxymethylenebut-2-en-4-olide,C6H4O4,[M+H-H2O]+,1.0,123.0077,1.0,124.2
1742,AllCCS-32859911.0,cis-4-Carboxymethylenebut-2-en-4-olide,C6H4O4,[M+NH4]+,1.0,158.0448,1.0,133.2
1743,AllCCS-32859911.0,cis-4-Carboxymethylenebut-2-en-4-olide,C6H4O4,[M+Na]+,1.0,163.0002,1.0,134.4
1747,DarkChem-31661259.0,Glutathione,C10H17N3O6S,[M+H]+,1.0,308.0911,1.0,170.6
1749,AllCCS-32859911.0,Glutathione,C10H17N3O6S,[M+H]+,1.0,308.0911,1.0,165.4
1751,DeepCCS-30932474.0,Glutathione,C10H17N3O6S,[M+H]+,1.0,308.0911,1.0,168.3
1754,DeepCCS-30932474.0,Glutathione,C10H17N3O6S,[M+Na]+,1.0,330.073,1.0,174.4
1756,AllCCS-32859911.0,Glutathione,C10H17N3O6S,[M+H-H2O]+,1.0,290.0805,1.0,162.7
1757,AllCCS-32859911.0,Glutathione,C10H17N3O6S,[M+NH4]+,1.0,325.1176,1.0,168.0
1758,AllCCS-32859911.0,Glutathione,C10H17N3O6S,[M+Na]+,1.0,330.073,1.0,168.7
1763,DarkChem-31661259.0,5-Thymidylic acid,C10H15N2O8P,[M+H]+,1.0,323.0639,1.0,169.5
1765,AllCCS-32859911.0,5-Thymidylic acid,C10H15N2O8P,[M+H]+,1.0,323.0639,1.0,169.7
1767,DeepCCS-30932474.0,5-Thymidylic acid,C10H15N2O8P,[M+H]+,1.0,323.0639,1.0,172.5
1770,DeepCCS-30932474.0,5-Thymidylic acid,C10H15N2O8P,[M+Na]+,1.0,345.0458,1.0,180.1
1772,AllCCS-32859911.0,5-Thymidylic acid,C10H15N2O8P,[M+H-H2O]+,1.0,305.0533,1.0,166.6
1773,AllCCS-32859911.0,5-Thymidylic acid,C10H15N2O8P,[M+NH4]+,1.0,340.0904,1.0,172.5
1774,AllCCS-32859911.0,5-Thymidylic acid,C10H15N2O8P,[M+Na]+,1.0,345.0458,1.0,173.3
1782,DarkChem-31661259.0,Lactaldehyde,C3H6O2,[M+H]+,1.0,75.0441,1.0,113.6
1784,DeepCCS-30932474.0,Lactaldehyde,C3H6O2,[M+H]+,1.0,75.0441,1.0,118.0
1787,DeepCCS-30932474.0,Lactaldehyde,C3H6O2,[M+Na]+,1.0,97.026,1.0,126.3
1788,AllCCS-32859911.0,Lactaldehyde,C3H6O2,[M+H]+,1.0,75.0441,1.0,122.8
1789,AllCCS-32859911.0,Lactaldehyde,C3H6O2,[M+H-H2O]+,1.0,57.0335,1.0,118.3
1790,AllCCS-32859911.0,Lactaldehyde,C3H6O2,[M+NH4]+,1.0,92.0706,1.0,127.0
1791,AllCCS-32859911.0,Lactaldehyde,C3H6O2,[M+Na]+,1.0,97.026,1.0,128.2
1795,DeepCCS-30932474.0,3-Methyl-2-oxovaleric acid,C6H10O3,[M+H]+,1.0,131.0703,1.0,126.4
1798,DeepCCS-30932474.0,3-Methyl-2-oxovaleric acid,C6H10O3,[M+Na]+,1.0,153.0522,1.0,135.0
1799,AllCCS-32859911.0,3-Methyl-2-oxovaleric acid,C6H10O3,[M+H]+,1.0,131.0703,1.0,130.9
1800,AllCCS-32859911.0,3-Methyl-2-oxovaleric acid,C6H10O3,[M+H-H2O]+,1.0,113.0597,1.0,126.7
1801,AllCCS-32859911.0,3-Methyl-2-oxovaleric acid,C6H10O3,[M+NH4]+,1.0,148.0968,1.0,134.8
1802,AllCCS-32859911.0,3-Methyl-2-oxovaleric acid,C6H10O3,[M+Na]+,1.0,153.0522,1.0,135.9
1806,DarkChem-31661259.0,Indolepyruvate,C11H9NO3,[M+H]+,1.0,204.0655,1.0,146.3
