,Molecule List Name,Precursor Name,Precursor Formula,Precursor Adduct,Precursor Charge,Product m/z,Product Charge,CCS
864,AllCCS-32859911.0,5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylic acid,C9H14N3O9P,[M+H-H2O]+,1.0,322.0435,1.0,169.4
865,AllCCS-32859911.0,5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylic acid,C9H14N3O9P,[M+NH4]+,1.0,357.0806,1.0,175.1
866,AllCCS-32859911.0,5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylic acid,C9H14N3O9P,[M+Na]+,1.0,362.036,1.0,175.9
870,DarkChem-31661259.0,Fructose 6-phosphate,C6H13O9P,[M+H]+,1.0,261.037,1.0,161.0
872,AllCCS-32859911.0,Fructose 6-phosphate,C6H13O9P,[M+H]+,1.0,261.037,1.0,154.5
874,DeepCCS-30932474.0,Fructose 6-phosphate,C6H13O9P,[M+H]+,1.0,261.037,1.0,150.7
877,DeepCCS-30932474.0,Fructose 6-phosphate,C6H13O9P,[M+Na]+,1.0,283.0189,1.0,156.6
879,AllCCS-32859911.0,Fructose 6-phosphate,C6H13O9P,[M+H-H2O]+,1.0,243.0264,1.0,151.1
880,AllCCS-32859911.0,Fructose 6-phosphate,C6H13O9P,[M+NH4]+,1.0,278.0635,1.0,157.5
881,AllCCS-32859911.0,Fructose 6-phosphate,C6H13O9P,[M+Na]+,1.0,283.0189,1.0,158.4
885,DarkChem-31661259.0,Dihydrofolic acid,C19H21N7O6,[M+H]+,1.0,444.1626,1.0,200.4
887,AllCCS-32859911.0,Dihydrofolic acid,C19H21N7O6,[M+H]+,1.0,444.1626,1.0,197.4
889,DeepCCS-30932474.0,Dihydrofolic acid,C19H21N7O6,[M+H]+,1.0,444.1626,1.0,200.1
892,DeepCCS-30932474.0,Dihydrofolic acid,C19H21N7O6,[M+Na]+,1.0,466.1445,1.0,206.1
894,AllCCS-32859911.0,Dihydrofolic acid,C19H21N7O6,[M+H-H2O]+,1.0,426.152,1.0,195.4
895,AllCCS-32859911.0,Dihydrofolic acid,C19H21N7O6,[M+NH4]+,1.0,461.1892,1.0,199.2
896,AllCCS-32859911.0,Dihydrofolic acid,C19H21N7O6,[M+Na]+,1.0,466.1445,1.0,199.7
900,DarkChem-31661259.0,10-Formyltetrahydrofolate,C20H23N7O7,[M+H]+,1.0,474.1732,1.0,210.2
902,AllCCS-32859911.0,10-Formyltetrahydrofolate,C20H23N7O7,[M+H]+,1.0,474.1732,1.0,203.5
904,DeepCCS-30932474.0,10-Formyltetrahydrofolate,C20H23N7O7,[M+H]+,1.0,474.1732,1.0,203.1
907,DeepCCS-30932474.0,10-Formyltetrahydrofolate,C20H23N7O7,[M+Na]+,1.0,496.1551,1.0,209.0
909,AllCCS-32859911.0,10-Formyltetrahydrofolate,C20H23N7O7,[M+H-H2O]+,1.0,456.1626,1.0,201.7
910,AllCCS-32859911.0,10-Formyltetrahydrofolate,C20H23N7O7,[M+NH4]+,1.0,491.1997,1.0,205.0
911,AllCCS-32859911.0,10-Formyltetrahydrofolate,C20H23N7O7,[M+Na]+,1.0,496.1551,1.0,205.5
915,DeepCCS-30932474.0,Tetrahydropteroyltri-L-glutamic acid,C29H37N9O12,[M+H]+,1.0,704.2634,1.0,241.8
918,DeepCCS-30932474.0,Tetrahydropteroyltri-L-glutamic acid,C29H37N9O12,[M+Na]+,1.0,726.2454,1.0,247.7
919,AllCCS-32859911.0,Tetrahydropteroyltri-L-glutamic acid,C29H37N9O12,[M+H]+,1.0,704.2634,1.0,240.7
920,AllCCS-32859911.0,Tetrahydropteroyltri-L-glutamic acid,C29H37N9O12,[M+H-H2O]+,1.0,686.2529,1.0,240.6
921,AllCCS-32859911.0,Tetrahydropteroyltri-L-glutamic acid,C29H37N9O12,[M+NH4]+,1.0,721.29,1.0,240.8
922,AllCCS-32859911.0,Tetrahydropteroyltri-L-glutamic acid,C29H37N9O12,[M+Na]+,1.0,726.2454,1.0,240.8
926,DarkChem-31661259.0,Carbamoyl phosphate,CH4NO5P,[M+H]+,1.0,141.99,1.0,127.2
928,AllCCS-32859911.0,Carbamoyl phosphate,CH4NO5P,[M+H]+,1.0,141.99,1.0,134.4
930,DeepCCS-30932474.0,Carbamoyl phosphate,CH4NO5P,[M+H]+,1.0,141.99,1.0,113.5
933,DeepCCS-30932474.0,Carbamoyl phosphate,CH4NO5P,[M+Na]+,1.0,163.9719,1.0,122.0
935,AllCCS-32859911.0,Carbamoyl phosphate,CH4NO5P,[M+H-H2O]+,1.0,123.9794,1.0,130.4
936,AllCCS-32859911.0,Carbamoyl phosphate,CH4NO5P,[M+NH4]+,1.0,159.0165,1.0,138.2
937,AllCCS-32859911.0,Carbamoyl phosphate,CH4NO5P,[M+Na]+,1.0,163.9719,1.0,139.2
941,DarkChem-31661259.0,5-Aminolevulinic acid,C5H9NO3,[M+H]+,1.0,132.0655,1.0,128.8
943,AllCCS-32859911.0,5-Aminolevulinic acid,C5H9NO3,[M+H]+,1.0,132.0655,1.0,130.0
945,DeepCCS-30932474.0,5-Aminolevulinic acid,C5H9NO3,[M+H]+,1.0,132.0655,1.0,127.0
948,DeepCCS-30932474.0,5-Aminolevulinic acid,C5H9NO3,[M+Na]+,1.0,154.0475,1.0,135.5
950,AllCCS-32859911.0,5-Aminolevulinic acid,C5H9NO3,[M+H-H2O]+,1.0,114.055,1.0,125.9
951,AllCCS-32859911.0,5-Aminolevulinic acid,C5H9NO3,[M+NH4]+,1.0,149.0921,1.0,133.9
952,AllCCS-32859911.0,5-Aminolevulinic acid,C5H9NO3,[M+Na]+,1.0,154.0475,1.0,135.0
956,DarkChem-31661259.0,Coproporphyrinogen III,C36H44N4O8,[M+H]+,1.0,661.3232,1.0,254.5
958,AllCCS-32859911.0,Coproporphyrinogen III,C36H44N4O8,[M+H]+,1.0,661.3232,1.0,251.7
960,DeepCCS-30932474.0,Coproporphyrinogen III,C36H44N4O8,[M+H]+,1.0,661.3232,1.0,247.2
963,DeepCCS-30932474.0,Coproporphyrinogen III,C36H44N4O8,[M+Na]+,1.0,683.3051,1.0,252.9
965,AllCCS-32859911.0,Coproporphyrinogen III,C36H44N4O8,[M+H-H2O]+,1.0,643.3126,1.0,250.8
966,AllCCS-32859911.0,Coproporphyrinogen III,C36H44N4O8,[M+NH4]+,1.0,678.3497,1.0,252.5
967,AllCCS-32859911.0,Coproporphyrinogen III,C36H44N4O8,[M+Na]+,1.0,683.3051,1.0,252.7
971,DarkChem-31661259.0,Flavin mononucleotide,C17H21N4O9P,[M+H]+,1.0,457.1119,1.0,201.6
973,AllCCS-32859911.0,Flavin mononucleotide,C17H21N4O9P,[M+H]+,1.0,457.1119,1.0,199.4
975,DeepCCS-30932474.0,Flavin mononucleotide,C17H21N4O9P,[M+H]+,1.0,457.1119,1.0,188.3
978,DeepCCS-30932474.0,Flavin mononucleotide,C17H21N4O9P,[M+Na]+,1.0,479.0938,1.0,195.0
980,AllCCS-32859911.0,Flavin mononucleotide,C17H21N4O9P,[M+H-H2O]+,1.0,439.1013,1.0,197.4
981,AllCCS-32859911.0,Flavin mononucleotide,C17H21N4O9P,[M+NH4]+,1.0,474.1384,1.0,201.2
982,AllCCS-32859911.0,Flavin mononucleotide,C17H21N4O9P,[M+Na]+,1.0,479.0938,1.0,201.8
986,DarkChem-31661259.0,Citric acid,C6H8O7,[M+H]+,1.0,193.0343,1.0,142.5
988,AllCCS-32859911.0,Citric acid,C6H8O7,[M+H]+,1.0,193.0343,1.0,141.1
990,DeepCCS-30932474.0,Citric acid,C6H8O7,[M+H]+,1.0,193.0343,1.0,133.9
993,DeepCCS-30932474.0,Citric acid,C6H8O7,[M+Na]+,1.0,215.0162,1.0,143.4
995,AllCCS-32859911.0,Citric acid,C6H8O7,[M+H-H2O]+,1.0,175.0237,1.0,137.3
996,AllCCS-32859911.0,Citric acid,C6H8O7,[M+NH4]+,1.0,210.0608,1.0,144.5
997,AllCCS-32859911.0,Citric acid,C6H8O7,[M+Na]+,1.0,215.0162,1.0,145.5
1001,DarkChem-31661259.0,L-Iditol,C6H14O6,[M+H]+,1.0,183.0863,1.0,139.8
1003,DeepCCS-30932474.0,L-Iditol,C6H14O6,[M+H]+,1.0,183.0863,1.0,146.9
1006,DeepCCS-30932474.0,L-Iditol,C6H14O6,[M+Na]+,1.0,205.0683,1.0,152.8
1007,AllCCS-32859911.0,L-Iditol,C6H14O6,[M+H]+,1.0,183.0863,1.0,141.6
1008,AllCCS-32859911.0,L-Iditol,C6H14O6,[M+H-H2O]+,1.0,165.0757,1.0,137.8
1009,AllCCS-32859911.0,L-Iditol,C6H14O6,[M+NH4]+,1.0,200.1129,1.0,145.1
1010,AllCCS-32859911.0,L-Iditol,C6H14O6,[M+Na]+,1.0,205.0683,1.0,146.1
1014,DarkChem-31661259.0,Ubiquinone-1,C14H18O4,[M+H]+,1.0,251.1278,1.0,161.0
1016,DeepCCS-30932474.0,Ubiquinone-1,C14H18O4,[M+H]+,1.0,251.1278,1.0,163.5
1019,DeepCCS-30932474.0,Ubiquinone-1,C14H18O4,[M+Na]+,1.0,273.1097,1.0,169.6
1020,AllCCS-32859911.0,Ubiquinone-1,C14H18O4,[M+H]+,1.0,251.1278,1.0,157.5
1021,AllCCS-32859911.0,Ubiquinone-1,C14H18O4,[M+H-H2O]+,1.0,233.1172,1.0,153.9
1022,AllCCS-32859911.0,Ubiquinone-1,C14H18O4,[M+NH4]+,1.0,268.1543,1.0,160.8
1023,AllCCS-32859911.0,Ubiquinone-1,C14H18O4,[M+Na]+,1.0,273.1097,1.0,161.8
1027,DarkChem-31661259.0,D-Erythro-imidazole-glycerol-phosphate,C6H11N2O6P,[M+H]+,1.0,239.0427,1.0,153.8
1029,DeepCCS-30932474.0,D-Erythro-imidazole-glycerol-phosphate,C6H11N2O6P,[M+H]+,1.0,239.0427,1.0,141.1
1032,DeepCCS-30932474.0,D-Erythro-imidazole-glycerol-phosphate,C6H11N2O6P,[M+Na]+,1.0,261.0247,1.0,147.1
1033,AllCCS-32859911.0,D-Erythro-imidazole-glycerol-phosphate,C6H11N2O6P,[M+H]+,1.0,239.0427,1.0,151.6
1034,AllCCS-32859911.0,D-Erythro-imidazole-glycerol-phosphate,C6H11N2O6P,[M+H-H2O]+,1.0,221.0322,1.0,147.9
1035,AllCCS-32859911.0,D-Erythro-imidazole-glycerol-phosphate,C6H11N2O6P,[M+NH4]+,1.0,256.0693,1.0,155.0
1036,AllCCS-32859911.0,D-Erythro-imidazole-glycerol-phosphate,C6H11N2O6P,[M+Na]+,1.0,261.0247,1.0,156.0
1042,DeepCCS-30932474.0,Phosphoribulosylformimino-AICAR-P,C15H25N5O15P2,[M+H]+,1.0,578.0895,1.0,184.5
1045,DeepCCS-30932474.0,Phosphoribulosylformimino-AICAR-P,C15H25N5O15P2,[M+Na]+,1.0,600.0715,1.0,191.3
1046,AllCCS-32859911.0,Phosphoribulosylformimino-AICAR-P,C15H25N5O15P2,[M+H]+,1.0,578.0895,1.0,212.2
1047,AllCCS-32859911.0,Phosphoribulosylformimino-AICAR-P,C15H25N5O15P2,[M+H-H2O]+,1.0,560.0789,1.0,211.1
1048,AllCCS-32859911.0,Phosphoribulosylformimino-AICAR-P,C15H25N5O15P2,[M+NH4]+,1.0,595.1161,1.0,213.3
1049,AllCCS-32859911.0,Phosphoribulosylformimino-AICAR-P,C15H25N5O15P2,[M+Na]+,1.0,600.0715,1.0,213.6
1053,AllCCS-32859911.0,2-dehydropantoate,C6H10O4,[M+H]+,1.0,147.0652,1.0,132.6
1054,AllCCS-32859911.0,2-dehydropantoate,C6H10O4,[M+H-H2O]+,1.0,129.0546,1.0,128.6
1055,AllCCS-32859911.0,2-dehydropantoate,C6H10O4,[M+Na]+,1.0,169.0471,1.0,137.4
1056,AllCCS-32859911.0,2-dehydropantoate,C6H10O4,[M+NH4]+,1.0,164.0917,1.0,136.3
1060,DeepCCS-30932474.0,2-dehydropantoate,C6H10O4,[M+H]+,1.0,147.0652,1.0,128.9
1063,DeepCCS-30932474.0,2-dehydropantoate,C6H10O4,[M+Na]+,1.0,169.0471,1.0,137.7
1064,DarkChem-31661259.0,Methylisocitric acid,C7H10O7,[M+H]+,1.0,207.0499,1.0,145.8
1066,DeepCCS-30932474.0,Methylisocitric acid,C7H10O7,[M+H]+,1.0,207.0499,1.0,133.2
1069,DeepCCS-30932474.0,Methylisocitric acid,C7H10O7,[M+Na]+,1.0,229.0319,1.0,142.2
1070,AllCCS-32859911.0,Methylisocitric acid,C7H10O7,[M+H]+,1.0,207.0499,1.0,144.2
1071,AllCCS-32859911.0,Methylisocitric acid,C7H10O7,[M+H-H2O]+,1.0,189.0394,1.0,140.6
1072,AllCCS-32859911.0,Methylisocitric acid,C7H10O7,[M+NH4]+,1.0,224.0765,1.0,147.6
1073,AllCCS-32859911.0,Methylisocitric acid,C7H10O7,[M+Na]+,1.0,229.0319,1.0,148.6
1077,DarkChem-31661259.0,Dimethylallylpyrophosphate,C5H12O7P2,[M+H]+,1.0,247.0131,1.0,156.7
1079,AllCCS-32859911.0,Dimethylallylpyrophosphate,C5H12O7P2,[M+H]+,1.0,247.0131,1.0,153.3
1081,DeepCCS-30932474.0,Dimethylallylpyrophosphate,C5H12O7P2,[M+H]+,1.0,247.0131,1.0,135.3
1084,DeepCCS-30932474.0,Dimethylallylpyrophosphate,C5H12O7P2,[M+Na]+,1.0,268.995,1.0,144.6
1086,AllCCS-32859911.0,Dimethylallylpyrophosphate,C5H12O7P2,[M+H-H2O]+,1.0,229.0025,1.0,149.9
1087,AllCCS-32859911.0,Dimethylallylpyrophosphate,C5H12O7P2,[M+NH4]+,1.0,264.0396,1.0,156.5
1088,AllCCS-32859911.0,Dimethylallylpyrophosphate,C5H12O7P2,[M+Na]+,1.0,268.995,1.0,157.4
1092,DarkChem-31661259.0,Homocitric acid,C7H10O7,[M+H]+,1.0,207.0499,1.0,145.7
1094,DeepCCS-30932474.0,Homocitric acid,C7H10O7,[M+H]+,1.0,207.0499,1.0,135.0
1097,DeepCCS-30932474.0,Homocitric acid,C7H10O7,[M+Na]+,1.0,229.0319,1.0,143.0
1098,AllCCS-32859911.0,Homocitric acid,C7H10O7,[M+H]+,1.0,207.0499,1.0,144.5
1099,AllCCS-32859911.0,Homocitric acid,C7H10O7,[M+H-H2O]+,1.0,189.0394,1.0,140.9
1100,AllCCS-32859911.0,Homocitric acid,C7H10O7,[M+NH4]+,1.0,224.0765,1.0,147.9
1101,AllCCS-32859911.0,Homocitric acid,C7H10O7,[M+Na]+,1.0,229.0319,1.0,148.8
1105,DarkChem-31661259.0,Adenosine monophosphate,C10H14N5O7P,[M+H]+,1.0,348.0704,1.0,176.4
1107,AllCCS-32859911.0,Adenosine monophosphate,C10H14N5O7P,[M+H]+,1.0,348.0704,1.0,175.1
1109,DeepCCS-30932474.0,Adenosine monophosphate,C10H14N5O7P,[M+H]+,1.0,348.0704,1.0,171.7
1110,DeepCCS-30932474.0,Adenosine monophosphate,C10H14N5O7P,[M+H]+,1.0,348.0704,1.0,169.8
1114,DeepCCS-30932474.0,Adenosine monophosphate,C10H14N5O7P,[M+Na]+,1.0,370.0523,1.0,177.8
1116,DeepCCS-30932474.0,Adenosine monophosphate,C10H14N5O7P,[M+Na]+,1.0,370.0523,1.0,175.9
1118,AllCCS-32859911.0,Adenosine monophosphate,C10H14N5O7P,[M+H-H2O]+,1.0,330.0598,1.0,172.2
1119,AllCCS-32859911.0,Adenosine monophosphate,C10H14N5O7P,[M+NH4]+,1.0,365.0969,1.0,177.8
1120,AllCCS-32859911.0,Adenosine monophosphate,C10H14N5O7P,[M+Na]+,1.0,370.0523,1.0,178.6
1124,DarkChem-31661259.0,Uracil,C4H4N2O2,[M+H]+,1.0,113.0346,1.0,119.7
1126,AllCCS-32859911.0,Uracil,C4H4N2O2,[M+H]+,1.0,113.0346,1.0,124.2
1128,DeepCCS-30932474.0,Uracil,C4H4N2O2,[M+H]+,1.0,113.0346,1.0,123.7
1131,DeepCCS-30932474.0,Uracil,C4H4N2O2,[M+Na]+,1.0,135.0165,1.0,132.1
1133,AllCCS-32859911.0,Uracil,C4H4N2O2,[M+H-H2O]+,1.0,95.024,1.0,119.2
1134,AllCCS-32859911.0,Uracil,C4H4N2O2,[M+NH4]+,1.0,130.0611,1.0,128.8
1135,AllCCS-32859911.0,Uracil,C4H4N2O2,[M+Na]+,1.0,135.0165,1.0,130.1
1139,AllCCS-32859911.0,Tetradecanoyl-CoA,C35H62N7O17P3S,[M+H]+,1.0,978.3208,1.0,285.7
1141,DeepCCS-30932474.0,Tetradecanoyl-CoA,C35H62N7O17P3S,[M+H]+,1.0,978.3208,1.0,240.1
1144,DeepCCS-30932474.0,Tetradecanoyl-CoA,C35H62N7O17P3S,[M+Na]+,1.0,1000.3028,1.0,246.5
1146,AllCCS-32859911.0,Tetradecanoyl-CoA,C35H62N7O17P3S,[M+H-H2O]+,1.0,960.3103,1.0,286.3
1147,AllCCS-32859911.0,Tetradecanoyl-CoA,C35H62N7O17P3S,[M+NH4]+,1.0,995.3474,1.0,285.1
1148,AllCCS-32859911.0,Tetradecanoyl-CoA,C35H62N7O17P3S,[M+Na]+,1.0,1000.3028,1.0,284.9
1152,DarkChem-31661259.0,3-Dehydroquinic acid,C7H10O6,[M+H]+,1.0,191.055,1.0,141.5
1154,DeepCCS-30932474.0,3-Dehydroquinic acid,C7H10O6,[M+H]+,1.0,191.055,1.0,138.3
1157,DeepCCS-30932474.0,3-Dehydroquinic acid,C7H10O6,[M+Na]+,1.0,213.037,1.0,144.2
1158,AllCCS-32859911.0,3-Dehydroquinic acid,C7H10O6,[M+H]+,1.0,191.055,1.0,141.4
1159,AllCCS-32859911.0,3-Dehydroquinic acid,C7H10O6,[M+H-H2O]+,1.0,173.0444,1.0,137.4
1160,AllCCS-32859911.0,3-Dehydroquinic acid,C7H10O6,[M+NH4]+,1.0,208.0816,1.0,145.2
1161,AllCCS-32859911.0,3-Dehydroquinic acid,C7H10O6,[M+Na]+,1.0,213.037,1.0,146.3
1165,DarkChem-31661259.0,Fumaric acid,C4H4O4,[M+H]+,1.0,117.0182,1.0,124.4
1167,AllCCS-32859911.0,Fumaric acid,C4H4O4,[M+H]+,1.0,117.0182,1.0,127.0
1169,DeepCCS-30932474.0,Fumaric acid,C4H4O4,[M+H]+,1.0,117.0182,1.0,120.9
1172,DeepCCS-30932474.0,Fumaric acid,C4H4O4,[M+Na]+,1.0,139.0002,1.0,129.5
1174,AllCCS-32859911.0,Fumaric acid,C4H4O4,[M+H-H2O]+,1.0,99.0077,1.0,122.7
1175,AllCCS-32859911.0,Fumaric acid,C4H4O4,[M+NH4]+,1.0,134.0448,1.0,131.0
1176,AllCCS-32859911.0,Fumaric acid,C4H4O4,[M+Na]+,1.0,139.0002,1.0,132.2
1180,AllCCS-32859911.0,"7,8-diaminopelargonate",C9H20N2O2,[M+H]+,1.0,189.1598,1.0,145.8
1181,AllCCS-32859911.0,"7,8-diaminopelargonate",C9H20N2O2,[M+H-H2O]+,1.0,171.1492,1.0,142.1
1182,AllCCS-32859911.0,"7,8-diaminopelargonate",C9H20N2O2,[M+Na]+,1.0,211.1417,1.0,150.2
1183,AllCCS-32859911.0,"7,8-diaminopelargonate",C9H20N2O2,[M+NH4]+,1.0,206.1863,1.0,149.2
1187,DeepCCS-30932474.0,"7,8-diaminopelargonate",C9H20N2O2,[M+H]+,1.0,189.1598,1.0,144.3
1190,DeepCCS-30932474.0,"7,8-diaminopelargonate",C9H20N2O2,[M+Na]+,1.0,211.1417,1.0,153.2
1191,DarkChem-31661259.0,Nicotinamide riboside,C11H15N2O5,[M+H]+,1.0,256.1054,1.0,158.7
1193,AllCCS-32859911.0,Nicotinamide riboside,C11H15N2O5,[M+H]+,1.0,256.1054,1.0,156.0
1195,DeepCCS-30932474.0,Nicotinamide riboside,C11H15N2O5,[M+H]+,1.0,256.1054,1.0,154.4
1198,DeepCCS-30932474.0,Nicotinamide riboside,C11H15N2O5,[M+Na]+,1.0,278.0873,1.0,161.1
1200,AllCCS-32859911.0,Nicotinamide riboside,C11H15N2O5,[M+H-H2O]+,1.0,238.0948,1.0,152.4
1201,AllCCS-32859911.0,Nicotinamide riboside,C11H15N2O5,[M+NH4]+,1.0,273.1319,1.0,159.4
1202,AllCCS-32859911.0,Nicotinamide riboside,C11H15N2O5,[M+Na]+,1.0,278.0873,1.0,160.3
1206,DarkChem-31661259.0,L-Homoserine,C4H9NO3,[M+H]+,1.0,120.0655,1.0,125.8
1208,AllCCS-32859911.0,L-Homoserine,C4H9NO3,[M+H]+,1.0,120.0655,1.0,129.1
1210,DeepCCS-30932474.0,L-Homoserine,C4H9NO3,[M+H]+,1.0,120.0655,1.0,122.1
1213,DeepCCS-30932474.0,L-Homoserine,C4H9NO3,[M+Na]+,1.0,142.0475,1.0,130.7
1215,AllCCS-32859911.0,L-Homoserine,C4H9NO3,[M+H-H2O]+,1.0,102.055,1.0,124.9
1216,AllCCS-32859911.0,L-Homoserine,C4H9NO3,[M+NH4]+,1.0,137.0921,1.0,133.0
1217,AllCCS-32859911.0,L-Homoserine,C4H9NO3,[M+Na]+,1.0,142.0475,1.0,134.1
1221,DarkChem-31661259.0,L-3-Hydroxykynurenine,C10H12N2O4,[M+H]+,1.0,225.087,1.0,152.1
1223,DeepCCS-30932474.0,L-3-Hydroxykynurenine,C10H12N2O4,[M+H]+,1.0,225.087,1.0,150.9
1226,DeepCCS-30932474.0,L-3-Hydroxykynurenine,C10H12N2O4,[M+Na]+,1.0,247.0689,1.0,156.8
1227,AllCCS-32859911.0,L-3-Hydroxykynurenine,C10H12N2O4,[M+H]+,1.0,225.087,1.0,150.3
1228,AllCCS-32859911.0,L-3-Hydroxykynurenine,C10H12N2O4,[M+H-H2O]+,1.0,207.0764,1.0,146.5
1229,AllCCS-32859911.0,L-3-Hydroxykynurenine,C10H12N2O4,[M+NH4]+,1.0,242.1135,1.0,153.9
1230,AllCCS-32859911.0,L-3-Hydroxykynurenine,C10H12N2O4,[M+Na]+,1.0,247.0689,1.0,154.9
1234,DarkChem-31661259.0,2-Isopropylmalic acid,C7H12O5,[M+H]+,1.0,177.0757,1.0,138.7
1236,AllCCS-32859911.0,2-Isopropylmalic acid,C7H12O5,[M+H]+,1.0,177.0757,1.0,139.4
1238,DeepCCS-30932474.0,2-Isopropylmalic acid,C7H12O5,[M+H]+,1.0,177.0757,1.0,131.9
1241,DeepCCS-30932474.0,2-Isopropylmalic acid,C7H12O5,[M+Na]+,1.0,199.0577,1.0,141.0
1243,AllCCS-32859911.0,2-Isopropylmalic acid,C7H12O5,[M+H-H2O]+,1.0,159.0652,1.0,135.6
1244,AllCCS-32859911.0,2-Isopropylmalic acid,C7H12O5,[M+NH4]+,1.0,194.1023,1.0,142.9
1245,AllCCS-32859911.0,2-Isopropylmalic acid,C7H12O5,[M+Na]+,1.0,199.0577,1.0,144.0
1249,DarkChem-31661259.0,Pyroglutamic acid,C5H7NO3,[M+H]+,1.0,130.0499,1.0,128.1
1251,AllCCS-32859911.0,Pyroglutamic acid,C5H7NO3,[M+H]+,1.0,130.0499,1.0,128.7
1253,DeepCCS-30932474.0,Pyroglutamic acid,C5H7NO3,[M+H]+,1.0,130.0499,1.0,124.3
1256,DeepCCS-30932474.0,Pyroglutamic acid,C5H7NO3,[M+Na]+,1.0,152.0318,1.0,133.2
1258,AllCCS-32859911.0,Pyroglutamic acid,C5H7NO3,[M+H-H2O]+,1.0,112.0393,1.0,124.1
1259,AllCCS-32859911.0,Pyroglutamic acid,C5H7NO3,[M+NH4]+,1.0,147.0764,1.0,133.0
1260,AllCCS-32859911.0,Pyroglutamic acid,C5H7NO3,[M+Na]+,1.0,152.0318,1.0,134.2
1265,DarkChem-31661259.0,Adenosine triphosphate,C10H16N5O13P3,[M+H]+,1.0,508.003,1.0,208.3
1267,AllCCS-32859911.0,Adenosine triphosphate,C10H16N5O13P3,[M+H]+,1.0,508.003,1.0,198.9
1269,DeepCCS-30932474.0,Adenosine triphosphate,C10H16N5O13P3,[M+H]+,1.0,508.003,1.0,171.7
1272,DeepCCS-30932474.0,Adenosine triphosphate,C10H16N5O13P3,[M+Na]+,1.0,529.985,1.0,179.7
1274,AllCCS-32859911.0,Adenosine triphosphate,C10H16N5O13P3,[M+H-H2O]+,1.0,489.9925,1.0,197.1
1275,AllCCS-32859911.0,Adenosine triphosphate,C10H16N5O13P3,[M+NH4]+,1.0,525.0296,1.0,200.5
1276,AllCCS-32859911.0,Adenosine triphosphate,C10H16N5O13P3,[M+Na]+,1.0,529.985,1.0,201.0
1281,DarkChem-31661259.0,D-Lactaldehyde,C3H6O2,[M+H]+,1.0,75.0441,1.0,112.7
1283,DeepCCS-30932474.0,D-Lactaldehyde,C3H6O2,[M+H]+,1.0,75.0441,1.0,118.5
1286,DeepCCS-30932474.0,D-Lactaldehyde,C3H6O2,[M+Na]+,1.0,97.026,1.0,126.8
1287,AllCCS-32859911.0,D-Lactaldehyde,C3H6O2,[M+H]+,1.0,75.0441,1.0,122.8
1288,AllCCS-32859911.0,D-Lactaldehyde,C3H6O2,[M+H-H2O]+,1.0,57.0335,1.0,118.3
1289,AllCCS-32859911.0,D-Lactaldehyde,C3H6O2,[M+NH4]+,1.0,92.0706,1.0,127.0
1290,AllCCS-32859911.0,D-Lactaldehyde,C3H6O2,[M+Na]+,1.0,97.026,1.0,128.2
1294,DarkChem-31661259.0,Serine,C3H7NO3,[M+H]+,1.0,106.0499,1.0,120.6
1296,AllCCS-32859911.0,Serine,C3H7NO3,[M+H]+,1.0,106.0499,1.0,127.6
1298,DeepCCS-30932474.0,Serine,C3H7NO3,[M+H]+,1.0,106.0499,1.0,118.2
1301,DeepCCS-30932474.0,Serine,C3H7NO3,[M+Na]+,1.0,128.0318,1.0,126.6
1303,AllCCS-32859911.0,Serine,C3H7NO3,[M+H-H2O]+,1.0,88.0393,1.0,123.3
1304,AllCCS-32859911.0,Serine,C3H7NO3,[M+NH4]+,1.0,123.0764,1.0,131.6
1305,AllCCS-32859911.0,Serine,C3H7NO3,[M+Na]+,1.0,128.0318,1.0,132.8
1309,DeepCCS-30932474.0,L-Aspartyl-4-phosphate,C4H8NO7P,[M+H]+,1.0,214.0111,1.0,128.4
1312,DeepCCS-30932474.0,L-Aspartyl-4-phosphate,C4H8NO7P,[M+Na]+,1.0,235.9931,1.0,135.8
1313,AllCCS-32859911.0,L-Aspartyl-4-phosphate,C4H8NO7P,[M+H]+,1.0,214.0111,1.0,145.4
1314,AllCCS-32859911.0,L-Aspartyl-4-phosphate,C4H8NO7P,[M+H-H2O]+,1.0,196.0005,1.0,141.8
1315,AllCCS-32859911.0,L-Aspartyl-4-phosphate,C4H8NO7P,[M+NH4]+,1.0,231.0377,1.0,148.7
1316,AllCCS-32859911.0,L-Aspartyl-4-phosphate,C4H8NO7P,[M+Na]+,1.0,235.9931,1.0,149.7
1322,DarkChem-31661259.0,Phenylacetaldehyde,C8H8O,[M+H]+,1.0,121.0648,1.0,123.6
1324,DeepCCS-30932474.0,Phenylacetaldehyde,C8H8O,[M+H]+,1.0,121.0648,1.0,124.6
1327,DeepCCS-30932474.0,Phenylacetaldehyde,C8H8O,[M+Na]+,1.0,143.0467,1.0,133.3
1329,AllCCS-32859911.0,Phenylacetaldehyde,C8H8O,[M+H-H2O]+,1.0,103.0542,1.0,119.7
1330,AllCCS-32859911.0,Phenylacetaldehyde,C8H8O,[M+NH4]+,1.0,138.0913,1.0,129.1
1331,AllCCS-32859911.0,Phenylacetaldehyde,C8H8O,[M+Na]+,1.0,143.0467,1.0,130.4
