	AllCCS ID	Name	Structure	Formula	Type	Adduct	m/z	CCS	Confidence level	Update date
791	AllCCS00002335	Acrylic Acid	C=CC(=O)O	C3H4O2	Predicted CCS	[M+HCOO]-	117.0193	129.4	4	2023-04-30
4302	AllCCS00001966	Ademetionine	C[S+](CCC(C(=O)[O-])(N)[H])CC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H]	C15H22N6O5S	Experimental CCS	[M+H]+	399.1445	186.2	1	2019-08-12
4303	AllCCS00001966	Ademetionine	C[S+](CCC(C(=O)[O-])(N)[H])CC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H]	C15H22N6O5S	Predicted CCS	[M+H]+	399.1445	186.2	4	2023-04-30
4304	AllCCS00001966	Ademetionine	C[S+](CCC(C(=O)[O-])(N)[H])CC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H]	C15H22N6O5S	Predicted CCS	[M+Na]+	421.1265	195.5	4	2023-04-30
4305	AllCCS00001966	Ademetionine	C[S+](CCC(C(=O)[O-])(N)[H])CC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H]	C15H22N6O5S	Predicted CCS	[M+NH4]+	416.1711	193.1	4	2023-04-30
4306	AllCCS00001966	Ademetionine	C[S+](CCC(C(=O)[O-])(N)[H])CC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H]	C15H22N6O5S	Predicted CCS	[M-H2O+H]+	381.1339	184.0	4	2023-04-30
4307	AllCCS00001966	Ademetionine	C[S+](CCC(C(=O)[O-])(N)[H])CC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H]	C15H22N6O5S	Predicted CCS	[M-H]-	397.1299	185.8	4	2023-04-30
4308	AllCCS00001966	Ademetionine	C[S+](CCC(C(=O)[O-])(N)[H])CC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H]	C15H22N6O5S	Predicted CCS	[M+Na-2H]-	419.1119	189.3	4	2023-04-30
4309	AllCCS00001966	Ademetionine	C[S+](CCC(C(=O)[O-])(N)[H])CC1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H]	C15H22N6O5S	Predicted CCS	[M+HCOO]-	443.1354	196.7	4	2023-04-30
5514	AllCCS00000364	Adenine	C1=NC2=C(N)N=CNC2=N1	C5H5N5	Experimental CCS	[M+H]+	136.0618	125.7	2	2022-10-07
5515	AllCCS00000364	Adenine	C1=NC2=C(N)N=CNC2=N1	C5H5N5	Experimental CCS	[M+Na]+	158.0438	136.7	1	2022-10-07
5516	AllCCS00000364	Adenine	C1=NC2=C(N)N=CNC2=N1	C5H5N5	Experimental CCS	[M-H]-	134.0472	120.0	Conflict	2022-10-07
5517	AllCCS00000364	Adenine	C1=NC2=C(N)N=CNC2=N1	C5H5N5	Predicted CCS	[M+H]+	136.0618	125.5	4	2023-04-30
5518	AllCCS00000364	Adenine	C1=NC2=C(N)N=CNC2=N1	C5H5N5	Predicted CCS	[M+Na]+	158.0438	136.9	4	2023-04-30
5519	AllCCS00000364	Adenine	C1=NC2=C(N)N=CNC2=N1	C5H5N5	Predicted CCS	[M+NH4]+	153.0884	134.5	4	2023-04-30
5520	AllCCS00000364	Adenine	C1=NC2=C(N)N=CNC2=N1	C5H5N5	Predicted CCS	[M-H2O+H]+	118.0512	117.8	4	2023-04-30
5521	AllCCS00000364	Adenine	C1=NC2=C(N)N=CNC2=N1	C5H5N5	Predicted CCS	[M-H]-	134.0472	122.2	4	2023-04-30
5522	AllCCS00000364	Adenine	C1=NC2=C(N)N=CNC2=N1	C5H5N5	Predicted CCS	[M+Na-2H]-	156.0292	131.8	4	2023-04-30
5523	AllCCS00000364	Adenine	C1=NC2=C(N)N=CNC2=N1	C5H5N5	Predicted CCS	[M+HCOO]-	180.0527	137.1	4	2023-04-30
5474	AllCCS00000145	Adenosine	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])O	C10H13N5O4	Experimental CCS	[M+H]+	268.1041	156.5	1	2022-10-07
5475	AllCCS00000145	Adenosine	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])O	C10H13N5O4	Experimental CCS	[M+Na]+	290.0861	167.1	2	2022-10-07
5476	AllCCS00000145	Adenosine	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])O	C10H13N5O4	Experimental CCS	[M-H]-	266.0895	160.2	Conflict	2022-10-07
5477	AllCCS00000145	Adenosine	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])O	C10H13N5O4	Predicted CCS	[M+H]+	268.1041	156.5	4	2023-04-30
5478	AllCCS00000145	Adenosine	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])O	C10H13N5O4	Predicted CCS	[M+Na]+	290.0861	168.9	4	2023-04-30
5479	AllCCS00000145	Adenosine	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])O	C10H13N5O4	Predicted CCS	[M+NH4]+	285.1307	166.7	4	2023-04-30
5480	AllCCS00000145	Adenosine	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])O	C10H13N5O4	Predicted CCS	[M-H2O+H]+	250.0935	151.3	4	2023-04-30
5481	AllCCS00000145	Adenosine	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])O	C10H13N5O4	Predicted CCS	[M-H]-	266.0895	159.0	4	2023-04-30
5482	AllCCS00000145	Adenosine	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])O	C10H13N5O4	Predicted CCS	[M+Na-2H]-	288.0715	163.6	4	2023-04-30
5483	AllCCS00000145	Adenosine	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])O	C10H13N5O4	Predicted CCS	[M+HCOO]-	312.095	166.6	4	2023-04-30
5645	AllCCS00002522	Adenosine 2'-phosphate	C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)OP(=O)(O)O	C10H14N5O7P	Predicted CCS	[M+H]+	348.0704	170.7	4	2023-04-30
5646	AllCCS00002522	Adenosine 2'-phosphate	C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)OP(=O)(O)O	C10H14N5O7P	Predicted CCS	[M+Na]+	370.0524	178.3	4	2023-04-30
5647	AllCCS00002522	Adenosine 2'-phosphate	C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)OP(=O)(O)O	C10H14N5O7P	Predicted CCS	[M+NH4]+	365.097	176.1	4	2023-04-30
5648	AllCCS00002522	Adenosine 2'-phosphate	C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)OP(=O)(O)O	C10H14N5O7P	Predicted CCS	[M-H2O+H]+	330.0598	167.9	4	2023-04-30
5649	AllCCS00002522	Adenosine 2'-phosphate	C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)OP(=O)(O)O	C10H14N5O7P	Predicted CCS	[M-H]-	346.0558	169.4	4	2023-04-30
5650	AllCCS00002522	Adenosine 2'-phosphate	C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)OP(=O)(O)O	C10H14N5O7P	Predicted CCS	[M+Na-2H]-	368.0378	173.0	4	2023-04-30
5651	AllCCS00002522	Adenosine 2'-phosphate	C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)OP(=O)(O)O	C10H14N5O7P	Predicted CCS	[M+HCOO]-	392.0613	183.8	4	2023-04-30
4644	AllCCS00002084	Adenosine 2',3'-Cyclic Phosphate	C(C1(C2(C(C(N3C=NC4=C(N)N=CN=C43)(O1)[H])(OP(O)(=O)O2)[H])[H])[H])O	C10H12N5O6P	Experimental CCS	[M+H]+	330.0598	168.0	1	2019-08-12
4645	AllCCS00002084	Adenosine 2',3'-Cyclic Phosphate	C(C1(C2(C(C(N3C=NC4=C(N)N=CN=C43)(O1)[H])(OP(O)(=O)O2)[H])[H])[H])O	C10H12N5O6P	Experimental CCS	[M-H]-	328.0452	169.4	1	2019-08-12
4646	AllCCS00002084	Adenosine 2',3'-Cyclic Phosphate	C(C1(C2(C(C(N3C=NC4=C(N)N=CN=C43)(O1)[H])(OP(O)(=O)O2)[H])[H])[H])O	C10H12N5O6P	Predicted CCS	[M+H]+	330.0598	167.8	4	2023-04-30
4647	AllCCS00002084	Adenosine 2',3'-Cyclic Phosphate	C(C1(C2(C(C(N3C=NC4=C(N)N=CN=C43)(O1)[H])(OP(O)(=O)O2)[H])[H])[H])O	C10H12N5O6P	Predicted CCS	[M+Na]+	352.0418	178.5	4	2023-04-30
4648	AllCCS00002084	Adenosine 2',3'-Cyclic Phosphate	C(C1(C2(C(C(N3C=NC4=C(N)N=CN=C43)(O1)[H])(OP(O)(=O)O2)[H])[H])[H])O	C10H12N5O6P	Predicted CCS	[M+NH4]+	347.0864	175.6	4	2023-04-30
4649	AllCCS00002084	Adenosine 2',3'-Cyclic Phosphate	C(C1(C2(C(C(N3C=NC4=C(N)N=CN=C43)(O1)[H])(OP(O)(=O)O2)[H])[H])[H])O	C10H12N5O6P	Predicted CCS	[M-H2O+H]+	312.0492	163.4	4	2023-04-30
4650	AllCCS00002084	Adenosine 2',3'-Cyclic Phosphate	C(C1(C2(C(C(N3C=NC4=C(N)N=CN=C43)(O1)[H])(OP(O)(=O)O2)[H])[H])[H])O	C10H12N5O6P	Predicted CCS	[M-H]-	328.0452	170.1	4	2023-04-30
4651	AllCCS00002084	Adenosine 2',3'-Cyclic Phosphate	C(C1(C2(C(C(N3C=NC4=C(N)N=CN=C43)(O1)[H])(OP(O)(=O)O2)[H])[H])[H])O	C10H12N5O6P	Predicted CCS	[M+Na-2H]-	350.0272	173.6	4	2023-04-30
4652	AllCCS00002084	Adenosine 2',3'-Cyclic Phosphate	C(C1(C2(C(C(N3C=NC4=C(N)N=CN=C43)(O1)[H])(OP(O)(=O)O2)[H])[H])[H])O	C10H12N5O6P	Predicted CCS	[M+HCOO]-	374.0507	181.2	4	2023-04-30
1145	AllCCS00000135	Adenosine 3'-monophosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])O	C10H14N5O7P	Experimental CCS	[M-H]-	346.0558	171.2	3	2019-08-12
1146	AllCCS00000135	Adenosine 3'-monophosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])O	C10H14N5O7P	Predicted CCS	[M+H]+	348.0704	172.6	4	2023-04-30
1147	AllCCS00000135	Adenosine 3'-monophosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])O	C10H14N5O7P	Predicted CCS	[M+Na]+	370.0524	183.6	4	2023-04-30
1148	AllCCS00000135	Adenosine 3'-monophosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])O	C10H14N5O7P	Predicted CCS	[M+NH4]+	365.097	180.9	4	2023-04-30
1149	AllCCS00000135	Adenosine 3'-monophosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])O	C10H14N5O7P	Predicted CCS	[M-H2O+H]+	330.0598	164.3	4	2023-04-30
1150	AllCCS00000135	Adenosine 3'-monophosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])O	C10H14N5O7P	Predicted CCS	[M-H]-	346.0558	171.6	4	2023-04-30
1151	AllCCS00000135	Adenosine 3'-monophosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])O	C10H14N5O7P	Predicted CCS	[M+Na-2H]-	368.0378	177.8	4	2023-04-30
1152	AllCCS00000135	Adenosine 3'-monophosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])O	C10H14N5O7P	Predicted CCS	[M+HCOO]-	392.0613	186.9	4	2023-04-30
5484	AllCCS00000167	Adenosine 5'-diphosphate (ADP)	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(O)=O	C10H15N5O10P2	Experimental CCS	[M+H]+	428.0367	187.4	2	2022-10-07
5485	AllCCS00000167	Adenosine 5'-diphosphate (ADP)	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(O)=O	C10H15N5O10P2	Experimental CCS	[M+Na]+	450.0187	194.5	2	2022-10-07
5486	AllCCS00000167	Adenosine 5'-diphosphate (ADP)	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(O)=O	C10H15N5O10P2	Experimental CCS	[M-H]-	426.0221	183.8	Conflict	2022-10-07
5487	AllCCS00000167	Adenosine 5'-diphosphate (ADP)	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(O)=O	C10H15N5O10P2	Experimental CCS	[M+Na-2H]-	448.0041	187.8	1	2022-10-07
5488	AllCCS00000167	Adenosine 5'-diphosphate (ADP)	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(O)=O	C10H15N5O10P2	Predicted CCS	[M+H]+	428.0367	187.0	4	2023-04-30
5489	AllCCS00000167	Adenosine 5'-diphosphate (ADP)	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(O)=O	C10H15N5O10P2	Predicted CCS	[M+Na]+	450.0187	192.9	4	2023-04-30
5490	AllCCS00000167	Adenosine 5'-diphosphate (ADP)	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(O)=O	C10H15N5O10P2	Predicted CCS	[M+NH4]+	445.0633	190.9	4	2023-04-30
5491	AllCCS00000167	Adenosine 5'-diphosphate (ADP)	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(O)=O	C10H15N5O10P2	Predicted CCS	[M-H2O+H]+	410.0261	180.8	4	2023-04-30
5492	AllCCS00000167	Adenosine 5'-diphosphate (ADP)	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(O)=O	C10H15N5O10P2	Predicted CCS	[M-H]-	426.0221	181.0	4	2023-04-30
5493	AllCCS00000167	Adenosine 5'-diphosphate (ADP)	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(O)=O	C10H15N5O10P2	Predicted CCS	[M+Na-2H]-	448.0041	186.9	4	2023-04-30
5494	AllCCS00000167	Adenosine 5'-diphosphate (ADP)	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(O)=O	C10H15N5O10P2	Predicted CCS	[M+HCOO]-	472.0276	196.3	4	2023-04-30
0	AllCCS00000113	Adenosine 5'-phosphosulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H14N5O10PS	Experimental CCS	[M+Na]+	450.0092	190.9	3	2019-08-12
1	AllCCS00000113	Adenosine 5'-phosphosulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H14N5O10PS	Experimental CCS	[M-H]-	426.0126	180.5	3	2019-08-12
2	AllCCS00000113	Adenosine 5'-phosphosulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H14N5O10PS	Experimental CCS	[M+Na-2H]-	447.9946	183.4	3	2019-08-12
3	AllCCS00000113	Adenosine 5'-phosphosulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H14N5O10PS	Predicted CCS	[M+H]+	428.0272	186.4	4	2023-04-30
4	AllCCS00000113	Adenosine 5'-phosphosulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H14N5O10PS	Predicted CCS	[M+Na]+	450.0092	192.6	4	2023-04-30
5	AllCCS00000113	Adenosine 5'-phosphosulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H14N5O10PS	Predicted CCS	[M+NH4]+	445.0538	190.4	4	2023-04-30
6	AllCCS00000113	Adenosine 5'-phosphosulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H14N5O10PS	Predicted CCS	[M-H2O+H]+	410.0166	181.4	4	2023-04-30
7	AllCCS00000113	Adenosine 5'-phosphosulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H14N5O10PS	Predicted CCS	[M-H]-	426.0126	181.1	4	2023-04-30
8	AllCCS00000113	Adenosine 5'-phosphosulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H14N5O10PS	Predicted CCS	[M+Na-2H]-	447.9946	186.4	4	2023-04-30
9	AllCCS00000113	Adenosine 5'-phosphosulfate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OS(O)(=O)=O	C10H14N5O10PS	Predicted CCS	[M+HCOO]-	472.0181	194.2	4	2023-04-30
5580	AllCCS00002085	Adenosine Diphosphate Ribose	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OCC4(C(C(C(O)(O4)[H])(O)[H])(O)[H])[H]	C15H23N5O14P2	Experimental CCS	[M+H]+	560.079	212.4	1	2019-08-12
5581	AllCCS00002085	Adenosine Diphosphate Ribose	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OCC4(C(C(C(O)(O4)[H])(O)[H])(O)[H])[H]	C15H23N5O14P2	Experimental CCS	[M+Na]+	582.061	217.8	1	2019-08-12
5582	AllCCS00002085	Adenosine Diphosphate Ribose	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OCC4(C(C(C(O)(O4)[H])(O)[H])(O)[H])[H]	C15H23N5O14P2	Experimental CCS	[M-H]-	558.0644	206.4	1	2019-08-12
5583	AllCCS00002085	Adenosine Diphosphate Ribose	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OCC4(C(C(C(O)(O4)[H])(O)[H])(O)[H])[H]	C15H23N5O14P2	Predicted CCS	[M+H]+	560.079	212.8	4	2019-11-07
5584	AllCCS00002085	Adenosine Diphosphate Ribose	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OCC4(C(C(C(O)(O4)[H])(O)[H])(O)[H])[H]	C15H23N5O14P2	Predicted CCS	[M-H2O+H]+	542.0684	211.5	4	2019-11-07
5585	AllCCS00002085	Adenosine Diphosphate Ribose	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OCC4(C(C(C(O)(O4)[H])(O)[H])(O)[H])[H]	C15H23N5O14P2	Predicted CCS	[M+NH4]+	577.1056	214.1	4	2019-11-07
5586	AllCCS00002085	Adenosine Diphosphate Ribose	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OCC4(C(C(C(O)(O4)[H])(O)[H])(O)[H])[H]	C15H23N5O14P2	Predicted CCS	[M+Na]+	582.061	214.4	4	2019-11-07
5587	AllCCS00002085	Adenosine Diphosphate Ribose	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OCC4(C(C(C(O)(O4)[H])(O)[H])(O)[H])[H]	C15H23N5O14P2	Predicted CCS	[M-H]-	558.0644	205.3	4	2019-11-07
5588	AllCCS00002085	Adenosine Diphosphate Ribose	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OCC4(C(C(C(O)(O4)[H])(O)[H])(O)[H])[H]	C15H23N5O14P2	Predicted CCS	[M+Na-2H]-	580.0464	205.9	4	2019-11-07
5589	AllCCS00002085	Adenosine Diphosphate Ribose	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(=O)OP(O)(=O)OCC4(C(C(C(O)(O4)[H])(O)[H])(O)[H])[H]	C15H23N5O14P2	Predicted CCS	[M+HCOO]-	604.0699	206.8	4	2019-11-07
5463	AllCCS00000144	Adenosine phosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(O)=O	C10H14N5O7P	Experimental CCS	[M+H]+	348.0704	172.0	2	2022-10-07
5464	AllCCS00000144	Adenosine phosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(O)=O	C10H14N5O7P	Experimental CCS	[M+Na]+	370.0524	178.4	2	2022-10-07
5465	AllCCS00000144	Adenosine phosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(O)=O	C10H14N5O7P	Experimental CCS	[M-H]-	346.0558	173.3	2	2022-10-07
5466	AllCCS00000144	Adenosine phosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(O)=O	C10H14N5O7P	Experimental CCS	[M+Na-2H]-	368.0378	179.8	1	2022-10-07
5467	AllCCS00000144	Adenosine phosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(O)=O	C10H14N5O7P	Predicted CCS	[M+H]+	348.0704	173.0	4	2023-04-30
5468	AllCCS00000144	Adenosine phosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(O)=O	C10H14N5O7P	Predicted CCS	[M+Na]+	370.0524	179.3	4	2023-04-30
5469	AllCCS00000144	Adenosine phosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(O)=O	C10H14N5O7P	Predicted CCS	[M+NH4]+	365.097	176.9	4	2023-04-30
5470	AllCCS00000144	Adenosine phosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(O)=O	C10H14N5O7P	Predicted CCS	[M-H2O+H]+	330.0598	165.2	4	2023-04-30
5471	AllCCS00000144	Adenosine phosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(O)=O	C10H14N5O7P	Predicted CCS	[M-H]-	346.0558	172.1	4	2023-04-30
5472	AllCCS00000144	Adenosine phosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(O)=O	C10H14N5O7P	Predicted CCS	[M+Na-2H]-	368.0378	174.9	4	2023-04-30
5473	AllCCS00000144	Adenosine phosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(O)[H])[H])OP(O)(O)=O	C10H14N5O7P	Predicted CCS	[M+HCOO]-	392.0613	184.4	4	2023-04-30
5439	AllCCS00000096	Adenosine-3'-5'-Diphosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(O)=O	C10H15N5O10P2	Experimental CCS	[M+H]+	428.0367	183.1	1	2019-08-12
5440	AllCCS00000096	Adenosine-3'-5'-Diphosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(O)=O	C10H15N5O10P2	Experimental CCS	[M+Na]+	450.0187	188.2	1	2019-08-12
5441	AllCCS00000096	Adenosine-3'-5'-Diphosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(O)=O	C10H15N5O10P2	Experimental CCS	[M-H]-	426.0221	184.2	1	2019-08-12
5442	AllCCS00000096	Adenosine-3'-5'-Diphosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(O)=O	C10H15N5O10P2	Experimental CCS	[M-H2O-H]-	408.0115	179.5	3	2019-08-12
5443	AllCCS00000096	Adenosine-3'-5'-Diphosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(O)=O	C10H15N5O10P2	Experimental CCS	[M+Na-2H]-	448.0041	188.7	1	2019-08-12
5444	AllCCS00000096	Adenosine-3'-5'-Diphosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(O)=O	C10H15N5O10P2	Predicted CCS	[M+H]+	428.0367	184.2	4	2023-04-30
5445	AllCCS00000096	Adenosine-3'-5'-Diphosphate	C(C1(C(C(C(N2C=NC3=C(N)N=CN=C32)(O1)[H])(O)[H])(OP(O)(O)=O)[H])[H])OP(O)(O)=O	C10H15N5O10P2	Predicted CCS	[M+Na]+	450.0187	190.6	4	2023-04-30
