ReplicateName	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Biotin [[M+H]]	Choline [[M+H]]	Coenzyme A [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]/Isomaltose [[M+Na]]/Maltose [[M+Na]]/Palatinose [[M+Na]]	D-(+)-Turanose [[M+Na]]	Flavin adenine dinucleotide [[M+H]]	Glucosamine 6-Phosphate [[M+H]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Guanosine-5'-Diphosphate [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Histidinol [[M+H]]	L-Lysine [[M+H]]	L-Tryptophan [[M+NH4]]	L-Valine [[M+H]]	Linoleic acid [[M+Na]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N2-Acetyl-L-ornithine [[M+H]]	Nicotinamide [[M+H]]	O-acetyl-L-serine [[M+H]]	Pidolic Acid [[M+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	d-Desthiobiotin [[M+H]]	gamma-Glutamylcysteine [[M+H]]	Experimental group
Inj00142-Positive-E10.d.DeMP	7337.152817913491	10796.018976680934	864.5474185223532	300.35919704532455	917.9897080867239	1048.551250946516	5003.280678709956	3975.7004527823706	41862.224845853096	5819.121200414148	1848.156140377988	7101.736149959048	328.771553522585	867.2533572344731	656.19013768911	6203.3644975351945	1741.2715612492464	1852.891533124198	496.53975367402757	9.470785492420143	906.4894685602138	1539.6791271963034	26150.86819860611	1093.1992396964965	2128.2207970824124	54.79525892043083	19798.677071904312	2455.6393812489373	75.76628393936114	2701.879804051861	31.118295189380472	387.6257205111959	1062.757429185146	148.15014448857224	1493.6781690902626	372.7430575945357	1318.46863748049	43.29501939392066	1573.503361097804	1704.0649039575958	54.79525892043083	1704.0649039575958	1345.5280246016905	844.9293628594828	Negative control with alanine supplementation without caffeine.
Inj00143-Positive-F11.d.DeMP	8879.374160754574	4364.764685096088	495.0229688222023	125.7625920791541	3069.142406697654	1755.859849411509	2156.1595041996247	4818.580336513632	18310.498246758543	7171.143548343255	1546.6123025904483	4031.895186061051	161.0831498545761	541.0467259235097	598.8440022832912	3095.900405012368	637.5093098480525	824.14634809318	518.5700073391503	21.40639865177091	662.5280382723097	1658.9958955122456	14796.102748104053	420.63573350729837	402.97545461958737	107.56715322514883	21398.90641224279	1353.95471472451	128.97355187691974	172.8566691130501	91.51235423632065	306.11150072032405	1273.6807197803691	84.5552746744951	589.7462828562885	598.8440022832912	600.449482182174	93.11783413520347	2411.9659680882874	555.4960450134552	107.56715322514883	575.2969637663432	758.3216722389845	488.601049226671	Baseline condition with no supplementation or treatment.
Inj00151-Positive-D7.d.DeMP	7233.787396357975	11520.200562191645	444.54198105015337	127.20531573429045	2556.962171063211	2870.2390922598943	2738.297408386561	6291.926760708335	42378.99223609476	5442.76361577996	2169.9332317014337	4402.115873230286	690.8331242803753	1343.0986794285454	982.4580768414348	3824.2789602670728	1814.5364652682629	1862.7459266835194	140.7377961315554	69.0156500260512	945.2437557489562	1910.7862320938098	23802.27977074931	458.75108546728154	2465.6179283816723	403.2679158384953	32270.229379337845	992.6074371393835	337.6353859117603	682.0370120221531	21.65196863562391	524.3836153940165	805.1825836372641	450.6315972289226	824.8046802132982	658.3551713269394	922.2385390736058	2.0298720595897413	2711.9090716118944	1790.347156558152	418.1536442754867	1798.4666447965108	122.46894759524773	268.61973588570913	Low arginine supplementation without caffeine treatment.
Inj00152-Positive-A5.d.DeMP	5991.529411764706	7328.470588235294	768.0	76.23529411764706	1296.9411764705883	1894.5882352941176	2707.764705882353	3251.764705882353	28124.70588235294	4759.058823529412	1832.4705882352941	6476.705882352941	58.8235294117647	673.4117647058823	226.8235294117647	3941.176470588235	2360.235294117647	2456.9411764705883	100.70588235294117	75.76470588235294	1121.8823529411766	883.2941176470588	15352.470588235294	798.5882352941177	1093.1764705882354	163.2941176470588	12101.176470588236	1279.5294117647059	118.58823529411765	1177.4117647058824	21.176470588235293	244.7058823529412	631.0588235294117	68.23529411764706	1173.6470588235295	316.2352941176471	1210.4477194789686	1.411764705882353	944.0	2314.3529411764707	152.0	2328.0	657.4117647058823	871.5294117647059	Negative control with alanine supplementation without caffeine.
Inj00153-Positive-D9.d.DeMP	7003.0478300031255	9551.710042094815	409.07623021635635	311.57239756622124	1828.3801400709547	1007.295233543501	1934.6813110053124	7437.416407786622	37125.50067094355	5741.729453502693	3363.5156706678185	7396.362162460249	118.03095531332144	1260.9518207385895	414.94112240583814	3933.876436094925	1635.5718093417402	1635.5718093417402	296.9101670925167	13.196007426334075	1938.3468686237386	1054.2143710593555	24738.11525523428	513.9111781033437	447.1980294479881	296.17705556883146	169946.24786309074	1878.9648352052352	192.80833072921453	123.16273597911804	93.83827503170897	394.4139997426518	1699.3525119023548	109.96672855278396	174.4805426370839	4253.513060421684	1341.5940883439644	2.199334571055679	1787.325894744582	1635.5718093417402	266.8525946214224	1635.5718093417402	306.44061690042463	187.67655006341795	High arginine supplementation without caffeine treatment.
Inj00154-Positive-F12.d.DeMP	7856.793770856508	10961.803781979977	657.2182424916574	43.672525027808675	1871.5274749721914	2420.0969966629586	3781.4015572858734	6572.182424916574	36550.70789766407	6640.3541713014465	2512.7679644048944	15674.17575083426	181.08120133481646	1828.9201334816462	960.7955506117909	7312.484983314795	1980.1761957730812	1980.1761957730812	744.5632925472747	6.3911012235817575	928.8400444938821	401.5741935483871	19770.871635150168	122.49610678531702	1069.4442714126808	66.04137931034482	46610.30122358176	2225.168409343715	154.45161290322582	17.04293659621802	144.86496106785316	704.0863181312569	2680.0017797552837	34.08587319243604	2008.936151279199	1129.094549499444	1681.924805339266	3.1955506117908787	1337.8705228031147	1956.7421579532815	17.04293659621802	1968.4591768631813	1581.797552836485	355.77130144605115	Negative control with alanine supplementation without caffeine.
Inj00155-Positive-A12.d.DeMP	8615.119670606986	4601.606986319564	931.405897197503	643.516801700093	1969.0382520919113	2326.2054721742597	363.3252756010094	9180.12126444415	17358.018993226193	6961.68176384646	2949.7085934387037	7962.365785628902	1365.548811263116	714.3344401646965	220.67056921064847	11888.126178775401	1467.1567273210253	1467.1567273210253	133.9377075308806	207.83437375481472	1929.0108912206135	13932.600610970912	16956.205870633552	451.0775667419312	24.63222207464471	133.9377075308806	11591.0	1808.9288086067206	266.3359011820959	2.309270819497941	172.42555452251295	1373.2463806614423	1785.8361004117412	63.12006906627706	358.7067339620136	261.71735954310003	2173.7935980873954	351.0091645636871	18227.844335237085	1336.2980475494753	133.9377075308806	1424.0503386903972	420.2872891486253	340.23256740603	Low arginine supplementation with caffeine treatment.
Inj00156-Positive-G11.d.DeMP	10132.463135001024	14443.450922531552	469.09551550930667	418.43319983430155	1700.0021482057275	2177.5413829942017	4846.694866242156	5325.172292061649	51604.25947014781	7801.996613950789	3415.0153529077525	11857.796441044255	1689.6820468645226	1753.4790369737884	377.15279446948256	11164.4732691215	1642.3033997980826	1643.7106863446106	323.67590570142164	159.49247527316427	1922.3534225571389	1373.51166941125	31413.450291596233	1118.3237089741872	1964.5720189529764	320.8613326083658	23344.069233805138	2370.808735384036	336.8105801356822	2642.884134379434	71.30251835741461	556.3472813940377	1569.59359489414	151.04875599399676	906.2925359639805	798.40056739684	809.6588597690634	2.81457309305584	2315.455464553938	1637.1433491274804	310.54123126716104	1643.7106863446106	1199.9463286728064	167.93619455233178	Negative control with alanine supplementation without caffeine.
Inj00164-Positive-H10.d.DeMP	7738.20507105447	13101.71074758635	509.46429596222794	380.3796392641522	1879.747574757186	4856.332824179678	3321.0656054629194	7375.393166133843	45860.18859650394	6575.679346235113	3141.569189344293	5723.262323305808	296.3600402299017	1820.9338554332105	805.0605216554546	6475.619641930687	1515.4080407632089	1515.4080407632089	135.19517299147577	135.9589875281508	34.7535614187127	382.6710828741772	23514.794326076688	244.42065173600142	1400.835860261958	77.90908274085045	32231.445818611835	1250.3643965369822	100.05970430442558	588.1371932397534	216.92332841570126	595.7753386065034	1625.3973340444095	47.35650127385028	1479.5087575394837	643.8956544170287	2092.088015952837	54.994646640600315	2466.3571389235894	1503.9508227130837	77.90908274085045	1515.4080407632089	553.7655390893782	212.34044119565124	Low arginine supplementation without caffeine treatment.
Inj00165-Positive-D12.d.DeMP	3232.0	5542.068071312804	288.1037277147488	5.238249594813614	722.8784440842787	1240.4175040518637	1076.984116693679	5544.163371150729	25465.226580226903	2839.1312803889787	200.10113452188006	4918.716369529983	90.09789303079417	81.71669367909237	142.4803889789303	274.48427876823337	221.83987034035655	222.10178282009724	66.00194489465153	76.84875133446458	1058.12641815235	10095.154619124796	22994.8680713128	411.72641815235005	521.729659643436	319.53322528363043	112008.44343598055	933.456077795786	24.095948136142624	88.00259319286872	2.619124797406807	245.15008103727715	2521.693354943274	144.57568881685575	570.969205834684	3157.6168557536466	2908.2761750405184	185.43403565640193	12807.520259319286	214.76823338735818	296.48492706645055	222.10178282009724	2164.444732576985	631.7329011345219	High arginine supplementation with caffeine treatment.
Inj00167-Positive-C11.d.DeMP	2901.4379610999326	11287.983903420523	2672.1395036887993	133.60697518443996	1101.3547954393025	956.9148222669348	1054.411804158283	11759.219315895372	42584.51509054326	2692.0	362.9054325955734	9700.949698189133	361.09993293091884	19.860496311200535	133.60697518443996	28.887994634473507	236.52045606975184	236.52045606975184	72.21998658618377	10.832997987927564	1847.0261569416498	19994.103286384976	40988.45338698859	406.32432724794285	429.7089201877934	10.832997987927564	208629.09725016766	2657.6955063715627	503.73440643863177	171.52246814218645	4.513749161636485	1724.2521797451375	3224.6224010731053	1218.712273641851	3152.4024144869213	2493.3950368879946	7030.61569416499	5.416498993963782	22841.37625754527	236.52045606975184	8.124748490945674	236.52045606975184	644.5633802816901	1845.220657276995	High arginine supplementation with caffeine treatment.
Inj00168-Positive-E4.d.DeMP	7570.999999999999	2094.2027027027025	385.70270270270265	134.0	4546.04054054054	3315.5945945945946	1222.2972972972973	4312.445945945946	8805.067567567567	6106.959459459459	989.608108108108	1474.9054054054052	190.13513513513513	884.581081081081	320.20383214827945	3037.635135135135	114.08108108108107	114.08108108108107	727.9459459459459	5.4324324324324325	1497.5405405405404	11811.918918918918	18212.22972972973	573.1216216216216	533.2837837837837	20.824324324324323	15897.108108108107	2661.8918918918916	4.979729729729729	429.16216216216213	114.98648648648648	470.8108108108108	2152.1486486486483	292.44594594594594	1373.5	194.66216216216216	1783.6486486486485	424.6351351351351	14150.58108108108	114.08108108108107	24.445945945945944	114.08108108108107	34.4054054054054	159.35135135135133	Caffeine treatment without arginine supplementation.
Inj00177-Positive-C10.d.DeMP	5242.012065583135	6624.741626063457	414.6088636545466	322.8069010798062	1647.6352237270405	1820.4389179853754	1935.6413808242655	9849.210559897805	27649.191094160873	4242.0906889112075	2143.245819065182	6820.3458077586565	101.40216781131458	1018.8217807314329	548.411724139299	3149.467330423611	883.2188817648229	1023.6218833497201	99.00211650217105	76.8016418925933	844.2180479912404	750.0160341073564	21109.65128957201	201.0042971407715	874.2186893555346	194.4041560406268	142610.4487764819	1334.4285278838086	121.2025911117488	0.9000192409288277	130.20278352103708	364.80779898981814	1762.2376737386446	235.20502829606698	772.2165087169342	3868.8827103393874	2445.052271189982	19.200410473148324	754.8161367256434	825.6176503453779	194.4041560406268	836.4178812365238	731.4156364614939	184.20393797676672	High arginine supplementation without caffeine treatment.
Inj00178-Positive-A3.d.DeMP	7418.255724530406	6984.972506873281	1045.3817314902044	101.44329302289812	2848.149404956453	4232.2485724722665	1424.504546940188	10053.202276353988	26813.697537154174	6127.002960798262	2757.0223790206296	4079.2239440139965	499.4792647991848	1292.9721415799897	9.45657816315152	5958.503931709381	2738.3241449253073	2742.4076673139407	147.86649491473287	165.06027339319016	1920.5450560436814	816.7044777267222	22843.654086478382	696.348028377521	359.34997019975776	131.53240536019842	37135.98244669602	1254.2861400034608	36.96662372868322	1.2895333858842981	11.17595601099725	540.7443331474824	2340.9329398419627	400.6150385480553	726.4371407148213	584.5884682675485	1820.821140868629	39.54569050045181	2083.026262665103	2665.8953530848057	110.04018226212678	2737.2495337704036	1397.8541902985792	1377.2216561244304	Low arginine supplementation without caffeine treatment.
