well	AUC	log_auc	final_value	TV	outlier
E11	19722.780000000002	9.889529591902312	0.9360999999999999	0.8642999999999998	False
E12	7760.910000000001	8.956854874471993	0.10880000000000001	0.12215000000000001	False
F1	17204.280000000002	9.752913469114128	0.6698500000000001	0.6027000000000001	False
F2	25353.39	10.140667727928657	1.30255	1.2062500000000003	True
F3	15447.09	9.645175915136068	0.64565	0.58155	False
F4	9481.41	9.15708831847192	0.12735	0.1003499999999999	False
F5	22213.649999999998	10.0084622438183	1.0457999999999998	0.9970499999999999	False
F6	13648.11	9.52135632956123	0.5085	0.43054999999999993	False
F7	19652.67	9.885968485980326	0.79455	0.7062499999999999	False
F8	16562.280000000002	9.714883099681868	0.6941999999999999	0.6223999999999998	False
F9	8783.369999999999	9.080615439979592	0.1232	0.10684999999999992	False
F10	10350.36	9.244776580793925	0.23270000000000002	0.15040000000000003	True
F11	15895.439999999999	9.673787554685584	0.5814	0.5050000000000001	False
F12	14225.82	9.56281390239463	0.4282	0.3555000000000001	False
G1	9210.6	9.128110273815782	0.11935000000000001	0.1912000000000001	False
G2	19354.170000000002	9.870663179167941	0.84975	0.78335	False
G3	17368.71	9.762425590559051	0.75	0.6909500000000001	False
G4	16606.26	9.717535011751073	0.67995	0.6074	False
G5	25390.74	10.1421398196462	1.2641	1.1727	True
G6	16143.42	9.689267815349897	0.47705	0.6205999999999998	False
G7	13778.85	9.530890086876155	0.4272	0.33265	False
G8	10679.82	9.276111258533208	0.33775	0.2678	False
G9	13109.160000000002	9.481066501554707	0.44389999999999996	0.36239999999999994	False
G10	9875.700000000003	9.197832473434232	0.13655	0.10669999999999998	False
G11	13409.82	9.503742553441418	0.40165	0.33	False
G12	12532.049999999997	9.436044641930065	0.35685	0.27935	True
H1	13662.060000000001	9.52237792709887	0.5292	0.4515	True
H2	43231.89	10.674333696368272	2.31245	3.00045	True
H3	16633.350000000002	9.719164995135127	0.6588	0.5881500000000001	True
H4	41457.54	10.632425049955424	2.1079	2.3533	True
H5	16338.75	9.701294866160966	0.6226	0.55475	False
H6	10219.44	9.232047067833726	0.14525	0.1541000000000001	False
H7	15753.33	9.664807050540816	0.6201	0.54245	False
H8	12565.080000000002	9.43867681692917	0.30655	0.2507	True
H9	12138.69	9.404153151130412	0.40215	0.32815000000000005	False
H10	22150.38	10.005609931127477	1.0027	0.9123	False
H11	9798.24	9.189958056795442	0.1412	0.12639999999999998	False
H12	19586.460000000003	9.882593790219586	0.8218000000000001	0.7715000000000001	False
