Group1	Group2	Feature	U_stat	p_raw	Median1	Median2	p_corrected
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Asparagine [[M+NH4]]	24.0	0.6216006216006216	2638.023955831916	2147.7311498429617	0.8170911295911295
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Biotin [[M+H]]	4.0	0.018648018648018648	719.0	1563.3588557928786	0.1176965111391341
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Choline [[M+H]]	40.0	0.001554001554001554	1210.1378600823043	285.3346985005418	0.04602235371466141
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Cytidine [[M+H]]	9.0	0.12742812742812742	8149.065753366622	12944.32050775912	0.3292605977169735
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	D-(+)-Melibiose [[M+Na]]/Isomaltose [[M+Na]]/Maltose [[M+Na]]	7.0	0.06526806526806528	1365.8072916666667	3397.1195996776487	0.22797766749379653
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	D-(+)-Turanose [[M+Na]]/Palatinose [[M+Na]]	9.0	0.12742812742812742	1365.8072916666667	3402.824667523115	0.3292605977169735
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	D-Fructose [[M+Na]]/D-Mannose [[M+Na]]	14.0	0.43512043512043513	537.0045466012182	2952.8586830325476	0.6518341148691343
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	D-Galactose [[M+Na]]	11.0	0.2222222222222222	675.0	3792.2727797137236	0.4624624624624624
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	D-Glucose [[M+Na]]	7.0	0.06526806526806528	1076.0	4540.820363243611	0.22797766749379653
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Deoxyadenosine [[M+H]]	20.0	1.0	133.16320199349494	122.13070687527849	1.0
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Galactose [[M+Na]]	10.0	0.17094017094017094	690.0	3808.9817633211555	0.3985347985347986
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Glucosamine [[M+H]]	11.0	0.2222222222222222	2578.491307916863	4237.454341762071	0.4624624624624624
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Glutamic Acid [[M-H2O+H]]	30.0	0.17094017094017094	10758.645833333334	5849.1828009213	0.3985347985347986
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Glutathione [[M+H]]	5.0	0.029526029526029528	34061.276041666664	54570.94554345524	0.1510989010989011
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Guanosine-5'-Diphosphate [[M+H]]	26.0	0.43512043512043513	224.5497131655013	82.61511697121585	0.6518341148691343
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Histidine [[M+H]]	31.0	0.12742812742812742	1335.0802469135804	629.2775211701309	0.3292605977169735
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Imidazoleacetic acid [[M+H]]	22.0	0.8329448329448329	163.5843621399177	130.25938136843618	0.9434919918790886
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Indole-3-Ethanol [[M+H]]	8.0	0.09324009324009325	1032.0	1518.6470889092766	0.2699055330634278
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Inositol [[M+Na]]	7.0	0.06526806526806528	1076.0	3528.4192244363376	0.22797766749379653
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	L-2-Amino-4-[2-Aminophenyl]-4-Oxobutanoic Acid [[M+H]]	16.0	0.6216006216006216	14.916666666666666	36.69868011701097	0.8170911295911295
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	L-Arginine [[M+H]]	19.0	0.9432789432789432	18951.625	20491.395622843447	0.9935897435897436
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	L-Citrulline [[M+H]]	33.0	0.06526806526806528	3370.224279835391	2075.789820522943	0.22797766749379653
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	L-Glutamine [[M+H]]	32.0	0.09324009324009325	162.75502465871602	58.6113055988073	0.2699055330634278
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	L-Threonine [[M+Na]]	15.0	0.5236985236985237	74.58333333333333	97.5134328205602	0.727699530516432
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	L-Tryptophan [[M+NH4]]	17.0	0.7241647241647241	580.8177083333334	520.6242418115648	0.9022764362570187
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	L-Tyrosine [[M+Na]]	1.0	0.003108003108003108	24.0	264.29313067508883	0.05555555555555556
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Methionine [[M+H]]	26.0	0.43512043512043513	2084.482802447192	1494.0331447399822	0.6518341148691343
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	13.0	0.3543123543123543	193.0	517.3730319423793	0.5755707021529807
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	N2-Acetyl-L-ornithine [[M+H]]	17.0	0.7241647241647241	261.0416666666667	312.0068722649896	0.9022764362570187
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Niacin [[M+H]]	4.0	0.018648018648018648	270.7017782462344	1046.3713975523096	0.1176965111391341
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Nicotinamide [[M+H]]	12.0	0.28438228438228436	713.0	1146.7972505777327	0.5116223340522406
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Nicotinamide ribotide [[M+H]]	4.0	0.018648018648018648	63.16333412009967	301.19236531973485	0.1176965111391341
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	O-acetyl-L-serine [[M+H]]	16.0	0.6216006216006216	96.6085975246924	109.89564727852182	0.8170911295911295
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Phenylethyl alcohol [[M+H]]	16.0	0.6216006216006216	331.6024833955658	592.3441307637161	0.8170911295911295
