,Amino acid,Fold,R2,MAE,RMSE
47,glycine,8,0.0003305065273555563,0.2854835478322776,0.3998473512308963
48,glycine,9,-0.0006495741016447898,0.26974312593069816,0.3684604452352558
49,glycine,10,-0.0007662771592271689,0.2861027913420411,0.39173842412765325
50,histidine,1,0.10299747050159913,0.6109482094295984,0.8571439277182686
51,histidine,2,0.059166713548503,0.6535492131703738,0.8955445311678549
52,histidine,3,-0.011226797265200705,0.6647369953448906,0.8740519812737951
53,histidine,4,0.06414039880911737,0.7213954093152517,1.0000207442873146
54,histidine,5,-0.0026019978929607834,0.6613995860674654,0.8696114596481342
55,histidine,6,0.06233973843893248,0.6150014342030955,0.8049239526247033
56,histidine,7,0.014701715161788309,0.6777799000517022,0.900638913276407
57,histidine,8,0.09471848975843011,0.687270285519777,0.9105449891477987
58,histidine,9,0.055700688068646254,0.6512634333699662,0.8739571489268573
59,histidine,10,0.05921667488751825,0.7262375160737826,0.9856468107421709
60,isoleucine,1,0.005770669793237704,0.0222942052140057,0.03286889797190452
61,isoleucine,2,0.0732033978679546,0.021839955868825228,0.034880735379539764
62,isoleucine,3,0.09023202349194515,0.0197214129121055,0.029118158607026955
63,isoleucine,4,0.06888881317598383,0.020528488030796273,0.02989964262954011
64,isoleucine,5,0.007785005960895042,0.021193520264650576,0.03027357120288921
65,isoleucine,6,0.044239820065998026,0.020414559617323934,0.02899414902202073
66,isoleucine,7,0.010749175909141595,0.021053159315991537,0.02840723294236373
67,isoleucine,8,0.0419631046998209,0.022451724448890542,0.0348792945922362
68,isoleucine,9,0.06336446772596038,0.02225082443587997,0.03299993712058846
69,isoleucine,10,0.08979585537905377,0.02137413414807562,0.03053267828807456
70,lysine,1,0.02220157737416739,0.15371748313318206,0.22428320959393444
71,lysine,2,0.02437069094200306,0.17045779241830672,0.26171972477926664
72,lysine,3,0.01726895817345908,0.1679638854710333,0.26092501463592943
73,lysine,4,0.008769587382093769,0.17168230781851124,0.3790708026787239
74,lysine,5,0.018802868830153252,0.16135102498403633,0.2308382481353159
75,lysine,6,0.0021991798742301283,0.1769251051717889,0.38002818335048705
76,lysine,7,0.011566855465694026,0.1784139408591193,0.3207830536620086
77,lysine,8,-0.03928253323919151,0.15654319323110075,0.20950784149071972
78,lysine,9,0.029562823857551934,0.163853872831686,0.22673772104343506
79,lysine,10,0.014981099860009395,0.1873055853301963,0.4679765266858696
80,leucine,1,0.062112985305415425,0.033486512025976814,0.043614843414015184
81,leucine,2,0.03215357045239331,0.03526882329918896,0.0515037587199311
82,leucine,3,0.04215862092586531,0.032943190405398205,0.04370200652659497
83,leucine,4,0.04857844809389866,0.03286233841569487,0.04386192258784568
84,leucine,5,-0.0011117102313471516,0.0333337235377128,0.045439606212527926
85,leucine,6,0.023525856545558832,0.03494757884537879,0.046066181988201955
86,leucine,7,0.01922971424141584,0.03494287543310709,0.045626342142913584
87,leucine,8,0.03344823232829108,0.03236205397875172,0.04376665183777286
88,leucine,9,0.08076195520412388,0.03237129616164859,0.043817459047289904
89,leucine,10,0.02120146238745657,0.033993733436481835,0.04545610822109431
90,methionine,1,0.06479577649081014,0.014286492040039478,0.01941446451357685
91,methionine,2,0.06554867479303128,0.016964397759807986,0.02725930780458733
92,methionine,3,0.04103164549828153,0.015234867063008722,0.02151082199370713
93,methionine,4,0.10321946132247883,0.01476805630049983,0.01932451142822273
94,methionine,5,0.05588108516590695,0.01629139100436295,0.022217054890515814
95,methionine,6,0.11367853413680595,0.015625514824451205,0.020986088551515573
96,methionine,7,0.040036784819509896,0.016047592492486062,0.021566304192232308
97,methionine,8,0.032964080476514224,0.016834830110807286,0.027496392836353488
98,methionine,9,0.0789506825006181,0.014831835764607193,0.020016039757051206
99,methionine,10,0.10206362645377376,0.014526768968532397,0.019752395197517543
100,asparagine,1,0.045537963252827995,0.09434775551239273,0.16089767418009387
101,asparagine,2,0.05710819026619829,0.1016191950814777,0.1515740262763695
102,asparagine,3,-0.005353994874317758,0.08087149532014826,0.11621075781637706
103,asparagine,4,0.05328276522049147,0.08185864108376457,0.13205271212538075
104,asparagine,5,0.052087875159816055,0.0932177406054827,0.15559362053434422
105,asparagine,6,0.04477843894131783,0.09120110366940895,0.14694618877769555
106,asparagine,7,0.021990918032499196,0.085722144632313,0.13257313617281244
107,asparagine,8,0.00312422470622975,0.07747895699360216,0.11602826875749575
108,asparagine,9,0.030959122512003945,0.08111280512580182,0.11841516463511714
109,asparagine,10,0.04548941567842191,0.08633440520843734,0.13334752984662065
110,proline,1,0.06417706512097332,0.09194040688895949,0.13399541450164393
111,proline,2,0.12303035216916569,0.08809045011952052,0.1307839331006779
112,proline,3,0.045878219041520785,0.08636590478096706,0.12245416246433266
113,proline,4,0.10191317734610994,0.09222274914131724,0.13374656478732164
114,proline,5,0.010829350876371935,0.09538939994865507,0.13894784324887843
115,proline,6,0.1167203678799027,0.09187363229439213,0.13044400290741748
116,proline,7,0.10365288387185567,0.08693336079906253,0.12277739627719679
117,proline,8,0.0923851373574538,0.08884364878922218,0.13118877529632353
118,proline,9,0.09657070419842073,0.08800858415305886,0.13061619770805008
119,proline,10,0.14190694164046191,0.08524999646782418,0.12489559985873205
120,glutamine,1,0.04070642026240945,2.4365408894314453,3.5745529202172217
121,glutamine,2,0.0499339770139372,2.9579453083840344,4.117493853590219
122,glutamine,3,0.010977852399355892,2.638313394378444,3.5812875507771604
123,glutamine,4,-0.007684739614738367,2.616542423752218,4.7322442817782475
124,glutamine,5,0.025230194985810694,2.7624122091403542,3.8188104896119737
125,glutamine,6,0.08159606863588109,2.577159893869551,3.8688500795842318
126,glutamine,7,-0.0031909114580037645,2.4772681359846285,3.523769516781223
127,glutamine,8,0.024266883081361934,2.3435517558444987,3.2537245308841856
128,glutamine,9,0.048025237693028466,2.4388740230108468,3.4498191970370895
129,glutamine,10,0.08350831272469361,2.4716457328201256,3.485435465456609
130,arginine,1,0.04521854772598555,0.9844462573575973,1.4164718267521694
131,arginine,2,0.07136698603570946,0.9947103993108047,1.4094441628414982
132,arginine,3,-0.004403256191440219,0.9510305950633203,1.4924425617686528
133,arginine,4,0.00835230995976377,1.1421790513312227,1.6888546674995046
134,arginine,5,0.016690314524810068,1.0072132418584334,1.4599892645211061
135,arginine,6,-0.0052767174236560965,0.996129968512277,1.3694471357713585
136,arginine,7,0.05433339457470765,0.9720358843790438,1.4296121035011171
137,arginine,8,-0.008243707869705963,1.0264670627018655,1.3948885553191979
138,arginine,9,0.032237425926678,0.9964627878238614,1.5819375603360146
139,arginine,10,0.045980547958415885,0.960824433899424,1.3720045899551283
140,serine,1,0.09230473073759904,0.182152445879943,0.2616807571530263
141,serine,2,0.03849624788971895,0.21588333082723551,0.5817278269971714
142,serine,3,0.04521410427236783,0.1753345014250034,0.2561171109462589
143,serine,4,0.09390839266526063,0.18480822198595592,0.2619132562730709
144,serine,5,0.03668740450097152,0.17177312862045502,0.25984361411660134
145,serine,6,0.09413007215633595,0.17056602862960343,0.25575538134654713
146,serine,7,0.036568960787552895,0.17361544276312105,0.24637334903458932
147,serine,8,0.04837801410209164,0.17819257511159503,0.2996528506241509
148,serine,9,0.0845446109352802,0.1670470984152555,0.23527079960064431
149,serine,10,0.0629621078870245,0.1638729418632579,0.22830515378259067
150,threonine,1,0.02483456694352726,0.2451246096977659,0.3425929983933428
151,threonine,2,0.020529512313206766,0.22630723593572835,0.3400005326425926
152,threonine,3,0.00485445319808997,0.22641826272958895,0.3312590655506546
153,threonine,4,0.007864893113666782,0.22870489038340225,0.3607923253718176
154,threonine,5,0.0070012850209539845,0.21410352004167982,0.29220739409224405
155,threonine,6,0.00717774994769893,0.2278364669194227,0.3251446739291247
156,threonine,7,0.0093933951434797,0.24188387736093442,0.3575479068756238
157,threonine,8,-0.02797638018777815,0.230943061151074,0.36852682526734987
158,threonine,9,0.024358846364598175,0.2298004461673517,0.41674331426619227
159,threonine,10,0.009625766760919863,0.22788839851973042,0.32304354938435015
160,valine,1,0.05189594181455248,0.09219623508923365,0.17860871778470067
161,valine,2,0.06849027837411725,0.11514295491472806,0.3212664134309553
162,valine,3,0.11783834535355575,0.09761458923013383,0.256659721166431
163,valine,4,-0.038848177594937416,0.09197840200891418,0.16820797035633644
164,valine,5,-0.1926804826711559,0.09414447994088271,0.1608746302239505
165,valine,6,0.05782138674410697,0.10541455730344618,0.2587771646995629
166,valine,7,-0.05005857289679705,0.09304707193718645,0.18883050320105849
167,valine,8,0.05160738334673365,0.09955555439192748,0.22610422262418417
168,valine,9,0.05316425446429651,0.10439302666540709,0.3003473670907114
169,valine,10,0.07269643117904678,0.10012547235561248,0.2673863865275103
170,tryptophan,1,-0.002096489073462493,0.004312735166241641,0.006316377037578445
171,tryptophan,2,-0.0003847284243867488,0.004792059907651856,0.008714443136824804
172,tryptophan,3,0.009704006057217662,0.004545548484896108,0.006696698257722805
173,tryptophan,4,-0.0005170272175023527,0.004545233386678243,0.007404771573413508
174,tryptophan,5,-0.005953293766250978,0.004507533806610953,0.006874359973821243
175,tryptophan,6,-0.004057648441804229,0.0042332744592011905,0.005991929897267069
176,tryptophan,7,-0.000458572592562545,0.0046350420309294905,0.0066253226460845265
177,tryptophan,8,0.005176626254448591,0.004537314463597024,0.00631985167867431
178,tryptophan,9,-0.006698697392987896,0.004381809179494383,0.006786179362115967
179,tryptophan,10,0.0020156032168091587,0.004690342580103581,0.006838490998246546
180,tyrosine,1,0.11275854843116562,0.5097650182230283,0.740632624856134
181,tyrosine,2,0.14713928507103513,0.5703847648016707,1.0073242197147143
182,tyrosine,3,0.09013428023891368,0.5167749087798683,0.9452461762082467
183,tyrosine,4,0.029369945049381507,0.5569140140161986,1.0730743250914168
184,tyrosine,5,0.0563375416436257,0.5452822555599401,0.9242060999741707
185,tyrosine,6,0.1219283123008964,0.5060643144514447,0.7246186796787507
186,tyrosine,7,0.07109333925217054,0.525313182383489,0.7617097537228653
187,tyrosine,8,0.08591186097961412,0.5371952466567762,0.8620019433936946
188,tyrosine,9,0.08848463537528717,0.4900550711665813,0.8052232358185683
189,tyrosine,10,0.08660712343153898,0.5392388243026764,0.8391025536765169
