,Amino acid,Fold,R2,MAE,RMSE
50,histidine,1,0.10273302383782013,0.6126811746990375,0.8572702663521776
51,histidine,2,0.05006259901311194,0.6565471997643303,0.8998670350516003
52,histidine,3,-0.0039562042117566865,0.6628133650917478,0.8709041512224609
53,histidine,4,0.06212770194289918,0.723029104474948,1.0010955089255213
54,histidine,5,0.0047021386134306065,0.6576532343905573,0.8664380311166533
55,histidine,6,0.05617553400422792,0.6182108133117076,0.8075654146136534
56,histidine,7,0.009631913802399805,0.6818389713467119,0.9029530357674757
57,histidine,8,0.09155149711883814,0.6881676536362763,0.912136301688966
58,histidine,9,0.052811646754814534,0.6525579180041647,0.8752930442426944
59,histidine,10,0.06003661433487817,0.7273382661031612,0.9852171970113945
60,isoleucine,1,0.011714323168197649,0.022146040417205606,0.03277050307379877
61,isoleucine,2,0.07729783357145759,0.021724497993522714,0.03480360140385566
62,isoleucine,3,0.09891324415347791,0.019545990823325782,0.028978899430286885
63,isoleucine,4,0.08655657179856768,0.020310844414935143,0.02961461241082366
64,isoleucine,5,0.0071053208385438715,0.021180626939163588,0.030283938398234764
65,isoleucine,6,0.045747290154343645,0.020451892707661085,0.028971274528284175
66,isoleucine,7,0.024262271016881498,0.021023805818680335,0.028212545422439693
67,isoleucine,8,0.04330382432497082,0.022273026632574876,0.034854880226181766
68,isoleucine,9,0.05273602844299996,0.02237967332505679,0.03318664178064901
69,isoleucine,10,0.08861022910757399,0.02134583354284281,0.03055255765514628
70,lysine,1,0.022344284722140895,0.15371240975314945,0.22426684219692702
71,lysine,2,0.025735133396554644,0.17034039811625065,0.26153664989537556
72,lysine,3,0.017898796687202623,0.16780195879812343,0.2608413869918449
73,lysine,4,0.008655864889457798,0.1718449523176584,0.3790925471891994
74,lysine,5,0.019713913189691734,0.16149274344658343,0.230731056258748
75,lysine,6,0.001054174167175126,0.1772471525754386,0.38024616757599283
76,lysine,7,0.011400231228111846,0.1785486299280759,0.3208100903815125
77,lysine,8,-0.038866046581202296,0.1565105000931553,0.20946585773671308
78,lysine,9,0.029301311021436183,0.1637583787429756,0.22676826955898904
79,lysine,10,0.014880864490941503,0.18729974127593005,0.46800033668920504
80,leucine,1,0.053400907686618315,0.03362685041788385,0.04381694535503337
81,leucine,2,0.03318402047980207,0.03516641373473974,0.05147633381980156
82,leucine,3,0.056543350835563166,0.03262149109749214,0.043372609781961606
83,leucine,4,0.0455717620758872,0.032826627011268136,0.04393117422622786
84,leucine,5,-0.0010099370864116164,0.03332328881224361,0.04543729645572445
85,leucine,6,0.02103142135139524,0.03510762409570903,0.04612498324535534
86,leucine,7,0.026233199253427375,0.034852815668953915,0.04546314597822822
87,leucine,8,0.039423804489309267,0.03231519818512023,0.043631151459585356
88,leucine,9,0.07143381711496943,0.032552555565322244,0.04403922076059855
89,leucine,10,0.012341404511284515,0.03417936919125962,0.045661378473176154
90,methionine,1,0.06177749279468803,0.014355680304606216,0.01944576845564928
91,methionine,2,0.06606925307436196,0.01697136211307239,0.02725171373298934
92,methionine,3,0.04024437591447583,0.01524116873257722,0.021519649887529475
93,methionine,4,0.1063848044262905,0.014725356855715636,0.01929037666602807
94,methionine,5,0.06111588751656871,0.0162485841946726,0.022155376456293993
95,methionine,6,0.12340436704551727,0.015581095117578865,0.020870628065647934
96,methionine,7,0.04388592832708649,0.015985512918180195,0.0215230237944282
97,methionine,8,0.04361557618415535,0.01667147625925632,0.027344542911227863
98,methionine,9,0.08410402239100712,0.01480694589730813,0.01995996559172176
99,methionine,10,0.09732583766873293,0.0146971329297108,0.01980443650079639
100,asparagine,1,0.03019973663259856,0.09442975872539541,0.16218533624860074
101,asparagine,2,0.06368536287436355,0.10144302737479634,0.1510444463497806
102,asparagine,3,-0.007383159224198854,0.08093504869490166,0.11632797615953923
103,asparagine,4,0.041538527924440904,0.08128039224097161,0.13286925916166228
104,asparagine,5,0.04883358603450627,0.09298459355760808,0.15586047690855584
105,asparagine,6,0.0431118521639996,0.09133290403046611,0.14707432232224135
106,asparagine,7,0.02193771076152251,0.08565659973214367,0.13257674235550254
107,asparagine,8,0.01646458904005954,0.07688366124648498,0.11524929870465518
108,asparagine,9,0.032746565568681274,0.08092049673841765,0.11830590296033432
109,asparagine,10,0.04396218864075063,0.08653234034489884,0.13345416593851764
110,proline,1,0.07441749894723904,0.0910309865908733,0.1332602617180014
111,proline,2,0.12209509916873895,0.08802029383726569,0.1308536524303172
112,proline,3,0.07145544131130044,0.08584362869072708,0.12080169328392586
113,proline,4,0.11401102756359727,0.09163185168952748,0.1328426811486304
114,proline,5,0.02127021456923317,0.09481740070239746,0.13821258891201135
115,proline,6,0.12679170999425593,0.091396676269164,0.12969819572535457
116,proline,7,0.11600739749320499,0.08664060960964645,0.12192832893887465
117,proline,8,0.11243173368341641,0.0877575476459009,0.12973189484350614
118,proline,9,0.11068128113866738,0.08750640555258282,0.12959214228023788
119,proline,10,0.16528200775437418,0.08472195958186989,0.12318273183085564
120,glutamine,1,0.0365981619840865,2.4346577889915317,3.5821989098626323
121,glutamine,2,0.048438250174890674,2.9584374030529403,4.120733746330892
122,glutamine,3,0.014948421715838545,2.638932710686844,3.574091528414443
123,glutamine,4,-0.022573725562186286,2.6286040234010857,4.767076584905689
124,glutamine,5,0.02315645922608689,2.756008018248877,3.8228704207134316
125,glutamine,6,0.08441401930612713,2.575276857513422,3.862910098264914
126,glutamine,7,-0.008463346568492236,2.4809284530493607,3.533017257565733
127,glutamine,8,0.03529672236129999,2.33351142231582,3.2352819586339763
128,glutamine,9,0.04757618976073441,2.438749787994192,3.4506327435718234
129,glutamine,10,0.07673913572557378,2.4738924477110764,3.498283440404517
130,arginine,1,0.03680753995528041,0.9911732522310319,1.42269724718246
131,arginine,2,0.06438510398838426,0.9994468525021083,1.4147326597450167
132,arginine,3,-0.00048273612243265873,0.950717575069578,1.489526963926253
133,arginine,4,0.005682136960389772,1.1430491086914372,1.6911268971404116
134,arginine,5,0.014968584850493571,1.006428732623362,1.4612668922584622
135,arginine,6,-0.011021263695491612,0.9992179819395313,1.3733543414824838
136,arginine,7,0.04458180007802881,0.9799856489432462,1.4369641883193294
137,arginine,8,-0.017090684433117787,1.0323891354497001,1.4009950122288883
138,arginine,9,0.026326497732058196,0.9999459061385882,1.5867613078479375
139,arginine,10,0.03350939911171602,0.9656654887623172,1.3809430439858594
140,serine,1,0.07884129157096431,0.1821437650694777,0.26361431065104984
141,serine,2,0.03994968672815702,0.2160828075719547,0.5812879818170446
142,serine,3,0.06176372360506466,0.17324409644888988,0.25388772680905713
143,serine,4,0.08205692630747141,0.1864161916722446,0.2636205736573234
144,serine,5,0.05426713838023134,0.16941122581326212,0.2574617214015752
145,serine,6,0.07844245034714281,0.1717756361094458,0.2579604285846827
146,serine,7,0.02946521445806316,0.17442860178984038,0.24727998343116445
147,serine,8,0.04854838108799431,0.17966229101840134,0.299626026297461
148,serine,9,0.08028174080788186,0.16615724297158943,0.23581793932863707
149,serine,10,0.05840937310851246,0.16371807540157277,0.22885910861501843
150,threonine,1,0.024836825583879563,0.24487920137466704,0.3425926016428057
151,threonine,2,0.024681683292940626,0.2261203594886124,0.3392791021837393
152,threonine,3,0.009943625298525993,0.225891491936787,0.33041095078641314
153,threonine,4,0.01247287953590992,0.22784592494012246,0.35995349756102984
154,threonine,5,0.004807258154472027,0.21364413769355137,0.29253003153438756
155,threonine,6,0.0016599143792900284,0.22743655576656271,0.32604695476394163
156,threonine,7,0.014097779333453908,0.24162471885120537,0.35669790018758396
157,threonine,8,-0.009707877027682166,0.22829276364139844,0.3652375408837879
158,threonine,9,0.027249572229490093,0.22950736503461766,0.4161254721725129
159,threonine,10,0.008012075256897733,0.22859178781776293,0.3233066218881785
160,valine,1,0.05347833931647872,0.09198299126246036,0.17845960545195477
161,valine,2,0.06683920209641303,0.11454370611660862,0.32155100547769194
162,valine,3,0.07780083552638817,0.0969911005087874,0.2624194326648272
163,valine,4,-0.04666134723667703,0.09190834422935092,0.16883933093064743
164,valine,5,-0.19411029017594372,0.09432169852728348,0.16097103108749636
165,valine,6,0.0589943955070632,0.10550617396200755,0.2586160262405596
166,valine,7,-0.04884984403205617,0.09319010421472694,0.18872178993162403
167,valine,8,0.06183889715222923,0.0986359579053004,0.22488127883333225
168,valine,9,0.05813555475228971,0.10253157825843034,0.2995578521192433
169,valine,10,0.05999886753405015,0.09892098554236621,0.2692108225645835
170,tryptophan,1,-0.002096489073462493,0.004312735166241641,0.006316377037578445
171,tryptophan,2,-0.0007006410880463498,0.004788639965368564,0.00871581900030825
172,tryptophan,3,0.009959333829262618,0.004536332833111754,0.00669583489803862
173,tryptophan,4,-0.0011220820308759372,0.004546949529540472,0.007407010223736215
174,tryptophan,5,-0.005649962896868033,0.004510130281425678,0.00687332346307321
175,tryptophan,6,-0.003047766430613219,0.00423262365912629,0.005988915795162675
176,tryptophan,7,-0.000458572592562545,0.0046350420309294905,0.0066253226460845265
177,tryptophan,8,0.00497881762862018,0.004536799970374111,0.006320479960574538
178,tryptophan,9,-0.007254854181048875,0.004384521655464749,0.0067880536362179625
179,tryptophan,10,0.003299370337204066,0.004679572109049395,0.006834091202523126
180,tyrosine,1,0.10738095105262402,0.509756616885003,0.742873732544828
181,tyrosine,2,0.14734003979793642,0.5704716099974951,1.007205655805671
182,tyrosine,3,0.08824909229132538,0.5173716637623418,0.946224916577738
183,tyrosine,4,0.029306466955083765,0.556978261868321,1.073109413433879
184,tyrosine,5,0.06094292285417224,0.5434114138086517,0.9219481277827677
185,tyrosine,6,0.12330625844745002,0.507007438261549,0.7240498892448175
186,tyrosine,7,0.0667275293829599,0.5278599894410165,0.763497652261598
187,tyrosine,8,0.08972190980685646,0.5362692288403926,0.8602035944001637
188,tyrosine,9,0.08570711319586732,0.49032247943074997,0.8064491198346364
189,tyrosine,10,0.10252053534494054,0.5354841528469712,0.8317608844476228
