	0	1200	2400	3600	4800	6000	7200	8400	9600	10800	12000	13200	14400	15600	16800	18000	19200	20400	21600	22800	24000
G02	0.1532	0.1602333333333333	0.15589999999999998	0.17993333333333336	0.22229999999999997	0.2986333333333333	0.5311666666666667	0.8301333333333334	0.7846666666666666	0.5988666666666667	0.3714333333333333	0.3702000000000001	0.3935333333333333	0.4289666666666667	0.4404	0.49046666666666666	0.5459666666666666	0.6041333333333333	0.6520333333333334	0.7056333333333333	0.7841666666666667
G03	0.1285	0.13133333333333333	0.12340000000000001	0.15293333333333334	0.20270000000000002	0.2936333333333333	0.5648666666666666	0.9242333333333332	1.0348666666666668	0.8580666666666666	0.40283333333333327	0.4084	0.3962333333333333	0.4383666666666667	0.47409999999999997	0.5090666666666668	0.5721666666666666	0.6266333333333333	0.6680333333333334	0.7327333333333333	0.8070666666666667
G04	0.15139999999999998	0.15896666666666667	0.14613333333333337	0.18013333333333337	0.2278	0.32156666666666667	0.5378	0.8597666666666666	0.9603666666666666	0.7630666666666667	0.42146666666666666	0.36313333333333336	0.3972	0.4387	0.4792333333333334	0.5296333333333333	0.5985666666666667	0.6639666666666667	0.7028666666666666	0.7595000000000001	0.8188333333333333
G05	0.1621	0.15329999999999996	0.1621333333333333	0.20120000000000002	0.22733333333333333	0.3185	0.5255666666666666	0.8140666666666667	0.8961	0.6344666666666667	0.4219666666666666	0.38213333333333344	0.40036666666666665	0.4409666666666666	0.4759333333333333	0.5357999999999999	0.5830333333333333	0.6196666666666667	0.7043666666666667	0.7271333333333334	0.8093999999999999
G06	0.1602	0.1469	0.17653333333333332	0.1918	0.21823333333333333	0.2633	0.32666666666666666	0.4745666666666667	1.084	1.3836666666666666	1.3707666666666667	0.4874333333333334	0.39016666666666666	0.43276666666666663	0.45533333333333326	0.5082	0.5969333333333333	0.6201666666666666	0.6933666666666667	0.7302333333333334	0.8182999999999999
G07	-0.005899999999999989	-0.014400000000000024	-0.020766666666666683	-0.021499999999999977	-0.021066666666666664	-0.021299999999999986	-0.021333333333333343	-0.020033333333333334	-0.019500000000000003	-0.019033333333333347	-0.018633333333333335	-0.018766666666666654	-0.018533333333333346	-0.01603333333333337	-0.017466666666666686	-0.017500000000000016	-0.01676666666666668	-0.01843333333333333	-0.018233333333333338	-0.01916666666666665	-0.018400000000000014
G08	0.152	0.1384	0.1616333333333333	0.17830000000000004	0.22883333333333333	0.29990000000000006	0.7318666666666667	0.9985666666666667	0.7773	0.39476666666666665	0.3384666666666667	0.3684333333333334	0.3815666666666666	0.43666666666666665	0.4690333333333333	0.5121	0.5466333333333333	0.6384666666666666	0.6707666666666666	0.7020333333333334	0.7716
G09	0.1509	0.14049999999999999	0.15673333333333334	0.1792	0.24083333333333334	0.3197	0.7956666666666666	0.9079666666666667	0.6899	0.37476666666666664	0.3511666666666666	0.3701333333333334	0.38616666666666666	0.41736666666666666	0.4701333333333333	0.5149	0.5572333333333332	0.6285666666666666	0.6716666666666666	0.7022333333333334	0.7824
G10	0.13753333333333334	0.14306666666666665	0.14933333333333335	0.1677	0.22376666666666667	0.3005	0.7776333333333333	1.0116333333333334	0.7945666666666668	0.3970666666666667	0.3571333333333333	0.34796666666666665	0.38	0.4083	0.42950000000000005	0.49163333333333337	0.5435	0.6014666666666666	0.6455333333333333	0.7367999999999999	0.7731333333333333
G11	0.14243333333333336	0.17116666666666666	0.18193333333333336	0.20859999999999998	0.2629666666666666	0.32489999999999997	0.7946333333333333	0.9589333333333333	0.6631666666666667	0.39716666666666667	0.38493333333333335	0.40396666666666664	0.39669999999999994	0.4203	0.466	0.5015333333333334	0.5356	0.6119666666666667	0.6668333333333334	0.6976	0.7756333333333333
G12	-0.009566666666666654	0.0029666666666666452	-0.008066666666666666	0.0010000000000000009	0.006366666666666659	-0.0006000000000000172	-0.0026666666666666505	0.0020333333333333314	0.006666666666666682	-0.00633333333333333	-0.010766666666666674	0.004966666666666675	0.003599999999999992	-0.002599999999999991	-0.002599999999999991	-0.008366666666666661	-0.008099999999999996	-0.0065333333333333354	-0.008166666666666655	-0.008400000000000019	-0.006566666666666665
H01	-0.007099999999999995	0.00523333333333334	-0.020699999999999996	-0.0026666666666666783	0.006099999999999994	0.002433333333333343	-0.004233333333333339	-0.0015666666666666884	-0.0020333333333333314	-0.0012333333333333363	-0.0003666666666666818	-0.0008999999999999841	-0.0015666666666666884	-0.0006333333333333191	-0.001700000000000007	-0.0004333333333333689	-0.003133333333333349	-0.0011666666666666492	-0.004766666666666669	-0.0035666666666666624	-0.004033333333333333
H02	0.15050000000000002	0.16143333333333335	0.1486	0.16983333333333334	0.2214	0.2825333333333333	0.4833666666666666	0.6141333333333333	0.48216666666666663	0.41126666666666667	0.3710333333333333	0.37770000000000004	0.41633333333333333	0.4594666666666667	0.5014000000000001	0.5471666666666666	0.5921666666666666	0.6383333333333333	0.7017333333333333	0.7403333333333333	0.8262666666666667
H03	0.1476	0.1436333333333333	0.12290000000000001	0.15813333333333335	0.1762	0.2207333333333333	0.30856666666666666	0.39293333333333325	0.7816666666666666	1.1687666666666665	0.8592333333333332	0.4678	0.3902333333333333	0.4168666666666667	0.46420000000000006	0.5017666666666666	0.5435666666666666	0.6086333333333334	0.6245333333333333	0.7229333333333333	0.7841666666666667
H04	0.12893333333333334	0.11279999999999998	0.1082666666666667	0.12703333333333333	0.16496666666666668	0.18860000000000002	0.2623	0.41703333333333337	0.7987333333333333	0.9747666666666667	0.6611666666666667	0.40900000000000003	0.3731	0.40546666666666664	0.43156666666666665	0.4809	0.5283	0.577	0.6518	0.6994333333333334	0.7798666666666666
H05	0.1638	0.1474	0.15313333333333337	0.15649999999999997	0.20293333333333335	0.26460000000000006	0.4793666666666666	0.7489666666666667	0.7323999999999999	0.48516666666666675	0.39026666666666665	0.37473333333333336	0.39436666666666664	0.41236666666666677	0.46553333333333324	0.5208	0.5514333333333334	0.6300666666666667	0.6736666666666666	0.7487333333333334	0.8020999999999999
H06	0.1643	0.14069999999999996	0.14413333333333336	0.16899999999999998	0.19483333333333336	0.25639999999999996	0.4221666666666666	0.8006666666666666	0.8324	0.5929666666666668	0.37326666666666664	0.3591333333333334	0.3818666666666667	0.41566666666666674	0.4558333333333333	0.49470000000000003	0.5593333333333332	0.5903666666666667	0.6778666666666666	0.7000333333333334	0.7766
H07	0.005599999999999994	0.016099999999999975	0.020233333333333353	0.012800000000000006	0.010833333333333334	0.008600000000000024	0.008366666666666661	0.007466666666666649	0.0068000000000000005	0.006166666666666681	0.005966666666666648	0.007333333333333358	0.004466666666666647	0.0032666666666666955	0.0012333333333333085	0.0040999999999999925	0.004733333333333339	0.002366666666666656	0.0070666666666666655	0.003133333333333349	0.005099999999999993
H08	0.1532	0.14459999999999998	0.14973333333333336	0.15760000000000002	0.19183333333333336	0.24390000000000003	0.6058666666666667	0.8416666666666667	0.6046	0.39016666666666666	0.3622666666666666	0.3571333333333333	0.3898666666666666	0.4159666666666667	0.46173333333333333	0.5122	0.5597333333333334	0.6107666666666667	0.6635666666666666	0.7239333333333334	0.7837999999999999
H09	0.16749999999999998	0.16019999999999998	0.16583333333333336	0.18330000000000002	0.23433333333333334	0.3257	0.6815666666666667	0.7917666666666667	0.5403	0.39416666666666667	0.3738666666666667	0.3762333333333334	0.4111666666666667	0.4390666666666667	0.47463333333333324	0.5052	0.5575333333333334	0.5969666666666666	0.6586666666666666	0.7039333333333334	0.7615
H10	0.14753333333333335	0.14896666666666666	0.13573333333333334	0.1822	0.22816666666666663	0.3893	0.5151333333333333	0.44953333333333334	0.4105666666666667	0.3354666666666667	0.3390333333333333	0.3869666666666666	0.4094	0.43720000000000003	0.4836	0.5179333333333334	0.5638	0.6166666666666667	0.6811333333333334	0.7430000000000001	0.8080333333333333
H11	0.14893333333333336	0.16176666666666664	0.12633333333333333	0.15169999999999997	0.18126666666666663	0.2109	0.3419333333333333	0.8403333333333333	0.8197666666666668	0.4501666666666666	0.3651333333333333	0.3617666666666666	0.37129999999999996	0.39149999999999996	0.45239999999999997	0.4894333333333334	0.5293	0.5776666666666667	0.6286333333333334	0.696	0.7511333333333333
H12	-0.007566666666666652	0.0025666666666666615	0.004833333333333328	0.0010999999999999899	0.0028666666666666563	0.011899999999999994	0.00273333333333331	-0.0017666666666666664	-0.0036333333333333495	0.011266666666666675	0.017133333333333334	0.005066666666666664	0.010399999999999993	0.023900000000000005	0.0121	0.028533333333333327	0.027999999999999997	0.020566666666666678	0.03133333333333335	0.023499999999999993	0.02523333333333333
