Group1,Group2,Feature,U_stat,p_raw,p_corrected,significant
NegHigh,PosLow,Cytidine [[M+H]],37.0,0.42686353893784235,0.7159345138596461,False
NegHigh,PosLow,D-(+)-Melibiose [[M+Na]],54.0,0.6784313725490196,0.8499030381383322,False
NegHigh,PosLow,D-(+)-Turanose [[M+Na]],54.0,0.6784313725490196,0.8499030381383322,False
NegHigh,PosLow,D-Fructose [[M+Na]],75.0,0.038707628800508063,0.19153288291080398,False
NegHigh,PosLow,D-Galactose [[M+Na]],78.0,0.020131777407319206,0.13058839634034472,False
NegHigh,PosLow,D-Glucose [[M+Na]],69.0,0.11526553941414623,0.36841882691250477,False
NegHigh,PosLow,D-Mannose [[M+Na]],75.0,0.038707628800508063,0.19153288291080398,False
NegHigh,PosLow,Deoxyadenosine [[M+H]],74.0,0.04734460585853775,0.2130507263634199,False
NegHigh,PosLow,Galactose [[M+Na]],78.0,0.020131777407319206,0.13058839634034472,False
NegHigh,PosLow,Glucosamine [[M+H]],74.0,0.04734460585853775,0.2130507263634199,False
NegHigh,PosLow,Glutamic Acid [[M-H2O+H]],12.0,0.00409621338413908,0.045046047760279255,True
NegHigh,PosLow,Glutathione [[M+H]],73.0,0.05737874097007224,0.2422657952069717,False
NegHigh,PosLow,Histidine [[M+H]],50.0,0.910105580693816,0.9696451981223834,False
NegHigh,PosLow,Imidazoleacetic acid [[M+H]],36.0,0.3837421608319441,0.6695909132883924,False
NegHigh,PosLow,Indole-3-Ethanol [[M+H]],40.0,0.5713582599031516,0.7785040832146528,False
NegHigh,PosLow,Inositol [[M+Na]],70.0,0.09788044772564897,0.3347511312217195,False
NegHigh,PosLow,Isomaltose [[M+Na]],54.0,0.6784313725490196,0.8499030381383322,False
NegHigh,PosLow,L-Arginine [[M+H]],9.0,0.0015241724220052392,0.02485946299850636,True
NegHigh,PosLow,L-Citrulline [[M+H]],38.0,0.4726680955783123,0.7413884158562402,False
NegHigh,PosLow,L-Glutamine [[M+H]],13.0,0.005493371437643883,0.056931303990127524,False
NegHigh,PosLow,L-Histidinol [[M+H]],11.0,0.00298483765976026,0.03645765998707175,True
NegHigh,PosLow,L-Tryptophan [[M+NH4]],52.0,0.7920774787647853,0.9120892179715709,False
NegHigh,PosLow,Linoleic acid [[M+Na]],87.0,0.0015241724220052392,0.02485946299850636,True
NegHigh,PosLow,Maltose [[M+Na]],54.0,0.6784313725490196,0.8499030381383322,False
NegHigh,PosLow,N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],61.0,0.34314519329999205,0.6412877382983458,False
NegHigh,PosLow,N2-Acetyl-L-ornithine [[M+H]],15.0,0.009557831229657855,0.0860204810669207,False
NegHigh,PosLow,Nicotinamide [[M+H]],46.0,0.910105580693816,0.9696451981223834,False
NegHigh,PosLow,Nicotinamide ribotide [[M+H]],78.0,0.02233751014823054,0.13641836554812223,False
NegHigh,PosLow,O-acetyl-L-serine [[M+H]],75.0,0.038707628800508063,0.19153288291080398,False
NegHigh,PosLow,Oleic acid [[M+Na]],86.0,0.0021592442645074223,0.029538461538461538,True
NegHigh,PosLow,Palatinose [[M+Na]],54.0,0.6784313725490196,0.8499030381383322,False
NegHigh,PosLow,Pidolic Acid [[M+H]],7.0,0.0007144558228149559,0.018795683954054995,True
NegHigh,PosLow,Proline [[M+NH4]],78.0,0.020131777407319206,0.13058839634034472,False
NegHigh,PosLow,Pyridoxal [[M+H]],62.0,0.3053901722632373,0.6174215388050053,False
NegHigh,PosLow,Sucrose [[M+Na]],54.0,0.6784313725490196,0.8499030381383322,False
NegHigh,PosLow,Thymine [[M+H]],36.0,0.3837421608319441,0.6695909132883924,False
NegHigh,PosLow,Trehalose [[M+Na]],54.0,0.6784313725490196,0.8499030381383322,False
NegHigh,PosLow,Xanthurenic acid [[M+H]],81.0,0.009557831229657855,0.0860204810669207,False
NegHigh,PosLow,d-Desthiobiotin [[M+H]],32.0,0.23797729618163055,0.5284950343773873,False
NegHigh,PosLow,gamma-Glutamylcysteine [[M+H]],96.0,1.5876796062554575e-05,0.004107940043014552,True
None,PosHigh,2'-Deoxyguanosine-5'-Diphosphate [[M+H]],42.0,0.14808606158507112,0.4185572980338374,False
None,PosHigh,2'-Deoxyguanosine-5'-Monophosphate [[M+H]],73.0,0.6891216451070523,0.8570167368240432,False
None,PosHigh,2'-Deoxyuridine [[M+Na]],101.0,0.03372635757681134,0.18022522330108562,False
None,PosHigh,5'-Deoxy-5'-Methylthioadenosine [[M+H]],86.0,0.23008418191625113,0.5281126860091133,False
None,PosHigh,ATP [[M+H]],38.0,0.09054915588749132,0.3170191153384431,False
None,PosHigh,Acetyl coenzyme A (Acetyl-CoA) [[M+H]],44.0,0.18575772936738766,0.48128138972459533,False
None,PosHigh,Ademetionine [[M+H]],47.0,0.2548715759015092,0.5623617997310719,False
None,PosHigh,Adenine [[M+H]],49.0,0.3098652593617933,0.6174215388050053,False
None,PosHigh,Adenosine 5'-diphosphate (ADP) [[M+H]],42.0,0.14808606158507112,0.4185572980338374,False
