Group1	Group2	Feature	U_stat	p_raw	Median1	Median2	p_corrected	Significant
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Aminoadipate [[M+Na]]	36.0	0.0021645021645021645	3606.2870865264376	1199.935126715945	0.09259259259259259	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Argininosuccinic acid [[M+H]]	25.0	0.30952380952380953	6046.859498359267	3957.9624770642204	0.6583793738489871	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Asparagine [[M+NH4]]	28.0	0.13203463203463203	355.8760235271749	196.37910939098714	0.5348355348355349	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Biotin [[M+H]]	26.0	0.24025974025974026	699.048342530918	475.7395359568966	0.6125827814569536	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Choline [[M+H]]	36.0	0.0021645021645021645	1464.1473613448513	177.50992467043315	0.09259259259259259	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Cytidine [[M+H]]	27.0	0.17965367965367965	8517.468765720965	5427.774511719561	0.5535205535205536	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	D-(+)-Melibiose [[M+Na]]/D-(+)-Turanose [[M+Na]]/Isomaltose [[M+Na]]/Maltose [[M+Na]]	22.0	0.5887445887445888	1187.1347384370845	1121.5491543955632	0.8819714656290533	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	D-Fructose [[M+Na]]/D-Mannose [[M+Na]]	9.0	0.17965367965367965	293.045325819994	1172.389716774097	0.5535205535205536	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	D-Galactose [[M+Na]]/Galactose [[M+Na]]	10.0	0.24025974025974026	483.6842103606881	1449.043010028513	0.6125827814569536	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	D-Glucose [[M+Na]]	8.0	0.13203463203463203	928.0604375827073	2042.4622448312466	0.5348355348355349	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Deoxyadenosine [[M+H]]	2.0	0.008658008658008658	43.29191825056633	217.2087874882919	0.15151515151515152	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Glucosamine [[M+H]]	19.0	0.9372294372294373	2965.4377717743355	2960.5381978786536	1.0	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Glutamic Acid [[M-H2O+H]]	34.0	0.008658008658008658	3517.5055710529687	470.58251968503936	0.15151515151515152	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Glutathione [[M+H]]	33.0	0.015151515151515152	37545.624131195844	28220.57003526346	0.19444444444444445	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Histidine [[M+H]]	26.0	0.24025974025974026	1963.401436304294	1034.2632265655973	0.6125827814569536	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Imidazoleacetic acid [[M+H]]	11.0	0.30952380952380953	102.30581889426097	233.95974128827876	0.6583793738489871	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Inositol [[M+Na]]	7.0	0.09307359307359307	856.6122967927862	1737.2550918707796	0.5136639676113359	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	L-Arginine [[M+H]]	33.0	0.015151515151515152	34663.44360289281	6798.7258084438545	0.19444444444444445	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	L-Citrulline [[M+H]]	19.0	0.9372294372294373	2454.6274775513234	2512.9539478436755	1.0	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	L-Glutamine [[M+H]]	26.0	0.24025974025974026	139.65838238324852	25.252362204724406	0.6125827814569536	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	L-Histidinol [[M+H]]	19.0	0.9372294372294373	103.28470607497512	79.54403345724907	1.0	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	L-Lysine [[M-H2O+H]]	9.0	0.17965367965367965	2.4557230738341684	11.098526975577148	0.5535205535205536	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	L-Tryptophan [[M+NH4]]	14.0	0.5887445887445888	757.8779935293157	717.7184862385321	0.8819714656290533	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Linoleic acid [[M+Na]]	16.0	0.8181818181818182	230.24275647695947	185.15313196496137	0.9893287715868362	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Lipoamide [[M+H]]	14.0	0.5887445887445888	17.444294586285224	31.598332009339	0.8819714656290533	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	9.0	0.17965367965367965	924.4668550046845	1798.3413302752292	0.5535205535205536	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	N1-Acetylspermine [[M+Na]]	16.0	0.8181818181818182	18.676206160400426	28.31750470809793	0.9893287715868362	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	N2-Acetyl-L-ornithine [[M+H]]	28.0	0.13203463203463203	362.7860575035237	196.85766055045872	0.5348355348355349	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Nicotinamide [[M+H]]	24.0	0.3939393939393939	2288.130951808388	1748.6793771770629	0.724186818973549	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	Nicotinamide ribotide [[M+H]]	8.0	0.13203463203463203	96.04228136799722	232.06629704543815	0.5348355348355349	False
Treatment=None, Supplement=None	Treatment=None, Supplement=NegHigh	O-acetyl-L-serine [[M+H]]	18.0	1.0	145.919994664407	133.96519007391763	1.0	False
