,PLS1,PLS2,PLS3,PLS4,PLS5
L-Glutamine [[M+H]],0.16257607315494352,-0.05826422377219494,-0.03355344549588063,-0.004683833844908878,0.0810139573233639
L-Histidinol [[M+H]],-0.1659319177862237,0.023323129063447322,-0.08462144480007908,0.3512181104078823,0.05763902888945806
L-Lysine [[M+H]],0.07294524593635345,-0.14043280735135902,0.11436953231888415,0.019520737361853682,-0.08885520653135641
L-Tryptophan [[M+NH4]],0.1335348488074412,0.016242553298408787,-0.055837966417140644,-0.018557856744656147,-0.2859802544006933
L-Valine [[M+H]],0.1967949017717469,0.0253767468890551,0.05732289005877928,-0.03836474228677964,0.15463414176914173
Linoleic acid [[M+Na]],0.11452510994828567,0.09318774677746672,0.019111759899131803,-0.09760678562712329,-0.01577999858710116
N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],0.08769260278549429,-0.02907573251903498,-0.12645867383715223,0.15494172141440893,-0.3373520449463567
N2-Acetyl-L-ornithine [[M+H]],0.08823827365776873,0.331390217716997,0.32927078320711484,-0.10244862546289554,-0.08547802612489279
Nicotinamide [[M+H]],0.16852540835798493,0.030843814888775613,-0.003622884601776132,0.003367750175950411,-0.09568486856944604
O-acetyl-L-serine [[M+H]],0.18122259699241444,0.0947241153777945,-0.1014566501413768,0.029419109541121705,-0.14069205795280362
Pidolic Acid [[M+H]],0.29329022647511016,0.0685404576438339,-0.1153987456529805,-0.008788338208205619,0.18253760071202238
Sucrose [[M+Na]],-0.2536743564788985,0.18191549165900295,0.003745755441392316,0.08402978598022585,-0.023291194409836933
Thymine [[M+H]],0.10370906895908968,0.036851691306720856,-0.04727026610887198,-0.06413753917250717,0.177486398397742
Trehalose [[M+Na]],-0.2508412386764049,0.1854619256934346,-0.0012122844765015731,0.0829677754605882,-0.01990102541183724
d-Desthiobiotin [[M+H]],0.16485156171388396,-0.05688216346352213,-0.0056570186747154395,0.04687742828137602,0.02261557305980788
gamma-Glutamylcysteine [[M+H]],-0.05358670924188288,0.13077842435767764,-0.36963120156864343,0.12699121847170924,-0.126719595773699
